year,district,week_index,avg_rainfall,avg_temperature,avg_humidity,population,elevation_m,river_status,area_sq_km,sanitation_index,malaria_cases,ad_cases,typhoid_cases,flood_inundation,mean_ndvi,stagnant_water,malaria_risk,ad_risk,typhoid_risk,malaria_risk_next_week,ad_risk_next_week,typhoid_risk_next_week,avg_rainfall_lag1,avg_rainfall_lag2,avg_temperature_lag1,avg_temperature_lag2,avg_humidity_lag1,avg_humidity_lag2,flood_inundation_lag1,flood_inundation_lag2,stagnant_water_lag1,stagnant_water_lag2,mean_ndvi_lag1,mean_ndvi_lag2,avg_rainfall_roll3,avg_rainfall_roll5,avg_temperature_roll3,avg_temperature_roll5,avg_humidity_roll3,avg_humidity_roll5,flood_inundation_roll3,flood_inundation_roll5,stagnant_water_roll3,stagnant_water_roll5,mean_ndvi_roll3,mean_ndvi_roll5
2025,Chagai,43,0,23.7188,16.7922,273217,919,0,44748,0.2,72,221,0,0.760360386,0.042403713,0.737607807,2.635267937,8.088808529,0,2.305859445,6.807775504,0,0,0,24.5152,22.9003,13.8269,12.1425,0.761777193,0.774169898,0.754152034,0.824748863,0.043071177,0.044874035,0,0,23.71143333,26.11348,14.25386667,13.73862,0.765435826,0.76891844,0.772169568,0.783614352,0.043449642,0.044628793
2024,Chaman,23,0,0,0,466218,1340,0,1341,0.2,3,117,0,0,0,0,0.06434758,2.509555616,0,0.471882253,1.415646758,0.450433059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,25,0,0,0,466218,1340,0,1341,0.2,22,66,21,0,0,0,0.471882253,1.415646758,0.450433059,0.493331446,2.295063683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,26,0,0,0,466218,1340,0,1341,0.2,23,107,0,0,0,0,0.493331446,2.295063683,0,4.482881399,4.418533819,0.450433059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,27,0,0,0,466218,1340,0,1341,0.2,209,206,21,0,0,0,4.482881399,4.418533819,0.450433059,1.544341917,3.882303987,0.579128219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,28,0,0,0,466218,1340,0,1341,0.2,72,181,27,0,0,0,1.544341917,3.882303987,0.579128219,2.917090288,2.573903196,0.643475799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,29,0,0,0,466218,1340,0,1341,0.2,136,120,30,0,0,0,2.917090288,2.573903196,0.643475799,0.600577412,2.809844322,0.643475799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,30,0,0,0,466218,1340,0,1341,0.2,28,131,30,0,0,0,0.600577412,2.809844322,0.643475799,1.715935464,3.153031414,0.407534673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,32,0,0,0,466218,1340,0,1341,0.2,80,147,19,0,0,0,1.715935464,3.153031414,0.407534673,1.479994337,2.402309649,0.922315312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,33,0,0,0,466218,1340,0,1341,0.2,69,112,43,0,0,0,1.479994337,2.402309649,0.922315312,3.088683835,1.051010471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,34,0,0,0,466218,1340,0,1341,0.2,144,49,0,0,0,0,3.088683835,1.051010471,0,1.158256438,3.367523347,0.729272572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,37,0,0,0,466218,1340,0,1341,0.2,54,157,34,0,0,0,1.158256438,3.367523347,0.729272572,1.994774977,6.284613636,0.235941126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,38,0,0,0,466218,1340,0,1341,0.2,93,293,11,0,0,0,1.994774977,6.284613636,0.235941126,3.989549953,1.093908858,0.021449193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,41,0,0,0,466218,1340,0,1341,0.2,186,51,1,0,0,0,3.989549953,1.093908858,0.021449193,2.423758842,0.12869516,0.150144353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chaman,42,0,0,0,466218,1340,0,1341,0.2,113,6,7,0,0,0,2.423758842,0.12869516,0.150144353,0,0.686374185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Charsadda,19,0.0429,27.351,49.2742,1953624,300,2,996,0.2,183,586,1,0.064278692,0.25400828,0,0.936720679,2.99955365,0.005118692,0.936720679,2.99955365,0.097255152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Charsadda,20,0,29.1317,42.6734,1953624,300,2,996,0.2,183,586,19,0,0.241599532,0,0.936720679,2.99955365,0.097255152,2.057714279,8.99866095,0,0.0429,0,27.351,0,49.2742,0,0.064278692,0,0,0,0.25400828,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Charsadda,21,0,31.9549,31.7053,1953624,300,2,996,0.2,402,1758,0,0.085478092,0.244482563,0,2.057714279,8.99866095,0,1.402521673,7.201999975,0.020474769,0,0.0429,29.1317,27.351,42.6734,49.2742,0,0.064278692,0,0,0.241599532,0.25400828,0.0143,0,29.4792,0,41.21763333,0,0.049918928,0,0,0,0.246696792,0
2024,Charsadda,22,0,34.3469,16.7609,1953624,300,2,996,0.2,274,1407,4,0,0.249143833,0,1.402521673,7.201999975,0.020474769,1.154996121,9.147351354,0.01089619,0,0,31.9549,29.1317,31.7053,42.6734,0.085478092,0,0,0,0.244482563,0.241599532,0,0,31.81116667,0,30.37986667,0,0.028492697,0,0,0,0.245075309,0
2024,Charsadda,23,0.1429,30.2513,35.9347,1835504,300,2,996,0.2,212,1679,2,0.106224656,0.251024409,0,1.154996121,9.147351354,0.01089619,1.029689938,8.667919002,0.201579512,0,0,34.3469,31.9549,16.7609,31.7053,0,0.085478092,0,0,0.249143833,0.244482563,0.047633333,0.03716,32.18436667,30.60716,28.13363333,35.2697,0.063900916,0.051196288,0,0,0.248216935,0.248051723
2024,Charsadda,24,0,32.6043,31.9536,1835504,300,2,996,0.2,189,1591,37,0.089060799,0.252340588,0.057190497,1.029689938,8.667919002,0.201579512,0.648323294,3.846355007,0.185235227,0.1429,0,30.2513,34.3469,35.9347,16.7609,0.106224656,0,0,0,0.251024409,0.249143833,0.047633333,0.02858,32.40083333,31.65782,28.2164,31.80558,0.065095152,0.056152709,0.019063499,0.011438099,0.250836277,0.247718185
2024,Charsadda,25,0.1286,33.2802,33.1348,1835504,300,2,996,0.2,119,706,34,0,0.264158546,0,0.648323294,3.846355007,0.185235227,1.062378507,6.919080536,0.468536162,0,0.1429,32.6043,30.2513,31.9536,35.9347,0.089060799,0.106224656,0.057190497,0,0.252340588,0.251024409,0.0905,0.0543,32.04526667,32.48752,33.67436667,29.89786,0.065095152,0.056152709,0.019063499,0.011438099,0.255841181,0.252229988
2024,Charsadda,26,0,34.4085,40.3975,1835504,300,2,996,0.2,195,1270,86,0.056588235,0.268732754,0,1.062378507,6.919080536,0.468536162,0.986105179,8.564405199,0.430399498,0.1286,0,33.2802,32.6043,33.1348,31.9536,0,0.089060799,0,0.057190497,0.264158546,0.252340588,0.042866667,0.0543,33.431,32.97824,35.16196667,31.6363,0.048549678,0.050374738,0.019063499,0.011438099,0.261743962,0.257080026
2024,Charsadda,27,5.7143,31.9745,63.1638,1835504,300,2,996,0.2,181,1572,79,0,0.240230602,0,0.986105179,8.564405199,0.430399498,1.089618982,5.742292035,0.348678074,0,0.1286,34.4085,33.2802,40.3975,33.1348,0.056588235,0,0,0,0.268732754,0.264158546,1.947633333,1.19716,33.22106667,32.50376,45.56536667,40.91688,0.018862745,0.050374738,0,0.011438099,0.257707301,0.25529738
2024,Charsadda,28,4.7,31.0522,61.8968,1835504,300,2,996,0.2,200,1054,64,0.060891947,0.320850065,0,1.089618982,5.742292035,0.348678074,0.947968514,6.864599587,0.397710928,5.7143,0,31.9745,34.4085,63.1638,40.3975,0,0.056588235,0,0,0.240230602,0.268732754,3.471433333,2.10858,32.4784,32.66394,55.1527,46.1093,0.039160061,0.041308196,0,0.011438099,0.276604474,0.269262511
2024,Charsadda,29,2.9143,32.8692,53.85,1835504,300,2,996,0.2,174,1260,73,0,0.322696307,0,0.947968514,6.864599587,0.397710928,1.116859457,7.213277661,0.479432352,4.7,5.7143,31.0522,31.9745,61.8968,63.1638,0.060891947,0,0,0,0.320850065,0.240230602,4.442866667,2.69144,31.9653,32.71692,59.63686667,50.48858,0.020297316,0.023496037,0,0,0.294592325,0.283333655
2024,Charsadda,30,1.0429,32.8486,63.7282,1835504,300,2,996,0.2,205,1324,88,0,0.307830587,0,1.116859457,7.213277661,0.479432352,0.849902806,6.908184346,0,2.9143,4.7,32.8692,31.0522,53.85,61.8968,0,0.060891947,0,0,0.322696307,0.320850065,2.885733333,2.8743,32.25666667,32.6306,59.825,56.60726,0.020297316,0.023496037,0,0,0.317125653,0.292068063
2024,Charsadda,31,12.8714,29.6698,79.4707,1835504,300,2,996,0.2,156,1268,0,0.035776624,0.351884366,0,0.849902806,6.908184346,0,1.340231348,3.830010722,0.163442847,1.0429,2.9143,32.8486,32.8692,63.7282,53.85,0,0,0,0,0.307830587,0.322696307,5.609533333,5.44858,31.79586667,31.68286,65.68296667,64.4219,0.011925541,0.019333714,0,0,0.32747042,0.308698385
2024,Charsadda,32,17.4375,28.4235,81.896,1835504,300,2,996,0.2,246,703,30,0,0,0,1.340231348,3.830010722,0.163442847,1.127755646,3.552157881,0.168890942,12.8714,1.0429,29.6698,32.8486,79.4707,63.7282,0.035776624,0,0,0,0.351884366,0.307830587,10.4506,7.79322,30.31396667,30.97266,75.03163333,68.16834,0.011925541,0.019333714,0,0,0.219904984,0.260652265
2024,Charsadda,33,8.0286,28.6049,80.9416,1835504,300,2,996,0.2,207,652,31,0.031238088,0,0,1.127755646,3.552157881,0.168890942,1.618084188,3.606638831,0.01089619,17.4375,12.8714,28.4235,29.6698,81.896,79.4707,0,0.035776624,0,0,0,0.351884366,12.77916667,8.45894,28.8994,30.4832,80.76943333,71.9773,0.022338237,0.013402942,0,0,0.117294789,0.196482252
2024,Charsadda,34,7.3714,28.1043,78.2965,1835504,300,2,996,0.2,297,662,2,0,0.409027587,0,1.618084188,3.606638831,0.01089619,1.20947707,3.791874057,0.256060461,8.0286,17.4375,28.6049,28.4235,80.9416,81.896,0.031238088,0,0,0,0,0,10.94583333,9.35036,28.37756667,29.53022,80.37803333,76.8666,0.010412696,0.013402942,0,0,0.136342529,0.213748508
2024,Charsadda,35,6.5556,27.5272,78.4655,1835504,300,2,996,0.2,222,696,47,0.030257301,0,0,1.20947707,3.791874057,0.256060461,1.590843714,4.146000227,0.283300935,7.3714,8.0286,28.1043,28.6049,78.2965,80.9416,0,0.031238088,0,0,0.409027587,0,7.318533333,10.4529,28.0788,28.46594,79.23453333,79.81406,0.020498463,0.019454403,0,0,0.136342529,0.152182391
2024,Charsadda,36,11.8429,27.2906,79.5389,1835504,300,2,996,0.2,292,761,52,0.051713175,0.355360211,0.020719854,1.590843714,4.146000227,0.283300935,1.525466575,4.54915925,0.261508556,6.5556,7.3714,27.5272,28.1043,78.4655,78.2965,0.030257301,0,0,0,0,0.409027587,8.589966667,10.2472,27.6407,27.9901,78.76696667,79.8277,0.027323492,0.022641713,0.006906618,0.004143971,0.254795933,0.15287756
2024,Charsadda,37,7.7846,27.3774,74.8148,1835504,300,2,996,0.2,280,835,48,0,0.348437646,0,1.525466575,4.54915925,0.261508556,2.11930892,4.946870178,0.005448095,11.8429,6.5556,27.2906,27.5272,79.5389,78.4655,0.051713175,0.030257301,0.020719854,0,0.355360211,0,8.7277,8.31662,27.3984,27.78088,77.6064,78.41146,0.027323492,0.022641713,0.006906618,0.004143971,0.234599286,0.222565089
2024,Charsadda,38,0,27.3311,68.3894,1835504,300,2,996,0.2,389,908,1,0.032752036,0.306754026,0,2.11930892,4.946870178,0.005448095,2.206478439,4.619984484,0.016344285,7.7846,11.8429,27.3774,27.2906,74.8148,79.5389,0,0.051713175,0,0.020719854,0.348437646,0.355360211,6.5425,6.7109,27.33303333,27.52612,74.2477,75.90102,0.02815507,0.022944502,0.006906618,0.004143971,0.336850627,0.283915894
2024,Charsadda,39,7.0857,27.7448,71.6484,1835504,300,2,996,0.2,405,848,3,0,0.284864229,0,2.206478439,4.619984484,0.016344285,1.754286561,3.960765,0.02179238,0,7.7846,27.3311,27.3774,68.3894,74.8148,0.032752036,0,0,0,0.306754026,0.348437646,4.956766667,6.65376,27.48443333,27.45422,71.61753333,74.5714,0.010917345,0.022944502,0,0.004143971,0.313351967,0.259083222
2024,Charsadda,40,2.625,25.1886,70.0489,1835504,300,2,996,0.2,322,727,4,0.051617261,0.26264634,0,1.754286561,3.960765,0.02179238,2.075724161,4.031590234,0.01089619,7.0857,0,27.7448,27.3311,71.6484,68.3894,0,0.032752036,0,0,0.284864229,0.306754026,3.2369,5.86764,26.75483333,26.9865,70.0289,72.88808,0.028123099,0.027216495,0,0.004143971,0.284754865,0.31161249
2024,Charsadda,41,0.4571,22.998,63.4279,1835504,300,2,996,0.2,381,740,2,0,0.299275495,0,2.075724161,4.031590234,0.01089619,1.972210357,4.102415467,0.01089619,2.625,7.0857,25.1886,27.7448,70.0489,71.6484,0.051617261,0,0,0,0.26264634,0.284864229,3.389266667,3.59048,25.31046667,26.12798,68.37506667,69.66588,0.017205754,0.016873859,0,0,0.282262021,0.300395547
2024,Charsadda,42,0.0286,22.9114,66.5207,1835504,300,2,996,0.2,362,753,2,0,0.253257538,0,1.972210357,4.102415467,0.01089619,2.217374628,5.164793975,0.076273329,0.4571,2.625,22.998,25.1886,63.4279,70.0489,0,0.051617261,0,0,0.299275495,0.26264634,1.0369,2.03928,23.69933333,25.23478,66.66583333,68.00706,0.017205754,0.016873859,0,0,0.271726458,0.281359526
2024,Charsadda,43,1.0714,22.5516,67.2261,1835504,300,2,996,0.2,407,948,14,0.049158234,0.272232697,0,2.217374628,5.164793975,0.076273329,1.683461327,4.696257813,0.016344285,0.0286,0.4571,22.9114,22.998,66.5207,63.4279,0,0,0,0,0.253257538,0.299275495,0.519033333,2.25356,22.82033333,24.27888,65.7249,67.7744,0.016386078,0.020155099,0,0,0.27492191,0.27445526
2024,Charsadda,44,2.6857,20.6296,77.3409,1835504,300,2,996,0.2,309,862,3,0,0.277192535,0,1.683461327,4.696257813,0.016344285,0,1.607269362,0,1.0714,0.0286,22.5516,22.9114,67.2261,66.5207,0.049158234,0,0,0,0.272232697,0.253257538,1.2619,1.37356,22.03086667,22.85584,70.36256667,68.9129,0.016386078,0.020155099,0,0,0.267560923,0.272920921
2025,Charsadda,18,0.7143,26.6701,54.1008,1953624,300,2,996,0.2,0,314,0,0.087728761,0.230999865,0,0,1.607269362,0,1.765948821,19.98849318,0.737091682,2.6857,1.0714,20.6296,22.5516,77.3409,67.2261,0,0.049158234,0,0,0.277192535,0.272232697,1.490466667,0.99142,23.28376667,23.15214,66.2226,65.72328,0.045628998,0.027377399,0,0,0.260141699,0.266591626
2025,Charsadda,19,0.7143,26.6701,54.1008,1953624,300,2,996,0.2,345,3905,144,0.092932072,0.262688333,0.060088998,1.765948821,19.98849318,0.737091682,1.94510305,22.01037661,0.737091682,0.7143,2.6857,26.6701,20.6296,54.1008,77.3409,0.087728761,0,0,0,0.230999865,0.277192535,1.371433333,1.04286,24.6566,23.88656,61.8475,63.85786,0.060220278,0.045963813,0.020029666,0.0120178,0.256960244,0.259274194
2025,Charsadda,20,0.0571,29.9525,40.5671,1953624,300,2,996,0.2,380,4300,144,0,0.255538063,0,1.94510305,22.01037661,0.737091682,2.098663817,23.03411506,0.839465527,0.7143,0.7143,26.6701,26.6701,54.1008,54.1008,0.092932072,0.087728761,0.060088998,0,0.262688333,0.230999865,0.495233333,1.04856,27.76423333,25.29478,49.58956667,58.66714,0.060220278,0.045963813,0.020029666,0.0120178,0.249742087,0.259730299
2025,Charsadda,21,0,32.1046,37.8531,1953624,300,2,996,0.2,410,4500,164,0.072327171,0.276564315,0,2.098663817,23.03411506,0.839465527,1.525370286,15.83211508,0.204747689,0.0571,0.7143,29.9525,26.6701,40.5671,54.1008,0,0.092932072,0,0.060088998,0.255538063,0.262688333,0.257133333,0.83428,29.57573333,27.20538,44.17366667,52.79254,0.055086415,0.050597601,0.020029666,0.0120178,0.264930237,0.260596622
2025,Charsadda,22,0.5714,28.4296,51.6882,1953624,300,2,996,0.2,298,3093,40,0,0.256419099,0,1.525370286,15.83211508,0.204747689,1.110756215,10.47284431,1.126112292,0,0.0571,32.1046,29.9525,37.8531,40.5671,0.072327171,0,0,0,0.276564315,0.255538063,0.2095,0.41142,30.16223333,28.76538,43.36946667,47.662,0.024109057,0.050597601,0,0.0120178,0.262840492,0.256441935
2025,Charsadda,23,0,29.2463,47.8024,1953624,300,2,996,0.2,217,2046,220,0.064320861,0.268141561,0,1.110756215,10.47284431,1.126112292,1.341097366,10.943764,1.146587061,0.5714,0,28.4296,32.1046,51.6882,37.8531,0,0.072327171,0,0,0.256419099,0.276564315,0.190466667,0.26856,29.92683333,29.28062,45.78123333,46.40232,0.045549344,0.045916021,0,0.0120178,0.267041658,0.263870274
2025,Charsadda,24,0,33.5832,35.2684,1953624,300,2,996,0.2,262,2138,224,0,0.174241655,0,1.341097366,10.943764,1.146587061,1.673812361,13.00147828,0.102373845,0,0.5714,29.2463,28.4296,47.8024,51.6882,0.064320861,0,0,0,0.268141561,0.256419099,0.190466667,0.1257,30.4197,30.66324,44.91966667,42.63584,0.021440287,0.027329606,0,0,0.232934105,0.246180939
2025,Charsadda,25,0.5714,33.6588,47.3813,1953624,300,2,996,0.2,327,2540,20,0,0.320319083,0,1.673812361,13.00147828,0.102373845,1.617506746,13.26765027,0.368545841,0,0,33.5832,29.2463,35.2684,47.8024,0,0.064320861,0,0,0.174241655,0.268141561,0.190466667,0.22856,32.16276667,31.4045,43.48403333,43.99868,0.021440287,0.027329606,0,0,0.2542341,0.259137143
2025,Charsadda,27,5.2143,29.8189,77.5083,1953624,300,2,996,0.2,316,2592,72,0,0.37694857,0,1.617506746,13.26765027,0.368545841,2.241987199,15.40726363,1.126112292,0.5714,0,33.6588,33.5832,47.3813,35.2684,0,0,0,0,0.320319083,0.174241655,1.928566667,1.27142,32.35363333,30.94736,53.386,51.92972,0,0.012864172,0,0,0.290503103,0.279213994
2025,Charsadda,28,6.8429,27.3683,81.726,1953624,300,2,996,0.2,438,3010,220,0.030619611,0,0,2.241987199,15.40726363,1.126112292,2.241987199,15.40726363,0.015356077,5.2143,0.5714,29.8189,33.6588,77.5083,47.3813,0,0,0,0,0.37694857,0.320319083,4.209533333,2.52572,30.282,30.7351,68.87186667,57.93728,0.010206537,0.018988094,0,0,0.232422551,0.227930174
2025,Charsadda,29,5.6286,28.2388,80.8734,1953624,300,2,996,0.2,438,3010,3,0,0.395921989,0,2.241987199,15.40726363,0.015356077,2.257343276,12.23879314,0.363427149,6.8429,5.2143,27.3683,29.8189,81.726,77.5083,0.030619611,0,0,0,0,0.37694857,5.895266667,3.65144,28.47533333,30.5336,80.0359,64.55148,0.010206537,0.006123922,0,0,0.25762352,0.253486259
2025,Charsadda,30,1.7714,29.1284,79.3504,1953624,300,2,996,0.2,441,2391,71,0.032505347,0.432756971,0,2.257343276,12.23879314,0.363427149,2.641245194,14.75207102,0.307121534,5.6286,6.8429,28.2388,27.3683,80.8734,81.726,0,0.030619611,0,0,0.395921989,0,4.747633333,4.00572,28.24516667,29.64264,80.64993333,73.36788,0.021041653,0.012624992,0,0,0.27622632,0.305189323
2025,Charsadda,32,6.6571,29.0823,78.2617,1953624,300,2,996,0.2,516,2882,60,0,0,0,2.641245194,14.75207102,0.307121534,2.620770425,13.50822881,0.327596303,1.7714,5.6286,29.1284,28.2388,79.3504,80.8734,0.032505347,0,0,0,0.432756971,0.395921989,4.6857,5.22286,28.8165,28.72734,79.49516667,79.54396,0.010835116,0.012624992,0,0,0.27622632,0.241125506
2025,Charsadda,33,13.9429,28.7748,82.2458,1953624,300,2,996,0.2,512,2639,64,0.026047175,0.372662253,0,2.620770425,13.50822881,0.327596303,2.651482578,13.39561758,0.307121534,6.6571,1.7714,29.0823,29.1284,78.2617,79.3504,0,0.032505347,0,0,0,0.432756971,7.457133333,6.96858,28.99516667,28.51852,79.95263333,80.49146,0.019517507,0.017834427,0,0,0.268473075,0.240268243
2025,Charsadda,34,15.4429,27.4757,81.438,1953624,300,2,996,0.2,518,2617,60,0,0.381542078,0,2.651482578,13.39561758,0.307121534,2.323886275,13.10385212,0.005118692,13.9429,6.6571,28.7748,29.0823,82.2458,78.2617,0.026047175,0,0,0,0.372662253,0,12.0143,8.68858,28.44426667,28.54,80.6485,80.43386,0.008682392,0.011710504,0,0,0.251401444,0.316576658
2025,Charsadda,36,3.1857,27.1844,78.7252,1953624,300,2,996,0.2,454,2560,1,0.039524698,0.344628035,0.015766222,2.323886275,13.10385212,0.005118692,8.450960881,20.73070355,1.238723521,15.4429,13.9429,27.4757,28.7748,81.438,82.2458,0,0.026047175,0,0,0.381542078,0.372662253,10.85716667,8.2,27.81163333,28.32912,80.803,80.00422,0.021857291,0.019615444,0.005255407,0.003153244,0.366277455,0.306317867
2025,Charsadda,37,0.9,28.4757,76.6427,1953624,300,2,996,0.2,1651,4050,242,0,0.292369125,0,8.450960881,20.73070355,1.238723521,2.779449884,12.47425298,0.783159912,3.1857,15.4429,27.1844,27.4757,78.7252,81.438,0.039524698,0,0.015766222,0,0.344628035,0.381542078,6.509533333,8.02572,27.71193333,28.19858,78.9353,79.46268,0.013174899,0.013114375,0.005255407,0.003153244,0.339513079,0.278240298
2025,Charsadda,38,2.9286,27.4001,73.5859,1953624,300,2,996,0.2,543,2437,153,0.035235869,0.271153891,0,2.779449884,12.47425298,0.783159912,2.922773267,11.43515845,0.189391613,0.9,3.1857,28.4757,27.1844,76.6427,78.7252,0,0.039524698,0,0.015766222,0.292369125,0.344628035,2.3381,7.28002,27.68673333,27.86214,76.31793333,78.52752,0.024920189,0.020161548,0.005255407,0.003153244,0.302717017,0.332471077
2025,Charsadda,39,2.5857,26.6448,71.9088,1953624,300,2,996,0.2,571,2234,37,0,0.258571355,0,2.922773267,11.43515845,0.189391613,2.451853581,11.19969861,0.506750531,2.9286,0.9,27.4001,28.4757,73.5859,76.6427,0.035235869,0,0,0,0.271153891,0.292369125,2.1381,5.00858,27.50686667,27.43614,74.0458,76.46012,0.01174529,0.014952113,0,0.003153244,0.274031457,0.309652897
2025,Charsadda,40,4.0571,24.2412,72.289,1953624,300,2,996,0.2,479,2188,99,0.031964882,0.27673288,0,2.451853581,11.19969861,0.506750531,2.344361044,9.745990017,0.762685143,2.5857,2.9286,26.6448,27.4001,71.9088,73.5859,0,0.035235869,0,0,0.258571355,0.271153891,3.190466667,2.73142,26.09536667,26.78924,72.59456667,74.63032,0.02240025,0.02134509,0,0.003153244,0.268819376,0.288691057
2025,Charsadda,41,0.8571,20.187,71.6917,1953624,300,2,996,0.2,458,1904,149,0,0.256079922,0,2.344361044,9.745990017,0.762685143,2.595176963,10.01216201,0.281528073,4.0571,2.5857,24.2412,26.6448,72.289,71.9088,0.031964882,0,0,0,0.27673288,0.258571355,2.499966667,2.2657,23.691,25.38976,71.96316667,73.22362,0.010654961,0.01344015,0,0,0.263794719,0.270981435
2025,Charsadda,42,0,22.243,73.7283,1953624,300,2,996,0.2,507,1956,55,0.056955625,0.256268448,0,2.595176963,10.01216201,0.281528073,2.707788193,9.879076015,0.38902061,0.8571,4.0571,20.187,24.2412,71.6917,72.289,0,0.031964882,0,0,0.256079922,0.27673288,1.638066667,2.0857,22.22373333,24.14322,72.56966667,72.64074,0.029640169,0.024831275,0,0,0.263027083,0.263761299
2025,Charsadda,43,0,20.698,72.5234,1953624,300,2,996,0.2,529,1930,76,0.084583449,0.206805732,0.034521317,2.707788193,9.879076015,0.38902061,2.364835813,9.193171255,0.552818761,0,0.8571,22.243,20.187,73.7283,71.6917,0.056955625,0,0,0,0.256268448,0.256079922,0.2857,1.49998,21.04266667,22.8028,72.6478,72.42824,0.047179692,0.034700791,0.011507106,0.006904263,0.239718034,0.250891667
2024,Chitral Lower,18,0.7429,11.1205,55.5206,336081,1500,1,6458,0.35,3,178,4,0.052895577,0.004307284,0,0.089264195,5.296342251,0.119018927,0.089264195,5.296342251,0.059509463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chitral Lower,19,1.4571,15.5577,43.7133,336081,1500,1,6458,0.35,3,178,2,0.317519427,-0.001753026,0,0.089264195,5.296342251,0.059509463,0.089264195,5.296342251,0.089264195,0.7429,0,11.1205,0,55.5206,0,0.052895577,0,0,0,0.004307284,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Chitral Lower,20,0.6143,17.3318,46.7022,336081,1500,1,6458,0.35,3,178,3,0.440897656,0.015057777,0.197657722,0.089264195,5.296342251,0.089264195,1.487736587,8.093287035,0.357056781,1.4571,0.7429,15.5577,11.1205,43.7133,55.5206,0.317519427,0.052895577,0,0,-0.001753026,0.004307284,0.9381,0,14.67,0,48.64536667,0,0.270437553,0,0.065885907,0,0.005870678,0
2024,Chitral Lower,21,0.1857,20.4533,45.9672,336081,1500,1,6458,0.35,50,272,12,0.32227076,0.018903749,0.21648959,1.487736587,8.093287035,0.357056781,1.279453465,10.74145816,0.357056781,0.6143,1.4571,17.3318,15.5577,46.7022,43.7133,0.440897656,0.317519427,0.197657722,0,0.015057777,-0.001753026,0.752366667,0,17.78093333,0,45.4609,0,0.360229281,0,0.138049104,0,0.010736167,0
2024,Chitral Lower,22,0.0857,20.5973,37.6504,336081,1500,1,6458,0.35,43,361,12,0.365833218,0.028928412,0.2049759,1.279453465,10.74145816,0.357056781,0,0.565339903,0,0.1857,0.6143,20.4533,17.3318,45.9672,46.7022,0.32227076,0.440897656,0.21648959,0.197657722,0.018903749,0.015057777,0.295233333,0.61714,19.4608,17.01212,43.43993333,45.91074,0.376333878,0.299883328,0.206374404,0.123824643,0.020963313,0.013088839
2025,Chitral Lower,18,0,15.6318,37.2094,336081,1500,1,6458,0.35,0,19,0,0.33004808,0.018828801,0.11828622,0,0.565339903,0,0.624849367,21.57218052,0.267792586,0.0857,0.1857,20.5973,20.4533,37.6504,45.9672,0.365833218,0.32227076,0.2049759,0.21648959,0.028928412,0.018903749,0.090466667,0.46856,18.89413333,17.91438,40.27566667,42.2485,0.339384019,0.355313828,0.179917237,0.147481887,0.022220321,0.015993143
