year,district,week_index,avg_rainfall,avg_temperature,avg_humidity,population,elevation_m,river_status,area_sq_km,sanitation_index,malaria_cases,ad_cases,typhoid_cases,flood_inundation,mean_ndvi,stagnant_water,malaria_risk,ad_risk,typhoid_risk,malaria_risk_next_week,ad_risk_next_week,typhoid_risk_next_week,avg_rainfall_lag1,avg_rainfall_lag2,avg_temperature_lag1,avg_temperature_lag2,avg_humidity_lag1,avg_humidity_lag2,flood_inundation_lag1,flood_inundation_lag2,stagnant_water_lag1,stagnant_water_lag2,mean_ndvi_lag1,mean_ndvi_lag2,avg_rainfall_roll3,avg_rainfall_roll5,avg_temperature_roll3,avg_temperature_roll5,avg_humidity_roll3,avg_humidity_roll5,flood_inundation_roll3,flood_inundation_roll5,stagnant_water_roll3,stagnant_water_roll5,mean_ndvi_roll3,mean_ndvi_roll5
2024,Abbottabad,28,2.0286,25.6334,69.7435,1419072,1256,0,1967,0.75,19,1159,17,0.147936411,0.367040708,0.012534012,0.133890317,8.16730934,0.119796599,0.147984035,6.687468994,0.162077752,6.6571,0.9143,25.8801,28.0694,73.8529,50.1756,0.009653465,0.151676863,0.013825316,0.060281971,0.282012734,0,3.2,2.2057,26.52763333,26.95974,64.59066667,52.89592,0.103088913,0.120796549,0.028880433,0.019624876,0.216351147,0.259894894
2024,Abbottabad,29,2.7286,26.7033,66.0073,1419072,1256,0,1967,0.75,21,949,23,0.012338319,0,0.01505189,0.147984035,6.687468994,0.162077752,0.140937176,7.363967438,0.23254634,2.0286,6.6571,25.6334,25.8801,69.7435,73.8529,0.147936411,0.009653465,0.012534012,0.013825316,0.367040708,0.282012734,3.804766667,2.73714,26.07226667,26.69832,69.8679,59.94568,0.056642732,0.083522987,0.013803739,0.022635254,0.216351147,0.197369963
2024,Abbottabad,30,2.9143,26.4206,78.3449,1419072,1256,0,1967,0.75,20,1045,33,0,0,0,0.140937176,7.363967438,0.23254634,0.17617147,6.955249628,0.147984035,2.7286,2.0286,26.7033,25.6334,66.0073,69.7435,0.012338319,0.147936411,0.01505189,0.012534012,0,0.367040708,2.557166667,3.04858,26.25243333,26.54136,71.36523333,67.62484,0.05342491,0.064321012,0.0091953,0.020338638,0.122346903,0.129810688
2024,Abbottabad,31,12.9714,25.1902,86.843,1419072,1256,0,1967,0.75,25,987,21,0.075706918,0,0,0.17617147,6.955249628,0.147984035,0.225499481,10.24613268,0.267780634,2.9143,2.7286,26.4206,26.7033,78.3449,66.0073,0,0.012338319,0,0.01505189,0,0,6.204766667,5.46,26.1047,25.96552,77.06506667,74.95832,0.029348412,0.049127023,0.005017297,0.008282243,0,0.129810688
2024,Abbottabad,32,9.0875,23.9171,89.2687,1419072,1256,0,1967,0.75,32,1454,38,0.00120556,0,0,0.225499481,10.24613268,0.267780634,0.147984035,10.28136698,0.345296081,12.9714,2.9143,25.1902,26.4206,86.843,78.3449,0.075706918,0,0,0,0,0,8.3244,5.94608,25.17596667,25.57292,84.81886667,78.04148,0.025637493,0.047437442,0,0.00551718,0,0.073408142
2024,Abbottabad,33,7.4857,24.0965,85.9488,1419072,1256,0,1967,0.75,21,1459,49,0.091319051,0,0.00047381,0.147984035,10.28136698,0.345296081,0.155030893,8.871995219,0.077515447,9.0875,12.9714,23.9171,25.1902,89.2687,86.843,0.00120556,0.075706918,0,0,0,0,9.8482,7.0375,24.40126667,25.26554,87.3535,81.28254,0.056077176,0.03611397,0.000157937,0.00310514,0,0
2024,Abbottabad,34,2.5857,23.8438,81.954,1419072,1256,0,1967,0.75,22,1259,11,0.000241112,0.465016383,0,0.155030893,8.871995219,0.077515447,0.303014928,7.215983403,0.28892121,7.4857,9.0875,24.0965,23.9171,85.9488,89.2687,0.091319051,0.00120556,0.00047381,0,0,0,6.3863,7.00892,23.95246667,24.69364,85.72383333,84.47188,0.030921908,0.033694528,0.000157937,9.48E-05,0.155005461,0.093003277
2024,Abbottabad,35,12.6444,23.5303,81.1787,1419072,1256,0,1967,0.75,43,1024,41,0,0,0,0.303014928,7.215983403,0.28892121,0.17617147,5.2499098,0.310061787,2.5857,7.4857,23.8438,24.0965,81.954,85.9488,0.000241112,0.091319051,0,0.00047381,0.465016383,0,7.571933333,8.95494,23.82353333,24.11558,83.02716667,85.03864,0.030520054,0.033694528,0.000157937,9.48E-05,0.155005461,0.093003277
2024,Abbottabad,36,5.7714,22.4667,85.0025,1419072,1256,0,1967,0.75,25,745,44,0.055914834,0,0,0.17617147,5.2499098,0.310061787,0.155030893,4.390193028,0.260733775,12.6444,2.5857,23.5303,23.8438,81.1787,81.954,0,0.000241112,0,0,0,0.465016383,7.0005,7.51494,23.28026667,23.57088,82.71173333,84.67054,0.018718649,0.029736111,0,9.48E-05,0.155005461,0.093003277
2024,Abbottabad,37,3.0154,22.9028,78.0351,1419072,1256,0,1967,0.75,22,623,37,0.08821865,0.480677294,0,0.155030893,4.390193028,0.260733775,0.183218329,4.911660578,0.119796599,5.7714,12.6444,22.4667,23.5303,85.0025,81.1787,0.055914834,0,0,0,0,0,7.143733333,6.30052,22.9666,23.36802,81.40543333,82.42382,0.048044494,0.047138729,0,9.48E-05,0.160225765,0.189138736
2024,Abbottabad,38,0,24.2828,61.5044,1419072,1256,0,1967,0.75,26,697,17,0.130664403,0.458201074,0.038097687,0.183218329,4.911660578,0.119796599,0.014093718,4.538177062,0.077515447,3.0154,5.7714,22.9028,22.4667,78.0351,85.0025,0.08821865,0.055914834,0,0,0.480677294,0,2.928933333,4.80338,23.21743333,23.40528,74.84733333,77.53494,0.091599295,0.0550078,0.012699229,0.007619537,0.312959456,0.28077895
2024,Abbottabad,39,3.6143,23.2851,74.9441,1419072,1256,0,1967,0.75,2,644,11,0.002852214,0,0.00510919,0.014093718,4.538177062,0.077515447,0.169124611,3.819397465,0.035234294,0,3.0154,24.2828,22.9028,61.5044,78.0351,0.130664403,0.08821865,0.038097687,0,0.458201074,0.480677294,2.2099,5.0091,23.49023333,23.29354,71.49453333,76.13296,0.073911755,0.05553002,0.014402292,0.008641375,0.312959456,0.187775674
2024,Abbottabad,40,0.1625,22.4983,57.2492,1419072,1256,0,1967,0.75,24,542,5,0.119860308,0.418563554,0.004638805,0.169124611,3.819397465,0.035234294,0.007046859,3.424773373,0.070468588,3.6143,0,23.2851,24.2828,74.9441,61.5044,0.002852214,0.130664403,0.00510919,0.038097687,0,0.458201074,1.258933333,2.51272,23.3554,23.08714,64.5659,71.34706,0.084458975,0.079502082,0.015948561,0.009569136,0.292254876,0.271488385
2024,Abbottabad,41,1.1143,19.7137,56.4356,1419072,1256,0,1967,0.75,1,486,10,0.00478442,0.398661721,0.0050876,0.007046859,3.424773373,0.070468588,0.014093718,3.164039598,0.183218329,0.1625,3.6143,22.4983,23.2851,57.2492,74.9441,0.119860308,0.002852214,0.004638805,0.00510919,0.418563554,0,1.630366667,1.5813,21.83236667,22.53654,62.8763,65.63368,0.042498981,0.069275999,0.004945198,0.010586656,0.272408425,0.351220729
2024,Abbottabad,42,0,20.545,49.9082,1419072,1256,0,1967,0.75,2,449,26,0,0.369676963,0,0.014093718,3.164039598,0.183218329,0.021140576,3.079477292,0.162077752,1.1143,0.1625,19.7137,22.4983,56.4356,57.2492,0.00478442,0.119860308,0.0050876,0.004638805,0.398661721,0.418563554,0.4256,0.97822,20.919,22.06498,54.531,60.0083,0.041548243,0.051632269,0.003242135,0.010586656,0.395634079,0.329020662
2024,Abbottabad,43,0.0143,19.9301,54.2137,1419072,1256,0,1967,0.75,3,437,23,0.168631332,0.333174381,0,0.021140576,3.079477292,0.162077752,0.021140576,2.536869165,0.140937176,0,1.1143,20.545,19.7137,49.9082,56.4356,0,0.00478442,0,0.0050876,0.369676963,0.398661721,0.3762,0.98108,20.06293333,21.19444,53.51916667,58.55016,0.057805251,0.059225655,0.001695867,0.002967119,0.367171021,0.304015324
2024,Abbottabad,44,0.0143,19.3384,60.4715,1419072,1256,0,1967,0.75,3,360,20,0.019508803,0.344733722,0.020385765,0.021140576,2.536869165,0.140937176,0,0,0,0.0143,0,19.9301,20.545,54.2137,49.9082,0.168631332,0,0,0,0.333174381,0.369676963,0.009533333,0.26108,19.93783333,20.4051,54.86446667,55.65564,0.062713378,0.062556972,0.006795255,0.006022434,0.349195022,0.372962068
2025,Abbottabad,18,1.4286,22.8929,47.1838,1611498,1256,0,1967,0.75,0,0,0,0,0,0,0,0,0,0,6.143352334,0.341297352,0.0143,0.0143,19.3384,19.9301,60.4715,54.2137,0.019508803,0.168631332,0.020385765,0,0.344733722,0.333174381,0.485733333,0.5143,20.72046667,20.48402,53.95633333,53.64256,0.062713378,0.038584911,0.006795255,0.005094673,0.225969368,0.289249357
2025,Abbottabad,19,1.4286,22.8929,47.1838,1611498,1256,0,1967,0.75,0,990,55,0.126070408,0.345498879,0,0,6.143352334,0.341297352,0,6.763892974,0.372324384,1.4286,0.0143,22.8929,19.3384,47.1838,60.4715,0,0.019508803,0,0.020385765,0,0.344733722,0.957166667,0.57716,21.70806667,21.11986,51.61303333,51.7922,0.048526403,0.062842108,0.006795255,0.004077153,0.230077534,0.278616789
