year,district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
2026,Lakki Marwat,6,12.1667,66.294,0
2026,Malakand,6,11.7476,54.6442,0.3286
2026,Mansehra,6,6.9399,62.6418,1.2571
2026,Mardan,6,10.7042,74.2265,0.3
2026,Mohmand,6,11.7476,54.6442,0.3286
2026,North Waziristan,6,-4.0899,61.8872,0.0286
2026,Nowshera,6,11.4905,63.2736,0.3286
2026,Orakzai,6,8.422,52.9636,0.2
2026,Peshawar,6,11.9429,63.4576,0.0143
2026,SD Tank,6,13.5164,56.985,0
2026,Shangla,6,2.125,47.5477,0.0286
2026,South Waziristan (Lower),6,9.7905,49.7862,0.2
2026,SWU,6,9.7905,49.7862,0.2
2026,Swabi,6,10.3196,77.915,2.0857
2026,Swat,6,9.0699,55.2781,1.0857
2026,Tank,6,13.5164,56.985,0
2026,Tor Ghar,6,10.4817,70.2955,3.6429
2026,Upper Kurram,6,-1.1163,64.1128,0.2429
