Year,District,week_index,Avg_rainfall,Avg_Temperature,Avg_Humidity,Population,Elevation_m,River_Status,Area_sq_km,Sanitation_Index,Malaria_cases,AD_cases,Typhoid_cases
2025,Hangu,24,0.0286,33.1175,22.0956,627433,900,0,1097,0.2,69,200,3
2025,Haripur,24,0,32.5083,33.2712,1212553,605,2,1725,0.65,19,1376,3
2025,Karak,24,0,35.8691,19.5139,853502,500,0,3372,0.2,137,508,21
2025,Khyber,24,0.0143,33.3778,22.2699,1193210,1000,0,2576,0.2,210,540,57
2025,Kohat,24,0,35.8349,21.1729,1200463,500,0,2545,0.65,67,796,0
2025,Kohistan Lower,24,1.5571,6.2437,64.75,244203,1500,2,1200,0.2,0,124,0
2025,Kohistan Upper,24,1.5571,6.2437,64.75,369931,2500,2,4000,0.2,7,383,0
2025,Kolai Palas,24,1.5571,6.2437,64.75,331246,,,,,3,91,1
2025,L & C Kurram,24,1.9143,21.3065,33.7844,604463,,,,,0,1,0
2025,Lakki Marwat,24,0,35.3611,25.9977,1059019,250,1,3164,0.2,252,745,0
2025,Malakand,24,0,32.9492,26.1285,870427,700,1,952,0.2,23,956,0
2025,Mansehra,24,0.0143,28.2591,36.0842,1881089,1000,0,4579,0.2,0,1095,0
2025,Mardan,24,0,32.1487,40.4302,2868781,300,0,1632,0.65,93,911,41
2025,Mohmand,24,0,32.9492,26.1285,563359,600,0,2296,0.2,139,210,0
2025,North Waziristan,24,4.3857,16.7273,43.5698,656447,1000,1,4707,0.2,103,83,26
2025,Nowshera,24,0,34.9537,30.5547,1835149,280,2,1748,0.65,152,2558,6
2025,Orakzai,24,0.5714,31.607,22.8646,307067,1200,0,1538,0.2,19,105,0
2025,Peshawar,24,0,36.5969,23.5444,5160904,330,0,1257,0.75,24,3341,24
2025,SD Tank,24,0,36.4672,20.8032,604463,,,,,8,17,2
2025,Shangla,24,2.1,22.1113,38.8886,915157,2000,2,1586,0.35,169,1617,7
2025,South Waziristan (Lower),24,0.0429,32.4024,18.2092,820861,,,,,159,44,6
2025,SWU,24,0.0429,32.4024,18.2092,604463,,,,,4,21,0
2025,Swabi,24,0,30.622,47.8622,1963296,340,2,1543,0.65,45,1617,38
2025,Swat,24,0,28.9004,36.2397,2791410,980,1,5337,0.35,12,4587,97
2025,Tank,24,0,36.4672,20.8032,472690,250,0,1679,0.2,83,416,9
2025,Tor Ghar,24,0,32.2025,38.9777,206726,,,,,36,117,5
2025,Upper Kurram,24,1.9143,21.3065,33.7844,748325,,,,,18,214,3
2025,Badin,25,0.3143,33.2195,62.154,2182111,9,1,6726,0.35,3617,3470,96
2025,Dadu,25,0,38.0643,40.489,1873835,40,2,19070,0.35,3045,3032,115
2025,Ghotki,25,0,37.4924,40.6085,1989892,72,1,6083,0.35,2742,1558,0
2025,Hyderabad,25,0,33.9149,57.3085,2659637,20,2,993,0.75,883,2513,10
2025,Jacobabad,25,0,39.2631,33.4808,1216179,55,0,2686,0.35,553,736,23
2025,Jamshoro,25,0,34.0367,56.7389,1200463,33,2,11204,0.35,1475,1698,17
2025,Kamber,25,0,39.2881,34.5967,1621170,50,0,5599,0.2,3401,2112,23
2025,Central,25,1.1143,31.0535,74.5777,3591719,10,0,69,0.95,27,1235,101
2025,East,25,0.7,30.7021,77.8059,3514347,10,0,165,0.95,44,292,17
2025,Keamari,25,1.6429,30.676,78.2377,2215961,2,0,559,0.2,6,724,6
2025,Korangi,25,1.4857,30.6841,78.2162,2970331,8,0,95,0.2,80,346,4
2025,Malir,25,0.6429,31.1095,74.7264,2428732,20,0,2268,0.75,225,1773,33
2025,South,25,0.8857,31.0101,72.6784,2166395,4,0,122,0.95,181,6046,381
2025,West,25,1.1143,31.2031,74.3331,4732945,15,0,929,0.75,337,790,26
2025,Kashmore,25,0,37.3977,40.5632,1316520,60,2,2592,0.35,2019,516,20
2025,Khairpur,25,0,38.1727,38.5856,2908676,53,2,15910,0.5,4653,3150,241
2025,Larkana,25,0,39.0893,35.634,1842403,48,2,1906,0.5,4606,2102,6
2025,Matiari,25,0,34.9856,51.8848,930873,25,2,1417,0.2,2524,1852,4
2025,Mirpurkhas,25,0,35.0598,52.1142,1820642,16,0,2925,0.5,2546,3500,13
2025,Naushero Feroze,25,0,37.7796,41.0296,1948788,38,2,2945,0.2,1224,1103,116
2025,Sanghar,25,0,33.904,59.405,2486760,16,1,10608,0.2,4460,1973,47
2025,Shaheed Benazirabad,25,0,36.7141,45.5099,1949997,30,2,4502,0.5,2063,1824,91
2025,Shikarpur,25,0,38.6162,36.5271,1488188,52,1,2512,0.35,1770,1270,6
2025,Sindh Labs,25,,,,0,,,,,19,171,0
2025,Sujawal,25,0.2429,32.0244,68.8384,945380,,,,,1033,2619,5
2025,Sukkur,25,0,38.0199,38.6042,1798882,65,2,5165,0.75,1742,1379,4
2025,Tando Allahyar,25,0,34.6515,53.7962,1011871,18,0,2343,0.2,1903,1907,5
2025,Tando Muhammad Khan,25,0.4571,33.6939,59.9303,818443,14,2,1733,0.2,943,1255,0
2025,Tharparkar,25,0.7429,32.512,65.9387,1994728,56,0,19638,0.35,2272,1728,19
2025,Thatta,25,0.0857,32.1408,67.9417,1184747,10,2,17355,0.35,1333,1528,2
2025,Umerkot,25,0.4714,34.4586,55.444,1297177,12,0,5608,0.35,0,0,0
2025,Barkhan,25,0.0429,33.581,35.2647,206726,1100,0,3514,0.2,66,108,26
2025,Chagai,25,0,36.3869,9.1813,273217,919,0,44748,0.2,44,107,14
2025,Dera Bugti,25,0.0143,35.3416,39.0171,378394,250,0,10160,0.2,32,58,0
2025,Gwadar,25,0,28.542,91.8382,317947,12,0,12637,0.35,129,308,7
2025,Hub,25,0.2143,31.2011,72.2402,461810,,,,,94,183,3
2025,Jhal Magsi,25,,,,180130,60,0,3615,0.2,232,222,3
2025,Kachhi (Bolan),25,0,34.5149,28.9195,417079,,,,,61,136,16
2025,Kalat,25,0,26.5422,17.2406,498077,2000,0,7654,0.2,74,77,17
2025,Kharan,25,0,36.7952,12.318,188592,700,0,14958,0.2,48,209,8
2025,Khuzdar,25,0,32.4386,27.4084,969559,1237,0,35380,0.2,19,35,3
2025,Killa Abdullah,25,0,32.0165,10.5509,915157,1500,0,3553,0.2,8,97,11
2025,Killa Saifullah,25,0,30.1537,27.9726,413453,1500,0,6831,0.2,226,195,9
2025,Kohlu,25,0.0714,31.7779,37.528,258710,1000,0,7610,0.2,42,47,13
2025,Lasbella,25,1.5286,29.9496,77.6596,697550,,,,,211,442,10
2025,Loralai,25,0,30.3407,32.3484,479944,1400,0,3785,0.2,48,267,9
2025,Mastung,25,0,28.6054,18.7965,321574,1700,0,3308,0.2,88,165,6
2025,MusaKhel,25,0,30.3195,35.82,201891,,,,,123,52,3
2025,Naseerabad,25,0,39.4605,33.6263,592374,,,,,137,356,61
2025,Quetta,25,0,28.8647,21.2127,2751515,1680,0,3447,0.75,9,104,2
2025,Sibi,25,0,39.22,28.289,163205,130,0,7121,0.2,37,174,2
2025,Sohbat pur,25,0,39.1506,34.4764,241785,,,,,128,274,18
2025,Surab,25,0,27.2964,20.2758,0,,,,,6,7,0
2025,Usta Muhammad,25,0,39.6368,32.3888,314321,,,,,172,531,11
2025,Zhob,25,0,30.7605,32.4986,374767,1400,0,20297,0.2,85,279,16
2025,Abbottabad,25,2.4143,27.2572,58.099,1611498,1256,0,1967,0.75,0,1375,9
2025,Bajaur,25,1.9429,27.6,47.8652,1321356,900,0,1290,0.2,256,772,82
2025,Bannu,25,0.1857,35.466,36.6645,1410816,312,1,1227,0.2,1407,852,3
2025,Battagram,25,2.9571,27.226,62.1813,575449,1036,0,1301,0.2,58,458,11
2025,Buner,25,5.3429,29.9211,55.5493,1084406,700,0,1865,0.35,487,495,13
2025,Charsadda,25,0.5714,33.6588,47.3813,1953624,300,2,996,0.2,327,2540,20
2025,Chitral Lower,25,0.0143,25.8896,43.0191,336081,1500,1,6458,0.35,21,1136,16
2025,Chitral Upper,25,0.0143,25.8896,43.0191,204308,2500,1,8392,0.2,11,216,3
2025,D.I. Khan,25,0.0714,36.4451,39.5618,2050338,,,,,299,1617,43
2025,Dir Lower,25,2.3571,34.3961,46.1554,1734809,800,1,1583,0.35,197,1850,29
2025,Dir Upper,25,0.4571,24.7027,56.6611,1143644,1200,1,3699,0.35,32,2289,25
2025,Hangu,25,0.5143,32.3982,38.8697,627433,900,0,1097,0.2,101,242,5
2025,Haripur,25,4.7,32.0821,51.7681,1212553,605,2,1725,0.65,21,1428,19
2025,Karak,25,0.1857,33.9717,38.5812,853502,500,0,3372,0.2,190,612,38
2025,Khyber,25,0.1714,32.5909,39.497,1193210,1000,0,2576,0.2,315,767,37
2025,Kohat,25,0.4286,33.9477,39.8113,1200463,500,0,2545,0.65,105,890,44
2025,Kohistan Lower,25,1.2429,8.0416,67.9084,244203,1500,2,1200,0.2,5,148,1
2025,Kohistan Upper,25,1.2429,8.0416,67.9084,369931,2500,2,4000,0.2,15,317,0
2025,Kolai Palas,25,1.2429,8.0416,67.9084,331246,,,,,4,99,6
2025,L & C Kurram,25,0.6143,21.4518,49.6347,604463,,,,,7,2,0
2025,Lakki Marwat,25,0,35.3578,39.0882,1059019,250,1,3164,0.2,311,904,77
2025,Malakand,25,3.4429,31.359,48.2061,870427,700,1,952,0.2,35,715,0
2025,Mansehra,25,2.5429,28.0651,55.4736,1881089,1000,0,4579,0.2,0,1381,0
2025,Mardan,25,1.3857,32.6746,52.2963,2868781,300,0,1632,0.65,176,1104,9
2025,Mohmand,25,3.4429,31.359,48.2061,563359,600,0,2296,0.2,213,187,9
2025,North Waziristan,25,1.3857,17.4744,53.1344,656447,1000,1,4707,0.2,77,83,4
2025,Nowshera,25,2.3571,34.4546,46.1697,1835149,280,2,1748,0.65,139,3062,40
2025,Orakzai,25,0.7286,30.9593,40.2272,307067,1200,0,1538,0.2,28,165,7
2025,Peshawar,25,0.0286,35.6534,38.7115,5160904,330,0,1257,0.75,35,4958,9
2025,SD Tank,25,0,35.4172,38.986,604463,,,,,8,16,0
2025,Shangla,25,3.1571,21.4235,63.0698,915157,2000,2,1586,0.35,383,1204,60
2025,South Waziristan (Lower),25,0,31.7372,36.7651,820861,,,,,33,65,0
2025,SWU,25,0,31.7372,36.7651,604463,,,,,44,73,0
2025,Swabi,25,2.8143,31.6173,57.0004,1963296,340,2,1543,0.65,62,1827,200
2025,Swat,25,3.8,28.7682,56.3335,2791410,980,1,5337,0.35,44,4183,60
2025,Tank,25,0,35.4172,38.986,472690,250,0,1679,0.2,251,498,1
2025,Tor Ghar,25,7.4143,31.9906,53.4871,206726,,,,,35,108,15
2025,Upper Kurram,25,0.6143,21.4518,49.6347,748325,,,,,14,231,9
2025,Badin,27,1.3143,30.9273,73.7284,2182111,9,1,6726,0.35,2789,3064,117
2025,Dadu,27,0.0143,35.9024,51.9239,1873835,40,2,19070,0.35,2751,2321,436
2025,Ghotki,27,0.0143,35.1165,55.7344,1989892,72,1,6083,0.35,2563,1252,167
2025,Hyderabad,27,0.0857,32.0807,68.3467,2659637,20,2,993,0.75,752,2455,49
2025,Jacobabad,27,0,36.7494,48.9369,1216179,55,0,2686,0.35,404,534,185
2025,Jamshoro,27,0.1143,32.2632,67.5776,1200463,33,2,11204,0.35,1449,1681,77
2025,Kamber,27,0.0143,37.1045,47.626,1621170,50,0,5599,0.2,2204,1715,153
2025,Central,27,0.5,30.3273,77.5182,3591719,10,0,69,0.95,21,993,14
2025,East,27,0.4571,29.9855,80.2398,3514347,10,0,165,0.95,39,294,5
2025,Keamari,27,0.7143,30.2008,79.2914,2215961,2,0,559,0.2,11,586,0
2025,Korangi,27,0.6286,30.177,79.2032,2970331,8,0,95,0.2,70,283,0
2025,Malir,27,0.4143,30.1753,79.2008,2428732,20,0,2268,0.75,177,1485,48
2025,South,27,0.9286,30.0914,77.7295,2166395,4,0,122,0.95,209,4549,180
2025,West,27,0.4857,30.529,76.6782,4732945,15,0,929,0.75,252,743,67
2025,Kashmore,27,0.0571,35.2134,55.4346,1316520,60,2,2592,0.35,1654,383,28
2025,Khairpur,27,0.0286,35.9379,51.9935,2908676,53,2,15910,0.5,3310,3021,200
2025,Larkana,27,0,36.9893,48.1181,1842403,48,2,1906,0.5,3767,1647,37
2025,Matiari,27,0.1143,32.4157,66.6911,930873,25,2,1417,0.2,2122,1779,52
2025,Mirpurkhas,27,0.1571,31.9878,69.0125,1820642,16,0,2925,0.5,2173,3258,107
2025,Naushero Feroze,27,0,35.5364,53.2627,1948788,38,2,2945,0.2,1305,1133,186
2025,Sanghar,27,0.8429,31.148,74.7282,2486760,16,1,10608,0.2,3530,2107,147
2025,Shaheed Benazirabad,27,0.0143,34.4358,57.9967,1949997,30,2,4502,0.5,1895,1676,112
2025,Shikarpur,27,0,36.4078,49.9641,1488188,52,1,2512,0.35,1247,1067,132
2025,Sujawal,27,1.0714,30.6929,75.7359,945380,,,,,827,1320,33
2025,Sukkur,27,0.0143,35.3827,54.0442,1798882,65,2,5165,0.75,1428,1189,86
2025,Tando Allahyar,27,0.5143,32.0328,68.7139,1011871,18,0,2343,0.2,1703,1579,51
2025,Tando Muhammad Khan,27,2.0714,31.3972,71.8161,818443,14,2,1733,0.2,705,1174,14
2025,Tharparkar,27,4.2,29.3251,83.381,1994728,56,0,19638,0.35,1757,1559,0
2025,Thatta,27,0.7,30.798,74.8558,1184747,10,2,17355,0.35,895,1116,71
2025,Umerkot,27,2.5429,31.4675,70.6824,1297177,12,0,5608,0.35,1432,1497,0
2025,Barkhan,27,1.1571,32.278,52.4365,206726,1100,0,3514,0.2,27,27,6
2025,Dera Bugti,27,0,33.1865,58.8213,378394,250,0,10160,0.2,64,61,0
2025,Gwadar,27,0,28.6592,87.8602,317947,12,0,12637,0.35,114,420,23
2025,Hub,27,0.6143,30.4082,75.7083,461810,,,,,38,98,0
2025,Jhal Magsi,27,,,,180130,60,0,3615,0.2,178,116,22
2025,Kachhi (Bolan),27,0,33.7188,46.5014,417079,,,,,53,140,12
2025,Kalat,27,0.0714,27.3119,42.2364,498077,2000,0,7654,0.2,42,41,21
2025,Kharan,27,0,37.3744,29.2487,188592,700,0,14958,0.2,62,172,5
2025,Khuzdar,27,0.1286,31.0517,51.1042,969559,1237,0,35380,0.2,42,84,10
2025,Killa Abdullah,27,0,34.3204,20.7385,915157,1500,0,3553,0.2,7,67,13
2025,Killa Saifullah,27,0.0143,29.9031,48.1773,413453,1500,0,6831,0.2,205,211,32
2025,Kohlu,27,1,30.5824,55.6522,258710,1000,0,7610,0.2,75,128,20
2025,Lasbella,27,1.1286,29.1544,80.8473,697550,,,,,179,424,10
2025,Loralai,27,0.1,29.4156,52.8764,479944,1400,0,3785,0.2,61,292,9
2025,Naseerabad,27,0.0143,37.1408,47.6465,592374,,,,,67,260,34
2025,Panjgur,27,0.0714,30.9531,50.4973,382021,900,0,16891,0.2,124,153,0
2025,Pishin,27,0,31.0486,39.3527,889769,1550,0,6218,0.2,54,518,32
2025,Quetta,27,0,29.4028,47.0407,2751515,1680,0,3447,0.75,13,515,27
2025,Sibi,27,0,38.4932,41.2251,163205,130,0,7121,0.2,22,9,0
2025,Sohbat pur,27,0,36.7336,48.8638,241785,,,,,72,283,18
2025,Surab,27,0.1571,26.4279,50.0374,0,,,,,0,7,0
2025,Usta Muhammad,27,0,37.4466,46.4643,314321,,,,,113,532,9
2025,Washuk,27,0.8857,28.8271,48.5542,212771,700,0,33093,0.2,88,164,2
2025,Zhob,27,0.2,31.1033,47.3148,374767,1400,0,20297,0.2,64,208,13
2025,Abbottabad,27,11.7143,25.1863,84.082,1611498,1256,0,1967,0.75,0,1420,20
2025,Bajaur,27,9.8571,25.9214,71.9587,1321356,900,0,1290,0.2,283,895,17
2025,Bannu,27,2.3143,33.7743,58.0959,1410816,312,1,1227,0.2,1200,943,83
2025,Battagram,27,4.4571,26.8308,79.455,575449,1036,0,1301,0.2,34,611,11
2025,Buner,27,14.9143,27.9818,78.9465,1084406,700,0,1865,0.35,130,240,4
2025,Charsadda,27,5.2143,29.8189,77.5083,1953624,300,2,996,0.2,316,2592,72
2025,Chitral Lower,27,0,28.9669,47.0153,336081,1500,1,6458,0.35,12,1058,3
2025,Chitral Upper,27,0,28.9669,47.0153,204308,2500,1,8392,0.2,8,176,11
2025,D.I. Khan,27,1.4714,35.3746,55.9579,2050338,,,,,240,1397,43
2025,Dir Lower,27,8.1429,30.9429,73.8508,1734809,800,1,1583,0.35,241,2032,30
2025,Dir Upper,27,1.4286,25.3476,70.9308,1143644,1200,1,3699,0.35,12,1077,8
2025,Hangu,27,2.3857,29.7277,68.4213,627433,900,0,1097,0.2,35,9,3
2025,Haripur,27,9.5143,29.2872,77.1264,1212553,605,2,1725,0.65,0,1061,1
2025,Karak,27,3.8143,31.7066,63.5389,853502,500,0,3372,0.2,122,416,4
2025,Khyber,27,4.1857,28.0859,76.0054,1193210,1000,0,2576,0.2,280,527,36
2025,Kohat,27,2.7857,31.065,66.8564,1200463,500,0,2545,0.65,100,595,16
2025,Kohistan Lower,27,1.0286,11.4056,67.4065,244203,1500,2,1200,0.2,1,170,0
2025,Kohistan Upper,27,1.0286,11.4056,67.4065,369931,2500,2,4000,0.2,10,331,3
2025,Kolai Palas,27,1.0286,11.4056,67.4065,331246,,,,,4,108,6
2025,L & C Kurram,27,1.1571,21.3946,76.406,604463,,,,,7,6,0
2025,Lakki Marwat,27,1.2714,34.0861,58.8011,1059019,250,1,3164,0.2,295,745,13
2025,Malakand,27,8.7857,28.4195,73.8148,870427,700,1,952,0.2,23,658,0
2025,Mansehra,27,10.9143,26.2142,79.5436,1881089,1000,0,4579,0.2,0,1151,5
2025,Mardan,27,11.1429,29.6948,77.5476,2868781,300,0,1632,0.65,51,1080,13
2025,Mohmand,27,8.7857,28.4195,73.8148,563359,600,0,2296,0.2,213,187,9
2025,North Waziristan,27,0.5,18.9544,74.7522,656447,1000,1,4707,0.2,77,83,8
2025,Nowshera,27,8.1429,31.0014,73.8597,1835149,280,2,1748,0.65,139,3062,22
2025,Orakzai,27,2.7714,28.7004,68.9563,307067,1200,0,1538,0.2,19,165,0
2025,Peshawar,27,5.1286,29.6987,78.6875,5160904,330,0,1257,0.75,35,4958,9
2025,SD Tank,27,1.5,34.5946,56.6414,604463,,,,,8,16,0
2025,Shangla,27,4.9429,20.6675,84.0932,915157,2000,2,1586,0.35,338,2134,15
2025,South Waziristan (Lower),27,0.0571,30.9488,58.3406,820861,,,,,130,72,7
2025,SWU,27,0.0571,30.9488,58.3406,604463,,,,,44,53,0
2025,Swabi,27,20.1429,29.9328,74.6906,1963296,340,2,1543,0.65,51,1677,46
2025,Swat,27,11.3,27.3465,79.3758,2791410,980,1,5337,0.35,44,4183,60
2025,Tank,27,1.5,34.5946,56.6414,472690,250,0,1679,0.2,118,416,0
2025,Tor Ghar,27,14.4,29.5225,75.8032,206726,,,,,45,108,2
2025,Upper Kurram,27,1.1571,21.3946,76.406,748325,,,,,14,231,6
2025,Badin,28,0,31.2145,69.6261,2182111,9,1,6726,0.35,3519,4159,188
2025,Dadu,28,0,35.3923,51.047,1873835,40,2,19070,0.35,3334,2805,427
2025,Ghotki,28,0.1286,34.068,55.2404,1989892,72,1,6083,0.35,3121,1696,232
2025,Hyderabad,28,0.0286,32.3018,63.634,2659637,20,2,993,0.75,755,3196,65
2025,Jacobabad,28,0.7857,34.7417,51.9399,1216179,55,0,2686,0.35,403,679,184
2025,Jamshoro,28,0.1429,32.4596,63.2053,1200463,33,2,11204,0.35,2104,2042,72
2025,Kamber,28,0,35.5687,49.407,1621170,50,0,5599,0.2,2736,1975,173
2025,Central,28,0.4286,30.3556,71.8927,3591719,10,0,69,0.95,17,1359,23
2025,East,28,0.2429,30.0462,74.2972,3514347,10,0,165,0.95,36,306,4
2025,Keamari,28,0.4,29.9799,75.1242,2215961,2,0,559,0.2,5,692,2
2025,Korangi,28,0.4,30.0856,74.3308,2970331,8,0,95,0.2,80,397,1
2025,Malir,28,0.1143,30.4449,71.8336,2428732,20,0,2268,0.75,216,2030,60
2025,South,28,0.1714,29.6575,75.9343,2166395,4,0,122,0.95,205,6521,165
2025,West,28,0.4429,30.2953,73.028,4732945,15,0,929,0.75,276,871,79
2025,Kashmore,28,0.0857,33.8986,55.3568,1316520,60,2,2592,0.35,1752,485,87
2025,Khairpur,28,0.0286,35.5632,48.9999,2908676,53,2,15910,0.5,5062,3897,249
2025,Larkana,28,0.0143,35.9226,48.003,1842403,48,2,1906,0.5,4634,1924,36
2025,Matiari,28,0,32.7773,61.6441,930873,25,2,1417,0.2,2760,2352,58
2025,Mirpurkhas,28,0,32.1289,65.0632,1820642,16,0,2925,0.5,2842,5019,145
2025,Naushero Feroze,28,0,34.8849,52.6582,1948788,38,2,2945,0.2,1340,1164,216
2025,Sanghar,28,0.0286,32.192,65.3426,2486760,16,1,10608,0.2,4563,2629,154
2025,Shaheed Benazirabad,28,0,34.3715,55.7638,1949997,30,2,4502,0.5,1873,2052,138
2025,Shikarpur,28,0.0571,35.0689,50.3256,1488188,52,1,2512,0.35,1802,1227,130
2025,Sujawal,28,0.0429,30.5286,73.2031,945380,,,,,348,2308,60
2025,Sukkur,28,0.0429,35.0152,50.2398,1798882,65,2,5165,0.75,2050,1546,91
2025,Tando Allahyar,28,0.0143,31.9932,65.2383,1011871,18,0,2343,0.2,2268,2168,60
2025,Tando Muhammad Khan,28,0.0143,31.6761,66.8579,818443,14,2,1733,0.2,1292,1879,12
2025,Tharparkar,28,0.1286,30.2885,75.6815,1994728,56,0,19638,0.35,2689,2437,5
2025,Thatta,28,0.0857,30.5203,72.8192,1184747,10,2,17355,0.35,1607,1848,84
2025,Umerkot,28,0.0286,32.4667,62.6172,1297177,12,0,5608,0.35,2211,2128,0
2025,Barkhan,28,4.4286,29.2369,58.1339,206726,1100,0,3514,0.2,78,97,12
2025,Chagai,28,0,34.8206,13.8338,273217,919,0,44748,0.2,68,148,0
2025,Dera Bugti,28,0.8571,31.163,59.7075,378394,250,0,10160,0.2,76,94,0
2025,Gwadar,28,0,28.7056,87.2768,317947,12,0,12637,0.35,118,664,5
2025,Harnai,28,,,,0,,,,,69,44,0
2025,Hub,28,0.0286,30.1668,72.28,461810,,,,,131,332,0
2025,Jaffarabad,28,,,,621388,55,1,1643,0.2,251,281,0
2025,Jhal Magsi,28,,,,180130,60,0,3615,0.2,301,243,0
2025,Kachhi (Bolan),28,1.0857,30.7197,50.9544,417079,,,,,47,135,3
2025,Kalat,28,0,24.7655,34.688,498077,2000,0,7654,0.2,35,53,0
2025,Kech (Turbat),28,,,,1098914,,,,,242,421,0
2025,Kharan,28,0,35.2988,23.2003,188592,700,0,14958,0.2,45,243,0
2025,Khuzdar,28,0.0571,28.2755,52.459,969559,1237,0,35380,0.2,120,113,3
2025,Killa Abdullah,28,0,31.2594,16.3082,915157,1500,0,3553,0.2,16,164,41
2025,Killa Saifullah,28,0.3286,26.9121,51.9442,413453,1500,0,6831,0.2,217,242,2
2025,Kohlu,28,5.3143,26.7972,65.4857,258710,1000,0,7610,0.2,144,227,0
2025,Lasbella,28,0.8714,28.5329,81.4227,697550,,,,,232,509,0
2025,Loralai,28,1.3571,26.7302,55.8025,479944,1400,0,3785,0.2,68,368,4
2025,Mastung,28,0.1286,26.7337,43.3375,321574,1700,0,3308,0.2,55,183,0
2025,MusaKhel,28,4.0571,25.7591,61.9334,201891,,,,,158,54,13
2025,Naseerabad,28,0.0143,35.0099,52.5629,592374,,,,,121,301,1
2025,Nushki,28,0,33.6229,17.9762,0,900,0,5797,0.2,16,159,0
2025,Panjgur,28,0,31.3757,39.7571,382021,900,0,16891,0.2,141,152,45
2025,Pishin,28,0,28.5667,34.2747,889769,1550,0,6218,0.2,51,768,21
2025,Quetta,28,0,27.0578,45.2838,2751515,1680,0,3447,0.75,17,884,4
2025,Sibi,28,0.7714,35.1251,47.778,163205,130,0,7121,0.2,190,402,19
2025,Sohbat pur,28,0.2714,34.6541,53.2544,241785,,,,,110,231,0
2025,Surab,28,0.3,24.1119,49.9132,0,,,,,9,13,0
2025,Usta Muhammad,28,0.0286,34.8758,52.5522,314321,,,,,165,636,0
2025,Washuk,28,0,27.7003,35.7765,212771,700,0,33093,0.2,102,232,11
2025,Zhob,28,3.9286,26.9155,54.3156,374767,1400,0,20297,0.2,81,205,2
2025,Ziarat,28,,,,0,2400,0,3301,0.2,87,151,17
2025,Abbottabad,28,12.2429,22.9709,84.7507,1611498,1256,0,1967,0.75,0,2192,16
2025,Bajaur,28,1.8,23.8208,67.9678,1321356,900,0,1290,0.2,328,1189,55
2025,Bannu,28,1.3,30.2702,62.6906,1410816,312,1,1227,0.2,1156,1231,7
2025,Battagram,28,9.5143,23.2281,84.1524,575449,1036,0,1301,0.2,57,841,8
2025,Buner,28,5.5857,25.4339,80.0004,1084406,700,0,1865,0.35,326,523,13
2025,Charsadda,28,6.8429,27.3683,81.726,1953624,300,2,996,0.2,438,3010,220
2025,Chitral Lower,28,1.2714,24.3655,57.851,336081,1500,1,6458,0.35,20,1143,16
2025,Chitral Upper,28,1.2714,24.3655,57.851,204308,2500,1,8392,0.2,6,179,6
2025,D.I. Khan,28,2.5286,30.3502,71.0013,2050338,,,,,376,1868,8
2025,Dir Lower,28,10.6143,27.8848,77.5883,1734809,800,1,1583,0.35,173,2318,9
2025,Dir Upper,28,1.4,22.4253,69.4948,1143644,1200,1,3699,0.35,12,1986,20
2025,Hangu,28,1.8857,26.5833,69.4168,627433,900,0,1097,0.2,25,24,3
2025,Haripur,28,14.4857,26.4006,82.0279,1212553,605,2,1725,0.65,21,1461,23
2025,Karak,28,3.3429,28.2033,67.503,853502,500,0,3372,0.2,133,608,13
2025,Khyber,28,6.3714,26.0469,74.8004,1193210,1000,0,2576,0.2,386,681,59
2025,Kohat,28,4.1,28.2799,68.9392,1200463,500,0,2545,0.65,131,925,0
2025,Kohistan Lower,28,5.6571,7.5368,81.2716,244203,1500,2,1200,0.2,4,188,0
2025,Kohistan Upper,28,5.6571,7.5368,81.2716,369931,2500,2,4000,0.2,7,305,1
2025,Kolai Palas,28,5.6571,7.5368,81.2716,331246,,,,,1,128,2
2025,L & C Kurram,28,2.6286,17.5107,77.92,604463,,,,,5,12,0
2025,Lakki Marwat,28,3.4571,30.2043,66.0557,1059019,250,1,3164,0.2,410,841,1
2025,Malakand,28,2.4571,26.8605,72.87,870427,700,1,952,0.2,30,793,0
2025,Mansehra,28,11.3429,23.0951,81.6556,1881089,1000,0,4579,0.2,3,1775,5
2025,Mardan,28,7.1,27.3041,81.2897,2868781,300,0,1632,0.65,55,1104,13
2025,Mohmand,28,2.4571,26.8605,72.87,563359,600,0,2296,0.2,229,214,9
2025,North Waziristan,28,3.4429,15.0345,77.6969,656447,1000,1,4707,0.2,60,106,8
2025,Nowshera,28,10.6143,27.9433,77.5964,1835149,280,2,1748,0.65,200,2820,22
2025,Orakzai,28,2.2286,25.3942,70.2957,307067,1200,0,1538,0.2,36,171,7
2025,Peshawar,28,9.0143,27.5451,80.0545,5160904,330,0,1257,0.75,47,5384,9
2025,SD Tank,28,3.9286,30.6586,64.4215,604463,,,,,11,24,3
2025,Shangla,28,6.0857,18.1113,82.2697,915157,2000,2,1586,0.35,320,2645,7
2025,South Waziristan (Lower),28,2.5429,26.8539,65.9804,820861,,,,,112,41,6
2025,SWU,28,2.5429,26.8539,65.9804,604463,,,,,54,77,3
2025,Swabi,28,11.7286,27.2435,79.6675,1963296,340,2,1543,0.65,59,2078,46
2025,Swat,28,3.8286,24.7626,78.8836,2791410,980,1,5337,0.35,34,6626,78
2025,Tank,28,3.9286,30.6586,64.4215,472690,250,0,1679,0.2,156,506,9
2025,Tor Ghar,28,12.4,26.6263,80.7885,206726,,,,,36,141,4
