feature,importance
AD_Risk,48.791290914466224
Malaria_Risk_next_week,10.859350211545639
District,6.075964241714034
Malaria_Risk,4.095494831413927
AD_cases,3.82010081451224
Typhoid_Risk_next_week,2.691753455784089
Population,2.6692781992724512
Malaria_cases,2.020305356776743
Elevation_m,1.8191158302070598
Avg_Humidity,1.6949840706144546
River_Status,1.4128883998253914
Avg_Temperature_lag1,1.2734689450746246
Avg_Humidity_roll5,1.2231508080923839
Area_sq_km,1.0503196440363012
Avg_rainfall_lag1,0.9490451010863143
Avg_Humidity_lag2,0.9445771167837337
Avg_Temperature,0.8093314669807324
Avg_Humidity_lag1,0.8011629759073021
Avg_Temperature_lag2,0.7703510960721449
Avg_Temperature_roll5,0.767698502443384
Avg_rainfall_roll3,0.7187499479370856
Avg_rainfall_roll5,0.6901887960366622
Avg_rainfall_lag2,0.6606266468535307
Typhoid_Risk,0.6511417308369701
Sanitation_Index,0.6089099096352584
Avg_Temperature_roll3,0.5989752294217705
Avg_Humidity_roll3,0.5679795704428914
Typhoid_cases,0.4991114513283597
Avg_rainfall,0.46468473489834533
