target,mae,rmse,r2
malaria_risk_next_week,1.7180913079186233,2.9531770145352514,0.9065059253654955
ad_risk_next_week,1.3215925738228176,2.0520562577506194,0.8371663109847594
typhoid_risk_next_week,0.19511872036170755,0.3075068338024571,0.4467817759844005
