target,mae,rmse,r2
malaria_risk_next_week,1.680983056037693,2.9123840833132366,0.909070997631413
ad_risk_next_week,1.2555122018969873,1.9142047347149014,0.8583089207292709
typhoid_risk_next_week,0.1735291885180306,0.27784643593723346,0.5483556357627237
