feature,importance
Malaria_Risk,46.52953719378086
Malaria_cases,19.729249364499776
Elevation_m,5.247590424921431
Population,4.266573601251699
District,4.203436517256803
Area_sq_km,2.9380986398333473
Avg_rainfall_lag2,1.4294103152894064
Avg_Humidity,1.370990055012038
Avg_Temperature,1.3076463204785138
Avg_Temperature_lag1,1.2864935676258114
Avg_Humidity_roll3,1.258131805798754
Avg_Temperature_lag2,1.231278738610142
Avg_Temperature_roll3,1.1817238920776716
Avg_Humidity_lag1,1.0875714171179791
Avg_rainfall,0.9402577651913806
Avg_Temperature_roll5,0.9368635913224682
Avg_Humidity_lag2,0.8844464842852185
Avg_rainfall_roll3,0.8739686870473253
River_Status,0.8404230595065579
Avg_Humidity_roll5,0.8240678468972793
Avg_rainfall_roll5,0.6318082127608172
Avg_rainfall_lag1,0.5106062481233474
Sanitation_Index,0.4898262513113324
