target,mae,rmse,r2
malaria_risk_next_week,1.6626019144783428,2.9142472161111623,0.9089546208127885
ad_risk_next_week,1.244961728141702,1.9055553280904054,0.8595865008168835
typhoid_risk_next_week,0.1731168535220669,0.2766986188561299,0.5520795224224517
