feature,importance
District,20.571096068799935
Population,11.018280392307235
Area_sq_km_y,6.477319181217683
Avg_Humidity_lag2,4.836599165787991
Avg_Temperature_lag1,4.420504283566548
Elevation_m_y,3.663209364315937
Avg_Temperature_roll3,3.4400643406533904
Avg_Temperature_lag2,3.125768322363438
Avg_rainfall_roll3,2.9895856034066255
Avg_Temperature_roll5,2.8514694302138244
Mean_NDVI_roll5,2.379510493951588
River_Status_y,2.27284176880125
Mean_NDVI_roll3,2.2383966644463174
Avg_Temperature,2.1795173643866796
Avg_rainfall_roll5,1.965701121821615
Avg_Humidity,1.664977224562193
Sanitation_Index_y,1.662376771600886
Avg_Humidity_roll5,1.6100138841503377
Avg_Humidity_roll3,1.5859487426434902
Mean_NDVI,1.3918614157838767
Flood_Inundation_roll5,1.3894054100246351
Mean_NDVI_lag1,1.3577444937251983
Stagnant_Water_lag1,1.35595489142353
Stagnant_Water,1.305857790926442
Flood_Inundation_lag2,1.2769303977848558
Flood_Inundation,1.2501767317064836
Flood_Inundation_roll3,1.1758293509739166
Flood_Inundation_lag1,1.1372059578974327
Stagnant_Water_lag2,1.0830244497099615
Stagnant_Water_roll5,1.0528234314123563
Mean_NDVI_lag2,1.0004661468485576
Avg_rainfall,0.9629130192618115
Avg_rainfall_lag2,0.9185906896737032
Avg_Humidity_lag1,0.9116325309911917
Avg_rainfall_lag1,0.7896999821577155
Stagnant_Water_roll3,0.6867031207013519
