feature,importance
District,37.21106201498986
Population,7.549273793911019
Elevation_m_y,5.98040940745999
Avg_Humidity,3.784378485031589
Area_sq_km_y,3.761749430918955
River_Status_y,3.312118190159987
Avg_Temperature,2.9260481101146363
Avg_Humidity_lag1,2.8790626325372375
Sanitation_Index_y,2.85681853196222
Avg_Humidity_roll5,2.593173255664426
Avg_Humidity_roll3,2.168455910562809
Avg_Temperature_roll5,1.7235915896459042
Mean_NDVI_roll5,1.7095767553819474
Avg_rainfall_roll3,1.6162983808923954
Flood_Inundation_roll5,1.6090179473255977
Flood_Inundation_roll3,1.4538563321327966
Mean_NDVI_roll3,1.426112649625332
Avg_rainfall_roll5,1.30158952842642
Mean_NDVI,1.2145781666048707
Avg_rainfall_lag1,1.1903007330718538
Avg_Temperature_roll3,1.1547172732158832
Avg_rainfall_lag2,1.042889280544814
Flood_Inundation,0.998981424259035
Stagnant_Water_roll5,0.8619714755026346
Avg_Temperature_lag2,0.8133931295001472
Mean_NDVI_lag1,0.7771822850664052
Stagnant_Water,0.7680172943775312
Avg_Humidity_lag2,0.716625556720176
Flood_Inundation_lag1,0.6916550651585175
Stagnant_Water_roll3,0.6902747153413398
Avg_Temperature_lag1,0.6705854741902387
Mean_NDVI_lag2,0.6605686542790906
Stagnant_Water_lag2,0.5857485046215865
Avg_rainfall,0.528464202721357
Flood_Inundation_lag2,0.4785121965006782
Stagnant_Water_lag1,0.2929416215807302
