feature,importance
Malaria_cases,65.36559325497393
Population,14.114898719391542
AD_Risk,7.521390043809657
Area_sq_km,4.371072620695099
Elevation_m,1.342577016128804
Sanitation_Index,1.0300309367696812
AD_cases,1.0026336098493525
Avg_Temperature,0.5099342589929322
Avg_Humidity,0.5022781993764133
River_Status,0.4597635341608854
Avg_rainfall_roll3,0.4121872934552748
Typhoid_Risk,0.40173759869410564
Avg_Temperature_roll3,0.3560322107685475
Avg_rainfall_roll5,0.3265222665118457
Avg_Humidity_roll5,0.30612158404975676
Avg_Humidity_lag1,0.2934591469421122
Avg_Temperature_roll5,0.2774677766256103
Typhoid_cases,0.26419715990094955
Avg_Humidity_roll3,0.23027918409342887
Avg_rainfall_lag2,0.17517724115611638
Avg_Humidity_lag2,0.1682582695703913
Avg_Temperature_lag1,0.16365092058623723
Avg_Temperature_lag2,0.1629937654780059
Avg_rainfall_lag1,0.15451134335630928
District,0.04627956922205155
Avg_rainfall,0.0409524754409958
