target,mae,rmse,r2
Malaria_Risk_next_week,1.7180913080715954,2.9531770147665526,0.9065059253537567
AD_Risk_next_week,1.3215925738719763,2.052056257999441,0.8371663109420133
Typhoid_Risk_next_week,0.19511872032136424,0.30750683378040045,0.44678177606961156
