feature,importance
District,29.515796922505793
Elevation_m_y,19.761405572258127
Area_sq_km_y,10.89467352231719
Population,8.142997188006115
River_Status_y,2.1187379666800945
Mean_NDVI_roll5,2.0049876950945102
Avg_Humidity_lag2,1.8917738945431632
Avg_rainfall_roll5,1.8206392613426534
Avg_Humidity_roll3,1.5487661686299925
Avg_rainfall_roll3,1.5449236745843309
Mean_NDVI,1.2534663665339496
Sanitation_Index_y,1.1804839599277301
Avg_Humidity_roll5,1.1174725606377318
Mean_NDVI_roll3,1.100461892902075
Mean_NDVI_lag1,1.083774492979357
Avg_Temperature,1.0362897104312705
Avg_Humidity_lag1,1.0223143213652814
Avg_rainfall_lag2,0.9834827713454839
Avg_Temperature_lag1,0.9585672208111241
Avg_Temperature_roll5,0.9441258292077908
Avg_Humidity,0.9275635521088104
Avg_Temperature_roll3,0.8480367727301337
Avg_rainfall_lag1,0.7713058637963649
Stagnant_Water_lag1,0.739495949267234
Flood_Inundation,0.7384934726080621
Stagnant_Water,0.7345112193138829
Avg_Temperature_lag2,0.7253418900891182
Flood_Inundation_lag1,0.6714864573937762
Flood_Inundation_roll3,0.6106174063221353
Mean_NDVI_lag2,0.5980784510256889
Flood_Inundation_lag2,0.5519220816774376
Avg_rainfall,0.5197571754165592
Stagnant_Water_lag2,0.5013448181574754
Stagnant_Water_roll3,0.4806046865389686
Flood_Inundation_roll5,0.34048293840294197
Stagnant_Water_roll5,0.3158162730476439
