feature,importance
Malaria_Risk,47.72940391291008
Malaria_cases,20.724420344768752
Population,4.160547297321244
District,2.7740693965464893
Elevation_m_y,1.8623621260218133
Area_sq_km_y,1.6319181475346223
Avg_Temperature_lag2,1.14848539068984
Stagnant_Water_lag1,1.0871180644775384
Avg_Temperature,1.0849686554496332
Avg_Temperature_lag1,0.9941743830360066
Avg_Humidity_lag1,0.9820517711545524
Stagnant_Water_roll3,0.9035483993964389
Flood_Inundation_lag1,0.8878856705817295
Avg_Temperature_roll3,0.8819930050010093
Avg_rainfall_lag2,0.8813426364492525
Flood_Inundation,0.8529431898565161
Stagnant_Water,0.7856418692716094
Avg_Humidity_roll3,0.7332701887272762
Avg_Temperature_roll5,0.726934054236005
River_Status_y,0.6906606517532512
Avg_rainfall,0.6485498465998386
Avg_Humidity_lag2,0.6215219334971638
Mean_NDVI_lag2,0.5958722735461001
Stagnant_Water_lag2,0.594943432290984
Avg_Humidity,0.567382742754408
Flood_Inundation_lag2,0.5553610758693486
Avg_rainfall_roll5,0.5302875800289588
Mean_NDVI_roll5,0.509007645815408
Avg_Humidity_roll5,0.48436515456831736
Flood_Inundation_roll5,0.45251285041074457
Avg_rainfall_lag1,0.4371209004550815
Mean_NDVI,0.4288568055221882
Sanitation_Index_y,0.41294595551105606
Stagnant_Water_roll5,0.4119696095061582
Mean_NDVI_roll3,0.3616803925472569
Avg_rainfall_roll3,0.3370483990334772
Flood_Inundation_roll3,0.2733792534430362
Mean_NDVI_lag1,0.2534549934168123
