feature,importance
AD_Risk,72.58453234360294
District,6.015667881853597
Population,2.8751514702517644
AD_cases,2.646898935639044
River_Status,2.350606332543311
Elevation_m,2.0343007680414233
Avg_Humidity_roll5,1.4311535797476223
Avg_Humidity,1.2468046155078232
Avg_Temperature_lag2,1.0418429755955743
Avg_Temperature_roll5,0.9256785044721644
Avg_Humidity_roll3,0.876482512672167
Avg_Temperature_lag1,0.7862435205020195
Avg_Temperature,0.7829323641274956
Avg_rainfall_roll5,0.6453488619789617
Sanitation_Index,0.6013104347437352
Avg_Humidity_lag1,0.5497782145499472
Avg_Temperature_roll3,0.5037427634923711
Avg_rainfall_roll3,0.4240117465725422
Avg_rainfall_lag2,0.41697789500134236
Area_sq_km,0.4037276124686547
Avg_rainfall_lag1,0.3557682899217479
Avg_Humidity_lag2,0.3370671780389263
Avg_rainfall,0.16397119867482515
