feature,importance
Typhoid_Risk,33.03247751955182
Typhoid_cases,6.901657855727089
District,6.846591918340221
Population,6.658248296975485
Avg_Temperature,2.9788152169416997
Avg_Humidity_lag2,2.8003976937014348
Avg_Temperature_lag2,2.727235617829517
Avg_Temperature_lag1,2.6981492899984945
Area_sq_km_y,2.3255644579020465
Avg_Temperature_roll5,2.2885141413093146
Avg_Temperature_roll3,2.17172583453392
Avg_rainfall_roll3,2.0134385256712526
Avg_Humidity,1.8933605980637356
Mean_NDVI_lag1,1.610423117158788
Avg_Humidity_lag1,1.4758391015155823
Elevation_m_y,1.356088353742379
Flood_Inundation_lag2,1.3026631818557461
Avg_rainfall_roll5,1.2148284538265763
Mean_NDVI_roll5,1.1367690218770519
Avg_Humidity_roll5,1.1168966117246122
Avg_rainfall,1.0600055523866891
River_Status_y,1.056964476312599
Flood_Inundation_lag1,1.0304648635498614
Avg_rainfall_lag2,1.0217505104446956
Stagnant_Water,1.0207005528891189
Stagnant_Water_lag1,1.013777941890424
Stagnant_Water_roll3,1.012339651132294
Mean_NDVI_roll3,0.9872124527404395
Avg_Humidity_roll3,0.9775541396528559
Mean_NDVI,0.9330548913543573
Avg_rainfall_lag1,0.86308369757264
Flood_Inundation_roll5,0.8547507256304574
Stagnant_Water_lag2,0.8282617258220645
Flood_Inundation,0.7232746710591571
Sanitation_Index_y,0.6853566175518195
Stagnant_Water_roll5,0.5281114048959558
Flood_Inundation_roll3,0.49440046858446224
Mean_NDVI_lag2,0.35925084828336523
