feature,importance
Typhoid_cases,63.582306645716855
Population,32.11714043034948
AD_cases,1.4850484786879237
Malaria_Risk,0.7160479027594421
Sanitation_Index,0.4907130124220894
AD_Risk,0.2863750102667939
Malaria_cases,0.17083791468794562
Avg_Temperature,0.1577250328589312
Elevation_m,0.15748757054891604
River_Status,0.10920761454204665
Area_sq_km,0.10260131935827324
Avg_Temperature_roll5,0.07622243024779306
Avg_Humidity_roll3,0.07589610047752286
Avg_Humidity_lag2,0.06675316688511156
Avg_Temperature_lag2,0.058426773520182614
Avg_rainfall_roll3,0.05623012075134262
Avg_Temperature_roll3,0.05053837628333094
Avg_rainfall_lag1,0.04793134665209898
Avg_Temperature_lag1,0.044619572365788576
Avg_rainfall_lag2,0.03669529424912727
Avg_Humidity_lag1,0.033222753300925376
Avg_Humidity,0.026880296788387274
Avg_rainfall_roll5,0.018258311171881467
Avg_Humidity_roll5,0.014746061716554296
Avg_rainfall,0.010681831357867188
District,0.0074066320333772955
