feature,importance
AD_Risk_roll3,31.608461185350215
AD_cases,30.144337133139803
Population,13.774690506457288
AD_Risk_lag1,8.494976171969697
AD_Risk_lag2,3.832065712467302
AD_Risk_roll5,3.124103079405486
Malaria_Risk,2.9805708865908174
Malaria_cases,0.7378587049530724
Malaria_Risk_lag2,0.6085634350456393
River_Status,0.49867927452301214
Malaria_Risk_lag1,0.3339920661004824
Avg_Temperature_lag2,0.32212349074275537
Sanitation_Index,0.2954916783539466
Elevation_m,0.28711992525727037
Typhoid_Risk_roll5,0.2558055178437615
Typhoid_Risk_lag2,0.2440325558503552
Malaria_Risk_roll5,0.2307750380995585
Typhoid_Risk,0.204581345034796
Area_sq_km,0.19634744278995436
Avg_Temperature_roll3,0.17754543689003463
Malaria_Risk_roll3,0.15246282988598459
Avg_Humidity_roll5,0.15027055265844133
Avg_Humidity_roll3,0.1444377234026504
Typhoid_cases,0.14268882191884646
Avg_Humidity_lag2,0.13160259460812498
Avg_Humidity_lag1,0.1272147240884799
Avg_rainfall_lag1,0.12256162613817141
Avg_Temperature_roll5,0.09382463860761055
Avg_rainfall_roll5,0.08687531577987881
Avg_rainfall,0.08601005138868917
Avg_Temperature,0.07946672553604224
Avg_Humidity,0.07857826450991512
Typhoid_Risk_roll3,0.07045385002602038
Avg_rainfall_lag2,0.05612440904611555
Avg_Temperature_lag1,0.053525935578693985
Typhoid_Risk_lag1,0.03702710430132954
Avg_rainfall_roll3,0.03228455041869699
District,0.0024696952410797994
