feature,importance
Typhoid_Risk,38.64699204649382
District,11.568627109087963
Population,6.602591332434033
Typhoid_cases,6.199293584846679
Avg_Temperature,3.5138515989839334
Avg_Temperature_lag1,3.2225444550287143
Avg_Temperature_roll5,2.8583449227186013
Avg_Humidity_lag2,2.717608349594856
Area_sq_km,2.594506015907669
Avg_Temperature_lag2,2.299611715609087
Avg_Humidity_roll3,2.2636209168004213
Avg_Humidity,2.2495361007946797
Avg_Temperature_roll3,1.8753515210369283
Elevation_m,1.8507761610479851
Avg_rainfall_roll5,1.8445142054300327
Avg_rainfall_roll3,1.7007157512451323
River_Status,1.6363109332077337
Sanitation_Index,1.5514850544939982
Avg_Humidity_roll5,1.3395305447775803
Avg_rainfall_lag1,1.1337561236863285
Avg_Humidity_lag1,0.8468227685319972
Avg_rainfall,0.8005120991689777
Avg_rainfall_lag2,0.6830966890728276
