feature,importance
District,26.854916191981946
Population,9.259575412247985
Area_sq_km_y,6.758490386588987
Mean_NDVI_roll5,4.301010409290531
Avg_Temperature_roll3,4.039736927193457
Elevation_m_y,3.529829722886809
Avg_Temperature_roll5,3.4254984359626603
Avg_rainfall_roll5,3.2239642109631665
Sanitation_Index_y,2.8827659624299016
Avg_Humidity_roll3,2.868328365246899
Avg_Temperature_lag1,2.6114007605853353
Avg_Humidity_lag2,2.3381732579166314
Avg_Temperature_lag2,2.243849697903885
River_Status_y,2.160587153082738
Avg_Humidity_roll5,1.8671843000856332
Avg_rainfall_roll3,1.8483416762597478
Avg_Temperature,1.8224116799313208
Mean_NDVI_roll3,1.6583970360629843
Avg_Humidity_lag1,1.438637729171842
Stagnant_Water_lag2,1.4122603325069967
Flood_Inundation_lag1,1.395187862888056
Avg_rainfall,1.33532356867279
Stagnant_Water,1.1892235953245023
Avg_rainfall_lag2,1.0462883296654688
Mean_NDVI_lag1,1.0409092670932798
Flood_Inundation_lag2,0.9504787099868921
Avg_Humidity,0.8100453874806406
Flood_Inundation,0.750273405041719
Avg_rainfall_lag1,0.7328004458198766
Flood_Inundation_roll5,0.7201066166857298
Stagnant_Water_lag1,0.7059268094070862
Flood_Inundation_roll3,0.6850081742330119
Stagnant_Water_roll3,0.6188228598445331
Mean_NDVI,0.5861829429414148
Stagnant_Water_roll5,0.5060047465426182
Mean_NDVI_lag2,0.3820576300729365
