feature,importance
AD_Risk,58.728630965900614
District,7.391121679958168
AD_cases,3.7783800025791483
Population,3.6674649906424417
Avg_Humidity,1.5692644664873627
Avg_Humidity_lag1,1.4496388519211876
Avg_Humidity_roll5,1.422335369082811
Mean_NDVI_roll3,1.3003869785267355
Avg_Temperature,1.2213393383504996
Elevation_m_y,1.1514561590767056
River_Status_y,1.123003576826317
Avg_Temperature_lag1,1.0101252549110302
Stagnant_Water,0.839090045326944
Avg_Temperature_lag2,0.7968541803037603
Avg_rainfall_roll5,0.7844798168851992
Flood_Inundation,0.7811166121280357
Avg_Humidity_lag2,0.7609313053727115
Avg_rainfall,0.7506796195245308
Flood_Inundation_lag1,0.7092450270365738
Stagnant_Water_roll3,0.6939049335639732
Avg_rainfall_roll3,0.6922279282186117
Avg_Temperature_roll5,0.68385967779833
Flood_Inundation_roll3,0.68211491730627
Avg_Humidity_roll3,0.6811369540896254
Mean_NDVI,0.6781364287373048
Avg_rainfall_lag1,0.6431335729076509
Stagnant_Water_roll5,0.6044609111803048
Flood_Inundation_roll5,0.58314108236197
Flood_Inundation_lag2,0.5620050483753919
Stagnant_Water_lag1,0.5298700053021375
Avg_Temperature_roll3,0.5295824832600687
Mean_NDVI_lag2,0.5266838901795956
Mean_NDVI_roll5,0.48331934141343696
Sanitation_Index_y,0.47383651822538786
Avg_rainfall_lag2,0.4564915011143223
Area_sq_km_y,0.45318618765517965
Mean_NDVI_lag1,0.41261707850931323
Stagnant_Water_lag2,0.39474729896037347
