Year,District,Flood_Severity_Index,Flood_Duration_Days,Rainfall_Last_7Days,Rainfall_Last_30Days,Avg_Temperature,Avg_Humidity,Population_Density,People_Displaced,Fatalities,Healthcare_Access_Index,NDVI_Index,Flood_Recurrence_Count,Days_Since_Flood_Start,Month_Index,Waterbody_Proximity,Flood_Marker,Climate_Anomaly_Score,Cholera_Risk,Malaria_Risk,Dengue_Risk,SourceNotes
2022,East Karachi,,,0.0,0.0,26.61483870967742,73.98903225806453,,,,,,,,,984.2585966940857,1,,,,,"geocode:Mustang Pakistan Head Office, 12th Street East, 1 ڈی ایچ اے فیز, صدر ٹاؤن, ضلع کراچی, کراچی ڈویژن, 75220, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
2022,West Karachi,,,0.0,0.0,26.61483870967742,73.98903225806453,,,,,,,,,1215.6852072752724,1,,,,,"geocode:Pakistan Industries Limited Godown, ویسٹ وارف, کیماڑی ٹاؤن, ضلع کیماڑی, کراچی ڈویژن, سندھ, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
2022,South Karachi,,,0.0,0.0,26.61483870967742,73.98903225806453,,,,,,,,,735.6230940367756,1,,,,,"geocode:Marhaba Appartment, Orange street, Shoe Market, Karachi, Pakistan, V2F8+29R, Orange Street, Subhash Nagar, لیاری ٹاؤن, ضلع کراچی, کراچی ڈویژن, سندھ, 74550, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
2022,Central Karachi,,,0.0,0.0,26.61483870967742,73.98903225806453,,,,,,,,,354.4416435474704,1,,,,,"geocode:All Pakistan Newspapers Society APNS, جوہر چورنگی روڈ, Rufi Foundation, گلشن اقبال ٹاؤن, ضلع گلشن, کراچی ڈویژن, 75300, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
2022,Malir Karachi,,,0.0,0.0,26.61483870967742,73.98903225806453,,,,,,,,,646.9888300139984,1,,,,,"geocode:Pakistan Security Printing Corporation, ملیر ٹاؤن, ضلع ملیر, کراچی ڈویژن, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
2022,Korangi Karachi,,,0.0,0.0,26.61483870967742,73.98903225806453,,,,,,,,,934.4023060854948,1,,,,,"geocode:Pakistan Refinery Limited, کورنگی ٹاؤن, ضلع کورنگی, کراچی ڈویژن, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
2022,Hyderabad,,,0.0,0.0,26.38161290322581,63.646129032258074,,,,,,,,,742.9581342441551,1,,,,,"geocode:حیدرآباد, ضلع حیدرآباد, حیدر آباد ڈویژن, سندھ, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
2022,Jamshoro,,,0.0,0.0,26.38161290322581,63.646129032258074,,,,,,,,,1715.267337816209,1,,,,,"geocode:Jamshoro (Unit 5) Coal Power Plant, تعلقہ کوٹری, ضلع جام شورو, حیدر آباد ڈویژن, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
2022,Dadu,,,0.0,0.0,25.84290322580645,55.596451612903216,,,,,,,,,796.2532563173907,1,,,,,"geocode:دادو, تعلقہ دادو, ضلع دادو, حیدر آباد ڈویژن, سندھ, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
2022,Matiari,,,0.0,0.0,27.09967741935484,60.43193548387097,,,,,,,,,389.40873284226245,1,,,,,"geocode:مٽياري‎, تعلقہ مٹیاری, ضلع مٹیاری, حیدر آباد ڈویژن, پاکستان; nasa_power; reliefweb; overpass; flood_start:unknown_set_marker1; "
