Year,District,Latitude,Longitude,Avg_Rainfall,Avg_Temperature,Avg_Humidity,Population_Density,People_Displaced,Fatalities,Cholera_Cases,Malaria_Cases,Dengue_Cases,Month_Index,Flood_Duration_Days,Flood_Marker,Waterbody_Proximity,Flood_Severity_Index
2022,Kashmore,28.4322915,69.5814755,8.700653594771241,30.661960784313724,64.12379084967321,,,,,,,7,30,1,5000,0.17
2022,Kashmore,28.4322915,69.5814755,8.700653594771241,30.661960784313724,64.12379084967321,,,,,,,8,30,1,5000,0.17
2022,Kashmore,28.4322915,69.5814755,8.700653594771241,30.661960784313724,64.12379084967321,,,,,,,9,30,1,5000,0.17
2022,Kashmore,28.4322915,69.5814755,8.700653594771241,30.661960784313724,64.12379084967321,,,,,,,10,30,1,5000,0.17
2022,Khairpur,27.5204873,68.7383149,9.760718954248368,30.530196078431374,66.93294117647058,,,,,,,6,30,1,5000,0.2
2022,Khairpur,27.5204873,68.7383149,9.760718954248368,30.530196078431374,66.93294117647058,,,,,,,7,30,1,5000,0.2
2022,Khairpur,27.5204873,68.7383149,9.760718954248368,30.530196078431374,66.93294117647058,,,,,,,8,30,1,5000,0.2
2022,Khairpur,27.5204873,68.7383149,9.760718954248368,30.530196078431374,66.93294117647058,,,,,,,9,30,1,5000,0.2
2022,Khairpur,27.5204873,68.7383149,9.760718954248368,30.530196078431374,66.93294117647058,,,,,,,10,30,1,5000,0.2
2022,Khanewal,30.3022528,71.9278916,3.014967320261438,31.74712418300652,55.36660130718951,,,,,,,6,30,1,5000,0.06
2022,Khanewal,30.3022528,71.9278916,3.014967320261438,31.74712418300652,55.36660130718951,,,,,,,7,30,1,5000,0.06
2022,Khanewal,30.3022528,71.9278916,3.014967320261438,31.74712418300652,55.36660130718951,,,,,,,8,30,1,5000,0.06
2022,Khanewal,30.3022528,71.9278916,3.014967320261438,31.74712418300652,55.36660130718951,,,,,,,9,30,1,5000,0.06
2022,Khanewal,30.3022528,71.9278916,3.014967320261438,31.74712418300652,55.36660130718951,,,,,,,10,30,1,5000,0.06
2022,Kharan,28.5807325,65.4207071,2.447712418300654,26.937058823529423,39.86960784313728,,,,,,,6,30,1,5000,0.05
2022,Kharan,28.5807325,65.4207071,2.447712418300654,26.937058823529423,39.86960784313728,,,,,,,7,30,1,5000,0.05
2022,Kharan,28.5807325,65.4207071,2.447712418300654,26.937058823529423,39.86960784313728,,,,,,,8,30,1,5000,0.05
2022,Kharan,28.5807325,65.4207071,2.447712418300654,26.937058823529423,39.86960784313728,,,,,,,9,30,1,5000,0.05
2022,Kharan,28.5807325,65.4207071,2.447712418300654,26.937058823529423,39.86960784313728,,,,,,,10,30,1,5000,0.05
2022,Khushab,32.2903666,72.3515792,4.673006535947709,29.016274509803925,62.54058823529414,,,,,,,6,30,1,5000,0.09
2022,Khushab,32.2903666,72.3515792,4.673006535947709,29.016274509803925,62.54058823529414,,,,,,,7,30,1,5000,0.09
2022,Khushab,32.2903666,72.3515792,4.673006535947709,29.016274509803925,62.54058823529414,,,,,,,8,30,1,5000,0.09
2022,Khushab,32.2903666,72.3515792,4.673006535947709,29.016274509803925,62.54058823529414,,,,,,,9,30,1,5000,0.09
2022,Khushab,32.2903666,72.3515792,4.673006535947709,29.016274509803925,62.54058823529414,,,,,,,10,30,1,5000,0.09
2022,Kohistan,32.5118808,74.5181208,6.894052287581697,29.282156862745097,66.47986928104575,,,,,,,6,30,1,5000,0.14
2022,Kohistan,32.5118808,74.5181208,6.894052287581697,29.282156862745097,66.47986928104575,,,,,,,7,30,1,5000,0.14
2022,Kohistan,32.5118808,74.5181208,6.894052287581697,29.282156862745097,66.47986928104575,,,,,,,8,30,1,5000,0.14
2022,Kohistan,32.5118808,74.5181208,6.894052287581697,29.282156862745097,66.47986928104575,,,,,,,9,30,1,5000,0.14
2022,Kohistan,32.5118808,74.5181208,6.894052287581697,29.282156862745097,66.47986928104575,,,,,,,10,30,1,5000,0.14
2022,Korangi Karachi,24.8024234,67.1161632,4.839411764705881,28.234967320261443,80.91980392156862,,,,,,,6,30,1,5000,0.1
2022,Korangi Karachi,24.8024234,67.1161632,4.839411764705881,28.234967320261443,80.91980392156862,,,,,,,7,30,1,5000,0.1
2022,Korangi Karachi,24.8024234,67.1161632,4.839411764705881,28.234967320261443,80.91980392156862,,,,,,,8,30,1,5000,0.1
2022,Korangi Karachi,24.8024234,67.1161632,4.839411764705881,28.234967320261443,80.91980392156862,,,,,,,9,30,1,5000,0.1
2022,Korangi Karachi,24.8024234,67.1161632,4.839411764705881,28.234967320261443,80.91980392156862,,,,,,,10,30,1,5000,0.1
2022,Kurram,33.6888492,70.3855522,2.833464052287583,24.028758169934623,57.55196078431373,,,,,,,6,30,1,5000,0.06
2022,Kurram,33.6888492,70.3855522,2.833464052287583,24.028758169934623,57.55196078431373,,,,,,,7,30,1,5000,0.06
2022,Kurram,33.6888492,70.3855522,2.833464052287583,24.028758169934623,57.55196078431373,,,,,,,8,30,1,5000,0.06
2022,Kurram,33.6888492,70.3855522,2.833464052287583,24.028758169934623,57.55196078431373,,,,,,,9,30,1,5000,0.06
2022,Kurram,33.6888492,70.3855522,2.833464052287583,24.028758169934623,57.55196078431373,,,,,,,10,30,1,5000,0.06
2022,Lakki Marwat,32.6056744,70.9113526,3.393464052287581,29.1345751633987,55.78411764705882,,,,,,,6,30,1,5000,0.07
2022,Lakki Marwat,32.6056744,70.9113526,3.393464052287581,29.1345751633987,55.78411764705882,,,,,,,7,30,1,5000,0.07
2022,Lakki Marwat,32.6056744,70.9113526,3.393464052287581,29.1345751633987,55.78411764705882,,,,,,,8,30,1,5000,0.07
2022,Lakki Marwat,32.6056744,70.9113526,3.393464052287581,29.1345751633987,55.78411764705882,,,,,,,9,30,1,5000,0.07
2022,Lakki Marwat,32.6056744,70.9113526,3.393464052287581,29.1345751633987,55.78411764705882,,,,,,,10,30,1,5000,0.07
2022,Larkana,27.5564798,68.2101509,8.017516339869282,30.887908496732027,65.0266666666667,,,,,,,6,30,1,5000,0.16
2022,Larkana,27.5564798,68.2101509,8.017516339869282,30.887908496732027,65.0266666666667,,,,,,,7,30,1,5000,0.16
2022,Larkana,27.5564798,68.2101509,8.017516339869282,30.887908496732027,65.0266666666667,,,,,,,8,30,1,5000,0.16
2022,Larkana,27.5564798,68.2101509,8.017516339869282,30.887908496732027,65.0266666666667,,,,,,,9,30,1,5000,0.16
2022,Larkana,27.5564798,68.2101509,8.017516339869282,30.887908496732027,65.0266666666667,,,,,,,10,30,1,5000,0.16
2022,Lasbela,25.7046292,66.6081782,4.897516339869278,27.748888888888896,79.81346405228756,,,,,,,6,30,1,5000,0.1
2022,Lasbela,25.7046292,66.6081782,4.897516339869278,27.748888888888896,79.81346405228756,,,,,,,7,30,1,5000,0.1
2022,Lasbela,25.7046292,66.6081782,4.897516339869278,27.748888888888896,79.81346405228756,,,,,,,8,30,1,5000,0.1
2022,Lasbela,25.7046292,66.6081782,4.897516339869278,27.748888888888896,79.81346405228756,,,,,,,9,30,1,5000,0.1
2022,Lasbela,25.7046292,66.6081782,4.897516339869278,27.748888888888896,79.81346405228756,,,,,,,10,30,1,5000,0.1
2022,Layyah,30.9681007,70.9433836,3.171241830065359,32.0048366013072,52.23954248366013,,,,,,,6,30,1,5000,0.06
2022,Layyah,30.9681007,70.9433836,3.171241830065359,32.0048366013072,52.23954248366013,,,,,,,7,30,1,5000,0.06
2022,Layyah,30.9681007,70.9433836,3.171241830065359,32.0048366013072,52.23954248366013,,,,,,,8,30,1,5000,0.06
2022,Layyah,30.9681007,70.9433836,3.171241830065359,32.0048366013072,52.23954248366013,,,,,,,9,30,1,5000,0.06
2022,Layyah,30.9681007,70.9433836,3.171241830065359,32.0048366013072,52.23954248366013,,,,,,,10,30,1,5000,0.06
2022,Lodhran,29.5390395,71.6344196,2.677516339869282,31.861437908496733,54.18183006535948,,,,,,,6,30,1,5000,0.05
2022,Lodhran,29.5390395,71.6344196,2.677516339869282,31.861437908496733,54.18183006535948,,,,,,,7,30,1,5000,0.05
2022,Lodhran,29.5390395,71.6344196,2.677516339869282,31.861437908496733,54.18183006535948,,,,,,,8,30,1,5000,0.05
2022,Lodhran,29.5390395,71.6344196,2.677516339869282,31.861437908496733,54.18183006535948,,,,,,,9,30,1,5000,0.05
2022,Lodhran,29.5390395,71.6344196,2.677516339869282,31.861437908496733,54.18183006535948,,,,,,,10,30,1,5000,0.05
2022,Loralai,30.366865,68.6000654,3.3664705882352943,22.92803921568627,55.8702614379085,,,,,,,6,30,1,5000,0.07
2022,Loralai,30.366865,68.6000654,3.3664705882352943,22.92803921568627,55.8702614379085,,,,,,,7,30,1,5000,0.07
2022,Loralai,30.366865,68.6000654,3.3664705882352943,22.92803921568627,55.8702614379085,,,,,,,8,30,1,5000,0.07
2022,Loralai,30.366865,68.6000654,3.3664705882352943,22.92803921568627,55.8702614379085,,,,,,,9,30,1,5000,0.07
2022,Loralai,30.366865,68.6000654,3.3664705882352943,22.92803921568627,55.8702614379085,,,,,,,10,30,1,5000,0.07
