year,district,week_index,avg_rainfall,avg_temperature,avg_humidity,population,elevation_m,river_status,area_sq_km,sanitation_index,flood_inundation,mean_ndvi,stagnant_water,malaria_risk,ad_risk,typhoid_risk,malaria_risk_next_week,ad_risk_next_week,typhoid_risk_next_week,avg_rainfall_lag1,avg_rainfall_lag2,avg_temperature_lag1,avg_temperature_lag2,avg_humidity_lag1,avg_humidity_lag2,flood_inundation_lag1,flood_inundation_lag2,stagnant_water_lag1,stagnant_water_lag2,mean_ndvi_lag1,mean_ndvi_lag2,malaria_risk_lag1,malaria_risk_lag2,ad_risk_lag1,ad_risk_lag2,typhoid_risk_lag1,typhoid_risk_lag2,avg_rainfall_roll3,avg_rainfall_roll5,avg_temperature_roll3,avg_temperature_roll5,avg_humidity_roll3,avg_humidity_roll5,flood_inundation_roll3,flood_inundation_roll5,stagnant_water_roll3,stagnant_water_roll5,mean_ndvi_roll3,mean_ndvi_roll5,malaria_risk_roll3,malaria_risk_roll5,ad_risk_roll3,ad_risk_roll5,typhoid_risk_roll3,typhoid_risk_roll5
2025,Abbottabad,22,4.7286,22.1703,58.971,1611498,1256,0,1967,0.75,0.023969849,0,0.037029211,0,8.029795879361936,0.2792432879221693,0,6.075092864,0.099286502,0.8143,0.2857,26.3959,24.9408,42.1644,37.9431,0.2072599596158546,0.1048988771269275,0.06036309,0.006793214,0.2635878896701966,0.3303801872647581,0,0,7.384433613941811,6.763892974114768,0.4219676350823892,0.37232438389622574,1.9428666666666665,1.73716,24.502333333333336,23.85856,46.359500000000004,46.68922,0.11204289524759403,0.092439819,0.034728505,0.020837103000000003,0.19798935897831824,0.1878933912103382,0,0,7.392707489139506,5.664294960341248,0.3578451023002614,0.28296653176113157
2025,Abbottabad,23,1.3857,22.8994,53.5204,1611498,1256,0,1967,0.75,0.1451965045455965,0.1694466955930799,0.032235082,0,6.075092864,0.099286502,0.006205406,8.09805535,0.049643251,4.7286,0.8143,22.1703,26.3959,58.971,42.1644,0.023969849,0.2072599596158546,0.037029211,0.06036309,0,0.2635878896701966,0,0,8.029795879361936,7.384433613941811,0.2792432879221693,0.4219676350823892,2.309533333333333,1.7285800000000002,23.821866666666665,23.85986,51.55193333333333,47.95654,0.1254754377204837,0.12147911956962805,0.043209128,0.027284119,0.14434486175442549,0.2217827303289542,0,0,7.163107452403499,6.879313533122598,0.26683247512562847,0.3028238322355969
2025,Abbottabad,24,0.0286,29.2372,31.7676,1611498,1256,0,1967,0.75,0.019702165,0.1869133675783921,0.026472981,0.006205406,8.09805535,0.049643251,0,8.532433798,0.055848657584433865,1.3857,4.7286,22.8994,22.1703,53.5204,58.971,0.1451965045455965,0.023969849,0.032235082,0.037029211,0.1694466955930799,0,0,0,6.075092864,8.029795879361936,0.099286502,0.2792432879221693,2.047633333333333,1.4485800000000002,24.76896666666667,25.12872,48.08633333333333,44.8733,0.062956173,0.10020547105767572,0.031912425,0.032578715599999995,0.118786688,0.19006562802128535,0.002068469,0.001241081,7.400981364337199,7.270254136213635,0.1427243471602199,0.24449301209185492
2025,Abbottabad,25,2.4143,27.2572,58.099,1611498,1256,0,1967,0.75,0,0.2204497018099104,0,0,8.532433798,0.055848657584433865,0,8.811677085544009,0.12410812796540859,0.0286,1.3857,29.2372,22.8994,31.7676,53.5204,0.019702165,0.1451965045455965,0.026472981,0.032235082,0.1869133675783921,0.1694466955930799,0.006205406,0,8.09805535,6.075092864,0.049643251,0.099286502,1.2762,1.8743000000000003,26.4646,25.592,47.79566666666667,48.90448,0.054966223,0.079225696,0.019569354333333334,0.031220073,0.19226992166046078,0.1680795309303158,0.002068469,0.001241081,7.568527337090501,7.623962300915049,0.06825947,0.1811978668294965
2025,Abbottabad,27,11.7143,25.1863,84.082,1611498,1256,0,1967,0.75,0.000361668,0,0.000472507,0,8.811677085544009,0.12410812796540859,0,13.602250825008781,0.099286502,2.4143,0.0286,27.2572,29.2372,58.099,31.7676,0,0.019702165,0,0.026472981,0.2204497018099104,0.1869133675783921,0,0.006205406,8.532433798,8.09805535,0.055848657584433865,0.049643251,4.7190666666666665,4.0543,27.2269,25.35008,57.982866666666666,57.288,0.006687944,0.037846037,0.008981829,0.019241956,0.1357876897961008,0.11536195299627647,0.002068469,0.001241081,8.480722077636253,7.909410995,0.076533346,0.1216259654061004
2025,Abbottabad,28,12.2429,22.9709,84.7507,1611498,1256,0,1967,0.75,0.050275002,0,0,0,13.602250825008781,0.099286502,0,13.602250825008781,0.043437844787893004,11.7143,2.4143,25.1863,27.2572,84.082,58.099,0.000361668,0,0.000472507,0,0,0.2204497018099104,0,0,8.811677085544009,8.532433798,0.12410812796540859,0.055848657584433865,8.7905,5.5571600000000005,25.138133333333332,25.5102,75.64389999999999,62.44394,0.016878889999999997,0.043107068,0.000157502,0.011836113999999998,0.073483234,0.11536195299627647,0,0.001241081,10.315453902724878,9.023901984364858,0.093081096,0.085634608
2025,Abbottabad,29,13.2286,23.4229,86.948,1611498,1256,0,1967,0.75,0.000126702,0.2642785926955205,0,0,13.602250825008781,0.043437844787893004,0,11.86473703349306,0.11790272156713816,12.2429,11.7143,22.9709,25.1863,84.7507,84.082,0.050275002,0.000361668,0,0.000472507,0,0,0,0,13.602250825008781,8.811677085544009,0.099286502,0.12410812796540859,12.395266666666666,7.92574,23.860033333333334,25.6149,85.26023333333332,69.12946,0.016921124,0.014093107399999995,0.000157502,0.005389098,0.088092864,0.13432833241676462,0,0.001241081,12.005392911853859,10.529333576585264,0.088944158,0.074464877
2025,Abbottabad,30,12.8,24.2435,85.556,1611498,1256,0,1967,0.75,0,0,0,0,11.86473703349306,0.11790272156713816,0.006205406,12.764520961242273,0.080670283,13.2286,12.2429,23.4229,22.9709,86.948,84.7507,0.000126702,0.050275002,0,0,0.2642785926955205,0,0,0,13.602250825008781,13.602250825008781,0.043437844787893004,0.099286502,12.757166666666668,10.48002,23.545766666666665,24.61616,85.75156666666665,79.88714,0.016800568,0.010152674399999995,0,9.45014e-05,0.088092864,0.096945659,0,0,13.023079561170206,11.282669913335294,0.08687569,0.088116771
2025,Abbottabad,32,2.9,24.2015,82.5443,1611498,1256,0,1967,0.75,0.054282363,0,0,0.006205406,12.764520961242273,0.080670283,0.024821625593081716,9.537709634141649,0.1923675983463833,12.8,13.2286,24.2435,23.4229,85.556,86.948,0,0.000126702,0,0,0,0.2642785926955205,0,0,11.86473703349306,13.602250825008781,0.11790272156713816,0.043437844787893004,9.642866666666668,10.57716,23.955966666666665,24.005020000000002,85.0161,84.77619999999999,0.018136354999999996,0.021009146999999995,0,9.45014e-05,0.088092864,0.052855719,0.002068469,0.001241081,12.743836273248037,12.12908734605938,0.080670283,0.093081096
2025,Abbottabad,33,4.8714,24.4271,86.7134,1611498,1256,0,1967,0.75,0.075420314,0.2835995539316954,0.020195266,0.024821625593081716,9.537709634141649,0.1923675983463833,0.006205406,9.941061050029228,0.018616219,2.9,12.8,24.2015,24.2435,82.5443,85.556,0.054282363,0,0,0,0,0,0.006205406,0,12.764520961242273,11.86473703349306,0.080670283,0.11790272156713816,6.8571333333333335,9.20858,24.2907,23.853180000000002,84.9379,85.30247999999999,0.043234226,0.036020876199999996,0.006731755,0.004039053,0.094533185,0.10957562932544315,0.010342344,0.006205406,11.388989209625661,12.27429385577891,0.130313534,0.10673299005025139
2025,Abbottabad,34,15.7571,22.8968,85.0062,1611498,1256,0,1967,0.75,0.000966339,0,0,0.006205406,9.941061050029228,0.018616219,0.006205406,5.361471128105651,0,4.8714,2.9,24.4271,24.2015,86.7134,82.5443,0.075420314,0.054282363,0.020195266,0,0.2835995539316954,0,0.024821625593081716,0.006205406,9.537709634141649,12.764520961242273,0.1923675983463833,0.080670283,7.842833333333334,9.91142,23.841800000000003,23.83836,84.75463333333333,85.35358,0.043556338666666666,0.026159143599999997,0.006731755,0.004039053,0.094533185,0.10957562932544315,0.012410812796540856,0.007446488,10.747763881804383,11.542055900782998,0.097218034,0.090598933
2025,Abbottabad,36,6.3143,22.0524,82.8205,1611498,1256,0,1967,0.75,0.000126702,0,0,0.006205406,5.361471128105651,0,0.8377298637665079,8.569666236011463,0.099286502,15.7571,4.8714,22.8968,24.4271,85.0062,86.7134,0.000966339,0.075420314,0,0.020195266,0,0.2835995539316954,0.006205406,0.024821625593081716,9.941061050029228,9.537709634141649,0.018616219,0.1923675983463833,8.980933333333335,8.52856,23.125433333333334,23.564259999999997,84.8467,84.52808,0.025504451666666667,0.026159144,0.006731755,0.004039053,0.094533185,0.056719910786339076,0.012410813,0.008687569,8.280080604092175,9.893899961402372,0.070327939,0.081911364
2025,Abbottabad,37,1.0714,23.572,79.8149,1611498,1256,0,1967,0.75,0,0.3640503212282939,0,0.8377298637665079,8.569666236011463,0.099286502,0.006205406,7.6574714954657095,0.13651894076194945,6.3143,15.7571,22.0524,22.8968,82.8205,85.0062,0.000126702,0.000966339,0,0,0,0,0.006205406,0.006205406,5.361471128105651,9.941061050029228,0,0.018616219,7.714266666666667,6.182840000000001,22.8404,23.42996,82.54719999999999,83.37986,0.000364347,0.026159144,0,0.004039053,0.12135010707609796,0.12952997503199787,0.28338022552101627,0.17623354171088018,7.957399471382115,9.234885801906051,0.039300907,0.078188121
2025,Abbottabad,38,1.8571,23.2765,71.7492,1611498,1256,0,1967,0.75,0.093859459,0.3225836082923744,0,0.006205406,7.6574714954657095,0.13651894076194945,0.7570595805889923,7.980152628175771,0.130313534,1.0714,6.3143,23.572,22.0524,79.8149,82.8205,0,0.000126702,0,0,0.3640503212282939,0,0.8377298637665079,0.006205406,8.569666236011463,5.361471128105651,0.099286502,0,3.0809333333333337,5.974259999999999,22.966966666666668,23.24496,78.12819999999999,81.22084,0.03132872,0.034074563,0,0.004039053,0.22887797650688943,0.19404669669047275,0.28338022552101627,0.17623354171088018,7.196202953194276,8.213475908750741,0.078601814,0.089357852
