district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,24,33.2308,58.4974,0.0286
Dadu,24,36.7132,42.9593,0
Ghotki,24,36.6064,36.9831,0
Hyderabad,24,33.3247,58.6292,0.0714
Jacobabad,24,37.5988,31.7091,0
Jamshoro,24,33.1995,59.3276,0
Kamber,24,37.9184,33.6109,0
Karachi Central,24,30.98,70.5265,0.0429
Karachi East,24,30.7694,72.542,0.0429
Karachi Kemari,24,30.7758,73.1878,0.1714
Karachi Korangi,24,30.7615,73.1561,0.1
Karachi Malir,24,31.0428,70.5495,0.1286
Karachi South,24,30.5348,71.4474,0.4143
Karachi West,24,31.0546,70.9145,0.0571
Kashmore,24,36.2938,37.7158,0
Khairpur,24,36.9489,37.298,0
Larkana,24,37.7304,34.7549,0
Matiari,24,33.9835,55.4401,0.1286
Mirpurkhas,24,34.3521,53.6744,0
Naushero Feroze,24,37.0557,40.1904,0
Sanghar,24,34.8281,50.2613,0
Shaheed Benazirabad,24,35.9784,46.7379,0
Shikarpur,24,36.9444,35.5836,0
Sujawal,24,32.2161,64.1868,0.0714
Sukkur,24,36.2366,39.0876,0
Tando Allahyar,24,33.8206,55.9865,0.0429
Tando Muhammad Khan,24,32.9383,60.6574,0.0143
Tharparkar,24,33.4739,55.8418,0.1
Thatta,24,31.8,66.0013,0.0571
Umerkot,24,34.6631,50.9178,0.0286
Barkhan,24,33.0622,25.7701,0.0429
Chagai,24,34.903,10.1597,0
Dera Bugti,24,34.8243,31.1906,0
Gwadar,24,29.3515,87.9479,0
Hub,24,30.9481,69.4353,0.0714
JhalMagsi,24,38.3567,25.2042,0
Kachhi (Bolan),24,33.5884,22.3736,0.0429
Kalat,24,25.083,20.6806,0
Kharan,24,34.8699,16.1939,0
Khuzdar,24,30.7464,33.5334,0
Killa Abdullah,24,31.1627,9.1254,0
Killa Saifullah,24,29.0418,19.1368,0
Kohlu,24,31.6401,25.7257,0.0143
Lasbella,24,29.3243,77.2302,0.5429
Loralai,24,29.3311,23.029,0
Mastung,24,27.2938,17.9656,0
MusaKhel,24,29.9936,22.3055,0
Naseerabad,24,37.8706,32.2516,0
Nushki,24,33.4857,11.6018,0
Panjgur,24,31.4981,40.3486,0
Pishin,24,27.9048,17.4826,0
Quetta,24,27.5486,19.9452,0
Sibi,24,37.5647,24.3706,0
Sohbat pur,24,37.48,33.2934,0
Surab,24,25.5348,23.7811,0
Usta Muhammad,24,37.9451,30.266,0
Washuk,24,28.4866,28.2774,0
Zhob,24,30.2584,19.1605,0
Abbottabad,24,28.0104,30.7585,0.0714
Bajaur,24,27.6783,24.6702,0
Bannu,24,35.8479,17.6274,0
Battagram,24,27.6817,35.5594,0.1857
Buner,24,31.8818,26.6099,0
Charsadda,24,32.6043,31.9536,0
Chitral Lower,24,24.2509,36.1686,0
Chitral Upper,24,24.2509,36.1686,0
D.I. Khan,24,36.0674,28.8731,0
Dir Lower,24,33.4488,30.2122,0
Dir Upper,24,23.7562,37.5216,0
Hangu,24,31.5027,22.4559,0
Haripur,24,31.3095,31.8903,0
Karak,24,35.3807,17.5733,0.0143
Khyber,24,32.5016,21.0862,0
Kohat,24,35.2442,18.4546,0
Kohistan Lower,24,3.5544,79.3225,1.3429
Kohistan Upper,24,3.5544,79.3225,1.3429
Kolai Palas,24,3.5544,79.3225,1.3429
L & C Kurram,24,18.972,38.4612,0.4714
Lakki Marwat,24,34.3528,25.9449,0
Malakand,24,32.9299,21.8882,0
Mansehra,24,27.7338,35.317,0
Mardan,24,31.9847,34.0452,0
Mohmand,24,32.9299,21.8882,0
North Waziristan,24,15.4961,44.8688,2.5
Nowshera,24,33.5073,30.2276,0
Orakzai,24,29.4817,25.3817,0.0143
Peshawar,24,33.5772,27.6835,0.0143
SD Tank,24,36.033,19.545,0
Shangla,24,22.1789,34.7657,0.1143
South Waziristan (Lower),24,32.2819,18.5287,0
SWU,24,32.2819,18.5287,0
Swabi,24,30.8238,39.4927,0
Swat,24,28.576,31.3467,0
Tank,24,36.033,19.545,0
Tor Ghar,24,32.0606,31.8154,0
Upper Kurram,24,18.972,38.4612,0.4714
