district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,43,29.6987,51.6898,0
Dadu,43,28.5995,52.0537,0
Ghotki,43,29.0299,47.5468,0
Hyderabad,43,31.9348,36.115,0
Jacobabad,43,30.5932,34.923,0
Jamshoro,43,32.3063,33.9363,0
Kamber,43,28.8571,47.4826,0
Karachi Central,43,30.1663,62.2403,0.0143
Karachi East,43,30.0914,63.0174,0.0286
Karachi Kemari,43,29.9249,66.2238,0.0286
Karachi Korangi,43,29.9856,65.0152,0.0143
Karachi Malir,43,30.4092,59.8643,0
Karachi South,43,30.6354,49.2969,0
Karachi West,43,30.0111,64.678,0
Kashmore,43,28.8102,48.5131,0
Khairpur,43,30.1998,36.5906,0
Larkana,43,29.8554,41.7302,0
Matiari,43,32.0365,33.9214,0
Mirpurkhas,43,31.692,36.4316,0
Naushero Feroze,43,29.1605,45.2352,0
Sanghar,43,31.0281,41.3838,0
Shaheed Benazirabad,43,30.4415,37.4996,0
Shikarpur,43,29.4674,40.3853,0
Sujawal,43,30.1239,56.5094,0
Sukkur,43,29.6357,40.3424,0
Tando Allahyar,43,31.9069,35.4573,0
Tando Muhammad Khan,43,31.1186,43.287,0
Tharparkar,43,31.1222,42.4608,0
Thatta,43,31.1131,51.8547,0
Umerkot,43,29.7199,47.0617,0
Barkhan,43,25.8482,32.8212,0
Chagai,43,26.3271,23.3885,0
Dera Bugti,43,28.7874,33.5805,0
Gwadar,43,27.1464,86.8181,0
Hub,43,30.3618,55.5612,0
JhalMagsi,43,29.9564,39.2445,0
Kachhi (Bolan),43,26.4846,29.4747,0
Kalat,43,17.6196,34.2183,0
Kharan,43,26.5318,24.7973,0
Khuzdar,43,23.9127,32.5101,0
Killa Abdullah,43,22.6856,23.3539,0
Killa Saifullah,43,20.86,31.4638,0
Kohlu,43,24.2199,32.8995,0
Lasbella,43,29.4323,56.6685,0.0143
Loralai,43,21.5808,33.0026,0
Mastung,43,19.0902,35.5176,0
MusaKhel,43,21.9016,33.9182,0
Naseerabad,43,29.9986,38.3708,0
Nushki,43,24.68,24.7439,0
Panjgur,43,25.3394,36.5472,0
Pishin,43,19.795,31.4899,0
Quetta,43,19.8304,34.0682,0.0143
Sibi,43,29.0977,36.2989,0
Sohbat pur,43,30.0723,36.7901,0
Surab,43,18.2919,34.8776,0
Usta Muhammad,43,28.7832,44.9362,0
Washuk,43,21.5777,32.1069,0
Zhob,43,21.8569,34.6213,0
Abbottabad,43,19.9301,54.2137,0.0143
Bajaur,43,18.6762,44.5902,0.4
Bannu,43,25.824,49.6044,0.2857
Battagram,43,19.5094,52.5414,0.3429
Buner,43,22.1431,53.6185,0.1286
Charsadda,43,22.5516,67.2261,1.0714
Chitral Lower,43,17.1494,51.1304,2.3857
Chitral Upper,43,17.1494,51.1304,2.3857
D.I. Khan,43,26.5788,61.0922,0.0143
Dir Lower,43,23.6655,61.6869,0.5
Dir Upper,43,15.542,52.0504,0.4571
Hangu,43,21.9979,51.1082,0.4
Haripur,43,21.3774,62.1213,0
Karak,43,25.6057,47.8727,0.2571
Khyber,43,22.2118,47.7302,0.6143
Kohat,43,24.5745,47.9657,2.0571
Kohistan Lower,43,-0.6337,73.1153,0
Kohistan Upper,43,-0.6337,73.1153,0
Kolai Palas,43,-0.6337,73.1153,0
L & C Kurram,43,10.5666,68.8967,0.3857
Lakki Marwat,43,25.2317,58.254,0.0714
Malakand,43,22.7361,48.041,0.0857
Mansehra,43,18.7936,59.2287,0
Mardan,43,21.6642,70.1178,0.4571
Mohmand,43,22.7361,48.041,0.0857
North Waziristan,43,8.889,65.2555,0.5857
Nowshera,43,23.724,61.6993,0.5
Orakzai,43,20.4489,53.0769,0.5286
Peshawar,43,23.6505,58.5717,0.2714
SD Tank,43,26.7711,47.2517,0
Shangla,43,14.8893,51.4403,2.2143
South Waziristan (Lower),43,22.9548,45.9533,0
SWU,43,22.9548,45.9533,0
Swabi,43,21.4301,71.5441,0.1714
Swat,43,19.0301,58.8786,1.2
Tank,43,26.7711,47.2517,0
Tor Ghar,43,21.6618,64.8871,0.0429
Upper Kurram,43,10.5666,68.8967,0.3857
