district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,23,33.066,56.7739,0
Dadu,23,36.0194,43.7473,0.1429
Ghotki,23,35.8353,39.3751,0.2143
Hyderabad,23,33.0518,57.9188,0.0286
Jacobabad,23,36.509,35.2139,0.1
Jamshoro,23,32.9569,58.4435,0.0571
Kamber,23,37.1967,35.2058,0.0429
Karachi Central,23,30.4639,71.0801,0
Karachi East,23,30.334,72.3914,0.0286
Karachi Kemari,23,30.2891,73.3552,0.0857
Karachi Korangi,23,30.3109,73.0075,0.0286
Karachi Malir,23,30.5729,70.7968,0
Karachi South,23,30.1676,71.1624,0.2
Karachi West,23,30.5013,71.9035,0.0143
Kashmore,23,35.5075,39.6124,0.3
Khairpur,23,36.1935,38.8453,0.1143
Larkana,23,37.0304,35.6835,0.1286
Matiari,23,33.6811,54.8457,0.0286
Mirpurkhas,23,33.8911,53.8698,0.0286
Naushero Feroze,23,36.3998,40.728,0.0714
Sanghar,23,34.4638,50.0325,0.1143
Shaheed Benazirabad,23,35.5248,45.7324,0.0143
Shikarpur,23,36.2328,37.3642,0.0857
Sujawal,23,31.8006,63.3595,0.0571
Sukkur,23,35.7312,40.2804,0.5143
Tando Allahyar,23,33.4143,55.8544,0.0429
Tando Muhammad Khan,23,32.5552,60.1642,0.0857
Tharparkar,23,33.4177,53.791,0
Thatta,23,31.4429,65.2511,0
Umerkot,23,34.5045,49.6026,0
Barkhan,23,31.197,32.5863,0.4714
Chagai,23,33.6958,9.701,0
Dera Bugti,23,32.9294,37.8251,0.8857
Gwadar,23,29.4655,87.0627,0
Hub,23,30.5094,69.6046,0.0143
JhalMagsi,23,37.1374,31.601,0
Kachhi (Bolan),23,32.3652,25.3223,0
Kalat,23,24.4449,15.2275,0
Kharan,23,34.522,11.5253,0
Khuzdar,23,30.3877,32.8441,0
Killa Abdullah,23,29.0388,10.2247,0.0286
Killa Saifullah,23,27.4972,24.3568,0
Kohlu,23,29.552,32.28,0.6143
Lasbella,23,28.9368,77.769,0.4571
Loralai,23,27.6683,27.9383,0.0429
Mastung,23,26.2947,16.4611,0
MusaKhel,23,27.8695,29.6104,0.2143
Naseerabad,23,36.8286,34.7948,0.3
Nushki,23,31.9821,10.5144,0
Panjgur,23,31.6001,31.501,0
Pishin,23,26.4194,17.6053,0.0143
Quetta,23,26.2971,19.2067,0
Sibi,23,36.4078,28.7598,0.0429
Sohbat pur,23,36.4881,36.1747,0.0714
Surab,23,24.8187,24.2769,0.0429
Usta Muhammad,23,37.0207,33.7362,0.1143
Washuk,23,28.4414,18.8968,0
Zhob,23,27.8227,26.7636,0
Abbottabad,23,24.0435,43.3903,2.4714
Bajaur,23,23.1452,37.2545,0.4714
Bannu,23,32.4928,28.0685,0.0571
Battagram,23,23.4656,49.0688,2.8571
Buner,23,27.2452,38.0178,0.2714
Charsadda,23,30.2513,35.9347,0.1429
Chitral Lower,23,19.8181,53.1412,0.8429
Chitral Upper,23,19.8181,53.1412,0.8429
D.I. Khan,23,33.8204,31.2777,0.0857
Dir Lower,23,30.4682,36.1272,0.0143
Dir Upper,23,20.1321,47.9845,0.7429
Hangu,23,27.6208,35.8269,0.5429
Haripur,23,27.7896,41.0573,2.5857
Karak,23,31.2423,28.9762,0.1429
Khyber,23,29.1326,30.7187,0.0429
Kohat,23,30.926,28.6502,0.0714
Kohistan Lower,23,1.5469,82.1072,0.5286
Kohistan Upper,23,1.5469,82.1072,0.5286
Kolai Palas,23,1.5469,82.1072,0.5286
L & C Kurram,23,15.4976,54.9653,2.1143
Lakki Marwat,23,31.4495,33.9281,0
Malakand,23,28.7772,31.99,0.4143
Mansehra,23,23.8573,45.739,1.5429
Mardan,23,29.7029,36.6016,0.1571
Mohmand,23,28.7772,31.99,0.4143
North Waziristan,23,12.1259,61.1003,8.7857
Nowshera,23,30.5267,36.1425,0.0143
Orakzai,23,25.7808,39.169,0.7857
Peshawar,23,30.9091,32.0161,0.1429
SD Tank,23,33.3392,27.7643,0
Shangla,23,17.1205,49.0345,4.2857
South Waziristan (Lower),23,28.8447,30.0072,0.0143
SWU,23,28.8447,30.0072,0.0143
Swabi,23,27.9953,44.3239,0.0286
Swat,23,24.8537,39.3961,0.7143
Tank,23,33.3392,27.7643,0
Tor Ghar,23,28.6903,39.6224,2
Upper Kurram,23,15.4976,54.9653,2.1143
