district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,22,34.0112,60.3737,0
Dadu,22,39.6899,19.4615,0
Ghotki,22,40.0132,17.2898,0
Hyderabad,22,36.0753,49.719,0
Jacobabad,22,40.3426,12.4887,0
Jamshoro,22,35.8852,50.4547,0
Kamber,22,40.3342,13.9729,0
Karachi Central,22,32.2217,68.8544,0
Karachi East,22,31.8504,71.8298,0
Karachi Kemari,22,31.5987,72.9688,0
Karachi Korangi,22,31.7156,72.6069,0
Karachi Malir,22,32.3419,68.8362,0
Karachi South,22,32.3613,66.2745,0
Karachi West,22,32.2105,69.2594,0
Kashmore,22,39.8221,17.0146,0
Khairpur,22,39.6611,19.2172,0
Larkana,22,40.1827,14.9744,0
Matiari,22,36.9904,44.8371,0
Mirpurkhas,22,37.0271,45.6702,0
Naushero Feroze,22,39.4426,22.6749,0
Sanghar,22,37.1209,43.6714,0
Shaheed Benazirabad,22,39.2031,28.3291,0
Shikarpur,22,40.0689,15.0013,0
Sujawal,22,33.1804,65.3728,0
Sukkur,22,39.8416,18.5217,0
Tando Allahyar,22,36.686,47.1485,0
Tando Muhammad Khan,22,35.0282,56.0907,0.0286
Tharparkar,22,34.5031,55.9145,0
Thatta,22,33.0542,65.8732,0
Umerkot,22,36.0836,49.0382,0
Barkhan,22,34.6185,10.6867,0
Chagai,22,33.6316,9.1385,0
Dera Bugti,22,37.9559,11.5971,0
Gwadar,22,30.5253,85.4239,0
Hub,22,32.2945,67.4753,0
JhalMagsi,22,40.5052,8.8345,0
Kachhi (Bolan),22,34.8863,8.2289,0
Kalat,22,23.8408,13.6211,0
Kharan,22,34.0732,9.442,0
Khuzdar,22,31.3618,10.6337,0
Killa Abdullah,22,28.7755,10.432,0
Killa Saifullah,22,28.6564,11.5196,0
Kohlu,22,33.0651,10.8255,0
Lasbella,22,31.6255,66.6296,0
Loralai,22,30.1591,10.6816,0
Mastung,22,26.2956,12.0179,0
MusaKhel,22,30.429,11.6196,0
Naseerabad,22,40.2316,13.205,0
Nushki,22,31.2243,10.3396,0
Panjgur,22,32.7207,10.7396,0
Pishin,22,26.8727,12.7143,0
Quetta,22,27.0164,12.1503,0
Sibi,22,39.4599,9.6257,0
Sohbat pur,22,40.0759,13.3773,0
Surab,22,25.622,11.5642,0
Usta Muhammad,22,40.0773,11.9812,0
Washuk,22,28.3619,11.2952,0
Zhob,22,29.8182,12.159,0
Abbottabad,22,27.5021,22.6969,0
Bajaur,22,25.6235,19.4433,0
Bannu,22,35.7987,11.6948,0
Battagram,22,27.1376,27.6146,0
Buner,22,30.7607,19.9594,0
Charsadda,22,34.3469,16.7609,0
Chitral Lower,22,20.5973,37.6504,0.0857
Chitral Upper,22,20.5973,37.6504,0.0857
D.I. Khan,22,36.1207,18.1765,0
Dir Lower,22,34.0378,16.7147,0
Dir Upper,22,22.1277,31.9188,0.0714
Hangu,22,30.353,17.6668,0
Haripur,22,30.1524,25.2228,0
Karak,22,35.1447,10.228,0
Khyber,22,33.757,10.1409,0
Kohat,22,34.709,9.489,0
Kohistan Lower,22,2.6478,67.2189,0.1714
Kohistan Upper,22,2.6478,67.2189,0.1714
Kolai Palas,22,2.6478,67.2189,0.1714
L & C Kurram,22,17.7845,31.4386,0.0143
Lakki Marwat,22,33.8358,18.4348,0
Malakand,22,32.001,14.7969,0
Mansehra,22,27.1466,27.3878,0
Mardan,22,32.6663,20.6184,0
Mohmand,22,32.001,14.7969,0
North Waziristan,22,14.8003,32.5881,0.0714
Nowshera,22,34.0963,16.7276,0
Orakzai,22,28.0567,21.6222,0
Peshawar,22,34.6847,13.3655,0
SD Tank,22,35.699,13.6482,0
Shangla,22,21.3803,27.5966,0.1857
South Waziristan (Lower),22,31.7524,13.3837,0
SWU,22,31.7524,13.3837,0
Swabi,22,30.1735,30.33,0
Swat,22,27.1593,26.1164,0
Tank,22,35.699,13.6482,0
Tor Ghar,22,31.46,24.0434,0
Upper Kurram,22,17.7845,31.4386,0.0143
