district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,44,27.9094,55.6604,0
Dadu,44,27.8617,57.4011,0
Ghotki,44,27.8296,52.4139,0
Hyderabad,44,29.2741,50.8722,0
Jacobabad,44,28.8143,45.3236,0
Jamshoro,44,29.2754,51.5839,0
Kamber,44,28.0619,51.2288,0
Karachi Central,44,27.3309,74.9962,0
Karachi East,44,27.3962,74.962,0
Karachi Kemari,44,27.5082,75.9346,0
Karachi Korangi,44,27.4148,75.7404,0
Karachi Malir,44,27.4407,74.2411,0
Karachi South,44,27.2676,70.9969,0
Karachi West,44,27.3412,76.1061,0
Kashmore,44,27.4756,54.3432,0
Khairpur,44,28.823,44.242,0
Larkana,44,28.9062,46.2792,0
Matiari,44,29.5398,47.1855,0
Mirpurkhas,44,29.6384,42.8928,0
Naushero Feroze,44,28.2429,51.6823,0
Sanghar,44,29.1465,41.6294,0
Shaheed Benazirabad,44,29.3843,47.8921,0
Shikarpur,44,28.3721,46.9562,0
Sujawal,44,27.5887,67.0171,0
Sukkur,44,28.089,48.3511,0
Tando Allahyar,44,29.5069,46.0799,0
Tando Muhammad Khan,44,28.8493,54.0048,0
Tharparkar,44,29.1662,40.7142,0
Thatta,44,28.0902,65.9934,0
Umerkot,44,27.8914,44.9469,0
Barkhan,44,23.9107,45.5511,0
Chagai,44,23.4557,25.6682,0
Dera Bugti,44,26.2124,48.1397,0
Gwadar,44,26.5726,87.9346,0
Hub,44,27.2829,72.803,0
JhalMagsi,44,28.288,45.6785,0
Kachhi (Bolan),44,25.1747,30.6936,0
Kalat,44,16.7765,27.7249,0
Kharan,44,23.9541,26.1224,0
Khuzdar,44,22.9133,27.2139,0
Killa Abdullah,44,20.9734,24.9471,0
Killa Saifullah,44,20.4502,24.0571,0
Kohlu,44,22.3303,43.8312,0
Lasbella,44,26.4413,76.6693,0
Loralai,44,20.8847,26.8243,0
Mastung,44,18.0033,31.1454,0
MusaKhel,44,20.5537,33.0929,0
Naseerabad,44,28.6265,46.4646,0
Nushki,44,22.7723,25.5439,0
Panjgur,44,23.1644,34.6049,0
Pishin,44,18.6117,28.7438,0
Quetta,44,19.4367,27.0639,0
Sibi,44,27.0135,45.8527,0
Sohbat pur,44,28.5256,46.0622,0
Surab,44,17.8589,25.4723,0
Usta Muhammad,44,27.6529,51.5557,0
Washuk,44,20.1509,31.7173,0
Zhob,44,20.8572,27.49,0
Abbottabad,44,19.3384,60.4715,0.0143
Bajaur,44,18.5006,41.5717,0
Bannu,44,23.4883,62.0385,0
Battagram,44,18.1987,65.4858,0.1
Buner,44,20.5538,63.2837,0.6714
Charsadda,44,20.6296,77.3409,2.6857
Chitral Lower,44,16.769,50.316,2.2286
Chitral Upper,44,16.769,50.316,2.2286
D.I. Khan,44,24.1249,70.4093,0
Dir Lower,44,21.2926,79.0375,0.3857
Dir Upper,44,15.5875,48.8244,0.5286
Hangu,44,20.3354,62.92,0.0429
Haripur,44,19.3149,75.1569,0.0143
Karak,44,22.783,61.7846,0.0143
Khyber,44,21.0005,56.846,0
Kohat,44,22.3385,64.9644,0.0571
Kohistan Lower,44,-0.6233,71.0678,0.0143
Kohistan Upper,44,-0.6233,71.0678,0.0143
Kolai Palas,44,-0.6233,71.0678,0.0143
L & C Kurram,44,9.8473,71.5614,0.0429
Lakki Marwat,44,23.1049,67.6811,0
Malakand,44,21.1808,57.9369,0
Mansehra,44,16.9073,72.4758,0.1286
Mardan,44,19.5535,80.9968,1.2143
Mohmand,44,21.1808,57.9369,0
North Waziristan,44,10.0154,53.6065,0.1
Nowshera,44,21.3511,79.0452,0.3857
Orakzai,44,18.6132,64.8508,0.0286
Peshawar,44,22.0186,69.0439,0.3429
SD Tank,44,24.1407,58.7149,0
Shangla,44,14.5553,52.7841,0.3571
South Waziristan (Lower),44,20.7259,51.8578,0
SWU,44,20.7259,51.8578,0
Swabi,44,19.4316,80.2676,0.2429
Swat,44,17.7162,63.969,0.6143
Tank,44,24.1407,58.7149,0
Tor Ghar,44,19.4582,75.6763,0.0143
Upper Kurram,44,9.8473,71.5614,0.0429
