district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,31,29.7314,79.7564,7.2571
Dadu,31,33.0036,68.3992,10.2
Ghotki,31,33.5912,66.6776,9.5714
Hyderabad,31,30.7568,76.04,5.0429
Jacobabad,31,34.656,62.3267,11.9571
Jamshoro,31,30.62,77.4766,6.9857
Kamber,31,34.1786,63.8658,7.7286
Karachi Central,31,29.588,81.2674,4.8429
Karachi East,31,29.5995,81.8806,5.8
Karachi Kemari,31,29.7138,81.4556,3.8
Karachi Korangi,31,29.6409,81.8617,4.1714
Karachi Malir,31,29.5797,81.8275,4.5143
Karachi South,31,28.9417,84.5913,5.9714
Karachi West,31,29.8218,80.6242,5.0429
Kashmore,31,33.617,66.5811,11.3571
Khairpur,31,33.6046,65.9996,13.4714
Larkana,31,34.033,64.3406,9.6571
Matiari,31,30.9222,75.419,10.1
Mirpurkhas,31,30.8363,76.207,8.2
Naushero Feroze,31,32.7959,69.8437,10.8429
Sanghar,31,30.6471,78.2043,7.2714
Shaheed Benazirabad,31,31.9602,72.4402,12.5
Shikarpur,31,33.484,67.2989,10.4429
Sujawal,31,29.9334,79.433,7.9714
Sukkur,31,33.1527,67.8194,13.0286
Tando Allahyar,31,30.5593,77.453,12.1
Tando Muhammad Khan,31,30.4234,77.2045,6.1
Tharparkar,31,29.326,82.4344,9.8143
Thatta,31,29.7664,81.1461,6.9
Umerkot,31,30.4809,76.8359,6.9857
Barkhan,31,29.5116,71.3985,6.3714
Chagai,31,36.4857,29.4867,0.0286
Dera Bugti,31,31.5032,71.6187,11.3429
Gwadar,31,29.0065,86.3896,0.7857
Hub,31,29.2505,82.3997,3.8429
JhalMagsi,31,35.3475,60.3214,6.4429
Kachhi (Bolan),31,30.6875,68.1684,3.4857
Kalat,31,26.125,53.7986,3.5571
Kharan,31,35.3419,43.2877,0.0714
Khuzdar,31,28.9041,67.6681,1.8857
Killa Abdullah,31,34.1829,27.5047,0.0143
Killa Saifullah,31,28.6359,56.9142,2.4857
Kohlu,31,28.8586,69.6058,6.9571
Lasbella,31,28.8734,84.0426,7.2429
Loralai,31,27.8174,65.6557,2.9429
Mastung,31,28.3726,56.3025,0.1857
MusaKhel,31,27.6365,67.1048,4.2
Naseerabad,31,34.7792,61.7512,8.3714
Nushki,31,35.6871,32.3651,0
Panjgur,31,29.282,66.945,1.5
Pishin,31,31.1087,41.8254,0.9429
Quetta,31,28.5876,55.688,0.2857
Sibi,31,35.1623,60.4226,9.9571
Sohbat pur,31,34.3768,63.5222,11.2429
Surab,31,24.6348,69.5739,3.4143
Usta Muhammad,31,34.9618,60.6698,12.1429
Washuk,31,27.1548,61.3541,0.7857
Zhob,31,28.8947,60.2898,2.6
Abbottabad,31,25.1902,86.843,12.9714
Bajaur,31,25.2235,77.047,5.9714
Bannu,31,31.3172,72.9372,9.5714
Battagram,31,26.3662,83.1601,9.0571
Buner,31,27.95,80.5303,11.7429
Charsadda,31,29.6698,79.4707,12.8714
Chitral Lower,31,27.5262,62.7351,1.5429
Chitral Upper,31,27.5262,62.7351,1.5429
D.I. Khan,31,32.3996,72.8518,9.6429
Dir Lower,31,30.0098,80.0314,9.4286
Dir Upper,31,25.1652,76.5722,6.0857
Hangu,31,27.8446,80.2069,6.3
Haripur,31,28.9408,81.8672,14.1857
Karak,31,29.3726,78.6194,9.6571
Khyber,31,27.7019,79.2245,9.7429
Kohat,31,29.3421,77.1769,9.0143
Kohistan Lower,31,11.0585,85.8504,4.6143
Kohistan Upper,31,11.0585,85.8504,4.6143
Kolai Palas,31,11.0585,85.8504,4.6143
L & C Kurram,31,19.8955,85.7191,3.3429
Lakki Marwat,31,31.6084,72.7378,4.7429
Malakand,31,27.8629,79.754,13
Mansehra,31,26.079,82.7339,13.7429
Mardan,31,29.4002,80.8777,12.1286
Mohmand,31,27.8629,79.754,13
North Waziristan,31,18.2,78.2117,1.4143
Nowshera,31,30.0683,80.0388,9.4286
Orakzai,31,26.8632,80.8979,5.6857
Peshawar,31,29.8278,77.4596,9.2714
SD Tank,31,32.3616,69.9975,6.6
Shangla,31,20.5036,88.1388,9.9857
South Waziristan (Lower),31,29.4238,69.1014,1.1429
SWU,31,29.4238,69.1014,1.1429
Swabi,31,29.1667,81.5304,11.4714
Swat,31,27.0644,80.549,5.9714
Tank,31,32.3616,69.9975,6.6
Tor Ghar,31,29.0162,81.3284,14.3714
Upper Kurram,31,19.8955,85.7191,3.3429
