district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,26,34.0469,62.0764,1.4857
Dadu,26,37.9331,37.9941,0
Ghotki,26,37.5888,41.0263,0
Hyderabad,26,35.8348,51.1047,0.2
Jacobabad,26,38.0506,37.611,0
Jamshoro,26,35.704,51.6568,0.3
Kamber,26,38.7982,34.3357,0
Karachi Central,26,32.6199,68.4134,1.5714
Karachi East,26,32.12,72.2103,1.3571
Karachi Kemari,26,32.0969,71.8917,1.2571
Karachi Korangi,26,32.1704,71.7589,1.1571
Karachi Malir,26,32.755,68.1461,1.5286
Karachi South,26,32.8884,65.0252,0.5
Karachi West,26,32.5483,69.4277,2.0857
Kashmore,26,36.8143,43.8974,0
Khairpur,26,38.0614,38.4851,0
Larkana,26,38.5557,35.7867,0
Matiari,26,35.9817,50.1256,0.3
Mirpurkhas,26,35.5527,53.3746,0.9143
Naushero Feroze,26,37.6123,39.9053,0
Sanghar,26,35.3349,54.5348,1.2571
Shaheed Benazirabad,26,37.265,42.2673,0.0857
Shikarpur,26,37.7168,39.2236,0
Sujawal,26,33.631,64.9824,2.3857
Sukkur,26,37.3857,41.147,0
Tando Allahyar,26,35.6542,52.7007,1.3
Tando Muhammad Khan,26,34.8948,57.6069,1.9143
Tharparkar,26,33.176,66.0773,3.5571
Thatta,26,33.4468,65.1972,0.6571
Umerkot,26,34.4619,58.6473,2.0429
Barkhan,26,33.2655,39.0234,0.1
Chagai,26,36.2792,17.2716,0
Dera Bugti,26,35.8205,38.2632,0.0714
Gwadar,26,30.0131,88.2014,0
Hub,26,32.7112,66.7424,0.4
JhalMagsi,26,39.5436,30.1799,0
Kachhi (Bolan),26,34.1533,33.7376,0
Kalat,26,26.4866,31.1949,0
Kharan,26,36.7916,20.1605,0
Khuzdar,26,31.7615,36.0828,0
Killa Abdullah,26,32.4025,17.5796,0
Killa Saifullah,26,29.3892,36.3337,0
Kohlu,26,31.405,41.1997,0.1143
Lasbella,26,31.6457,70.5474,0.1857
Loralai,26,29.4064,39.8107,0.0286
Mastung,26,28.4229,33.2995,0
MusaKhel,26,29.107,42.7677,0.2143
Naseerabad,26,38.506,35.4296,0
Nushki,26,34.749,18.9811,0
Panjgur,26,33.4126,30.7887,0
Pishin,26,29.8465,28.3476,0
Quetta,26,28.7191,33.7503,0
Sibi,26,38.6905,33.5604,0
Sohbat pur,26,38.1494,37.1432,0
Surab,26,26.3041,38.4438,0
Usta Muhammad,26,38.8341,33.7288,0
Washuk,26,29.5369,32.0783,0
Zhob,26,29.7744,39.1541,0
Abbottabad,26,28.0694,50.1756,0.9143
Bajaur,26,28.1137,41.2632,0.1571
Bannu,26,35.6717,36.0496,0
Battagram,26,28.3085,52.2042,1.3571
Buner,26,31.7294,44.3726,0.2571
Charsadda,26,34.4085,40.3975,0
Chitral Lower,26,26.5628,42.0141,0.3
Chitral Upper,26,26.5628,42.0141,0.3
D.I. Khan,26,36.0642,42.8412,0.1571
Dir Lower,26,34.8208,41.8275,0.2571
Dir Upper,26,25.6946,49.5526,0.1143
Hangu,26,32.0866,38.9305,0.0429
Haripur,26,32.5568,45.2988,0.1286
Karak,26,35.3411,34.6216,0.0286
Khyber,26,33.2835,36.1054,0
Kohat,26,35.2525,33.502,0.0143
Kohistan Lower,26,7.469,80.9829,3.2714
Kohistan Upper,26,7.469,80.9829,3.2714
Kolai Palas,26,7.469,80.9829,3.2714
L & C Kurram,26,19.6035,59.7136,0.3429
Lakki Marwat,26,34.6337,42.7923,0
Malakand,26,33.0326,37.612,0.0286
Mansehra,26,28.316,51.5987,0.2143
Mardan,26,33.7469,43.1122,0
Mohmand,26,33.0326,37.612,0.0286
North Waziristan,26,16.5395,61.4106,1.9714
Nowshera,26,34.8793,41.8423,0.2571
Orakzai,26,30.173,42.4037,0.2
Peshawar,26,35.1576,36.5918,0
SD Tank,26,35.7565,38.5162,0
Shangla,26,22.3756,53.4359,2.0714
South Waziristan (Lower),26,31.5759,39.0311,0
SWU,26,31.5759,39.0311,0
Swabi,26,32.8628,49.0043,1.5571
Swat,26,29.7447,47.6788,1.5
Tank,26,35.7565,38.5162,0
Tor Ghar,26,33.0704,44.7383,0.1857
Upper Kurram,26,19.6035,59.7136,0.3429
