district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,35,28.0245,81.7304,26.7
Dadu,35,29.1878,78.8469,12.4778
Ghotki,35,30.3916,72.3269,4.2
Hyderabad,35,28.8243,78.1478,14.6
Jacobabad,35,30.2491,74.4796,9.2889
Jamshoro,35,28.7296,79.062,14.1
Kamber,35,29.5328,79.1056,16.0889
Karachi Central,35,28.0836,80.9212,14.4222
Karachi East,35,28.1235,81.2619,19.9222
Karachi Kemari,35,28.1542,81.8909,14.5556
Karachi Korangi,35,28.143,81.6624,16.6444
Karachi Malir,35,28.1559,80.6697,17.1111
Karachi South,35,27.4554,82.5654,11.0556
Karachi West,35,28.2091,81.2318,12.4444
Kashmore,35,30.2335,73.0058,1.9222
Khairpur,35,29.9704,75.242,4.9667
Larkana,35,29.7644,77.359,9.5556
Matiari,35,28.9521,77.8458,13.7778
Mirpurkhas,35,28.9907,77.3038,11.3444
Naushero Feroze,35,29.0834,80.5919,16.6556
Sanghar,35,28.6804,79.9196,13.4889
Shaheed Benazirabad,35,28.8632,81.4524,14.7778
Shikarpur,35,29.9961,75.2456,6.5667
Sujawal,35,27.9565,82.0081,20.4556
Sukkur,35,30.063,74.4935,8.1556
Tando Allahyar,35,28.8293,77.7906,13.1778
Tando Muhammad Khan,35,28.5802,79.0264,17.7
Tharparkar,35,27.8313,82.6859,19.3222
Thatta,35,28.1668,80.7467,19.4111
Umerkot,35,28.4457,79.2778,11.2111
Barkhan,35,25.5323,78.8689,4.9111
Chagai,35,32.5017,19.2085,0.0333
Dera Bugti,35,27.5569,79.1927,6.3889
Gwadar,35,27.4365,88.9563,0.9222
Hub,35,27.9016,80.3906,14.3
JhalMagsi,35,29.5164,78.3045,22.4667
Kachhi (Bolan),35,26.2652,76.6541,11.4
Kalat,35,22.1837,50.1151,1.6778
Kharan,35,32.4314,29.1121,0.6667
Khuzdar,35,24.0526,75.4804,1.7333
Killa Abdullah,35,29.038,30.0147,0.5111
Killa Saifullah,35,23.9328,66.7359,3.1333
Kohlu,35,24.6022,76.8906,4.4333
Lasbella,35,27.3564,82.1621,6
Loralai,35,23.1524,74.8812,2.9889
Mastung,35,23.8065,60.278,2.8667
MusaKhel,35,22.9333,78.02,1.2444
Naseerabad,35,29.8892,76.7998,15.9333
Nushki,35,30.555,31.5602,0.6778
Panjgur,35,29.2317,39.1735,0.1333
Pishin,35,26.711,42.3134,1.1444
Quetta,35,24.3681,58.5464,2.3222
Sibi,35,29.625,79.7,7.5889
Sohbat pur,35,30.0568,75.1908,9.9111
Surab,35,20.2868,69.4432,5.4444
Usta Muhammad,35,29.5871,79.304,18.4444
Washuk,35,24.78,42.5489,0.7222
Zhob,35,24.8885,64.2314,1.6111
Abbottabad,35,23.5303,81.1787,12.6444
Bajaur,35,24.3741,60.1493,0.6
Bannu,35,28.4147,73.1792,3.6889
Battagram,35,23.6543,79.8694,6.6111
Buner,35,26.0836,77.0414,3.7333
Charsadda,35,27.5272,78.4655,6.5556
Chitral Lower,35,23.5412,62.0616,2.6667
Chitral Upper,35,23.5412,62.0616,2.6667
D.I. Khan,35,29.0015,79.3021,8.4111
Dir Lower,35,28.0834,76.0737,8.3333
Dir Upper,35,23.152,63.4764,0.9111
Hangu,35,25.3686,75.8516,2.9222
Haripur,35,26.4012,80.8991,10.4333
Karak,35,26.9459,76.6291,2.2778
Khyber,35,25.7753,74.6256,3.2778
Kohat,35,27.4214,73.5129,4.5444
Kohistan Lower,35,7.0084,84.2407,6.4889
Kohistan Upper,35,7.0084,84.2407,6.4889
Kolai Palas,35,7.0084,84.2407,6.4889
L & C Kurram,35,16.3774,82.7495,2.5111
Lakki Marwat,35,28.5336,75.6881,3.6
Malakand,35,26.3287,73.8359,4.4
Mansehra,35,23.6389,79.3015,9.9667
Mardan,35,27.5328,78.5197,3.6222
Mohmand,35,26.3287,73.8359,4.4
North Waziristan,35,14.4015,79.9039,3.6778
Nowshera,35,28.1419,76.0824,8.3333
Orakzai,35,24.1121,77.1597,3.3111
Peshawar,35,27.6253,76.0556,5.8889
SD Tank,35,28.7525,74.6533,15.0111
Shangla,35,18.7705,74.9946,3.2
South Waziristan (Lower),35,25.7929,70.6228,1.0556
SWU,35,25.7929,70.6228,1.0556
Swabi,35,26.9207,81.0058,3.0333
Swat,35,24.9059,76.5146,4.4333
Tank,35,28.7525,74.6533,15.0111
Tor Ghar,35,26.6568,80.1452,5.5556
Upper Kurram,35,16.3774,82.7495,2.5111
