district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,28,32.1044,70.4799,6.1143
Dadu,28,36.4024,50.44,0.5714
Ghotki,28,36.9814,47.7226,1.3571
Hyderabad,28,32.6321,69.4372,1.1571
Jacobabad,28,37.5128,45.1502,1.6857
Jamshoro,28,32.4251,71.0314,0.2857
Kamber,28,37.8714,45.0993,0.8
Karachi Central,28,31.3532,75.2806,0.6286
Karachi East,28,31.0968,77.4155,0.7857
Karachi Kemari,28,31.2909,76.5188,0.8429
Karachi Korangi,28,31.1894,77.0827,0.8571
Karachi Malir,28,31.3497,75.7403,0.4714
Karachi South,28,30.7964,77.1461,2.2714
Karachi West,28,31.5736,74.7509,0.6
Kashmore,28,36.7146,48.4551,0.8571
Khairpur,28,36.7504,48.8186,0.7429
Larkana,28,37.4929,46.325,0.2143
Matiari,28,33.0368,66.9272,1.3571
Mirpurkhas,28,33.208,65.7626,2.6571
Naushero Feroze,28,36.4929,50.1929,0.2286
Sanghar,28,33.6447,63.9618,1.6571
Shaheed Benazirabad,28,35.3129,55.7106,0.5429
Shikarpur,28,36.8748,48.0251,2.9143
Sujawal,28,31.8286,72.4312,3.2286
Sukkur,28,36.522,49.4358,2.1143
Tando Allahyar,28,32.792,68.0577,3.2143
Tando Muhammad Khan,28,32.3499,70.3583,3.2286
Tharparkar,28,32.14,68.8514,0.8857
Thatta,28,31.5465,74.6186,1.4571
Umerkot,28,33.2399,64.5784,0.8286
Barkhan,28,31.5679,52.0265,0.4
Chagai,28,35.7289,13.7972,0
Dera Bugti,28,34.0931,51.1716,0.4714
Gwadar,28,29.4589,87.5101,0
Hub,28,31.1165,75.8002,1.2429
JhalMagsi,28,37.6067,46.8569,1.4429
Kachhi (Bolan),28,31.8944,50.7665,0.6
Kalat,28,26.3824,33.3276,0
Kharan,28,36.2172,20.7034,0
Khuzdar,28,30.8946,46.7172,0.2286
Killa Abdullah,28,31.9972,17.4247,0
Killa Saifullah,28,28.3383,49.9888,0.3143
Kohlu,28,29.5258,57.1501,2.6143
Lasbella,28,30.0567,80.4924,3.8286
Loralai,28,27.9716,55.261,0.1714
Mastung,28,27.9101,41.7983,0.0286
MusaKhel,28,27.312,59.6817,2.0714
Naseerabad,28,37.8566,44.5937,0.1286
Nushki,28,34.3726,19.334,0
Panjgur,28,32.701,36.1637,0
Pishin,28,29.4126,34.8291,0
Quetta,28,28.151,42.7434,0
Sibi,28,36.0733,51.0771,1.5
Sohbat pur,28,37.3663,46.139,1.5286
Surab,28,25.6348,48.6252,0.2
Usta Muhammad,28,38.1401,43.2282,0.3143
Washuk,28,29.0667,31.7602,0
Zhob,28,28.7384,51.7677,0.2429
Abbottabad,28,25.6334,69.7435,2.0286
Bajaur,28,25.7503,50.6231,1.7857
Bannu,28,31.8812,60.9182,4.3286
Battagram,28,26.6927,61.3111,2.3571
Buner,28,28.2595,64.9091,2.6571
Charsadda,28,31.0522,61.8968,4.7
Chitral Lower,28,24.9878,48.7618,0.1
Chitral Upper,28,24.9878,48.7618,0.1
D.I. Khan,28,32.3475,67.6103,0.7571
Dir Lower,28,30.8253,67.6407,5.4143
Dir Upper,28,24.3672,53.72,0.3571
Hangu,28,28.7925,59.5047,5.6571
Haripur,28,28.9786,70.5505,3
Karak,28,30.9435,60.0702,3.0571
Khyber,28,30.2588,55.3711,2.5
Kohat,28,31.1825,56.8789,5.4429
Kohistan Lower,28,6.7651,79.0269,1.7143
Kohistan Upper,28,6.7651,79.0269,1.7143
Kolai Palas,28,6.7651,79.0269,1.7143
L & C Kurram,28,18.2976,73.0766,1.8857
Lakki Marwat,28,31.9593,63.1745,2.5857
Malakand,28,29.6948,54.8734,2.3571
Mansehra,28,26.0859,66.8324,1.7429
Mardan,28,30.3624,65.9212,0.9
Mohmand,28,29.6948,54.8734,2.3571
North Waziristan,28,15.7634,73.2388,5.2143
Nowshera,28,30.8838,67.6517,5.4143
Orakzai,28,27.0337,62.9702,4.3571
Peshawar,28,31.8278,57.5226,4.1857
SD Tank,28,32.2836,62.6752,1.5714
Shangla,28,20.4726,61.2256,1.8857
South Waziristan (Lower),28,28.1673,64.3719,1.5714
SWU,28,28.1673,64.3719,1.5714
Swabi,28,29.6447,70.3425,3.2714
Swat,28,27.0188,60.8276,2.8714
Tank,28,32.2836,62.6752,1.5714
Tor Ghar,28,29.4921,69.5934,2.8
Upper Kurram,28,18.2976,73.0766,1.8857
