district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,20,34.3779,44.516,0
Dadu,20,37.4572,21.3277,0
Ghotki,20,37.5629,18.2633,0
Hyderabad,20,35.6789,32.8357,0
Jacobabad,20,37.7664,16.2379,0
Jamshoro,20,35.5284,33.1496,0
Kamber,20,38.0842,16.9465,0
Karachi Central,20,30.5324,68.3259,0
Karachi East,20,30.5504,69.3669,0
Karachi Kemari,20,30.1752,72.0203,0
Karachi Korangi,20,30.3725,70.6948,0
Karachi Malir,20,30.7994,67.0799,0
Karachi South,20,30.9092,61.7548,0
Karachi West,20,30.3504,70.2195,0
Kashmore,20,37.262,18.1761,0
Khairpur,20,38.2418,16.7981,0
Larkana,20,38.0423,16.9584,0
Matiari,20,36.4737,28.2441,0
Mirpurkhas,20,36.7092,28.9494,0
Naushero Feroze,20,37.8361,19.4767,0
Sanghar,20,37.1572,25.8881,0
Shaheed Benazirabad,20,37.2394,22.0915,0
Shikarpur,20,38.1025,16.6051,0
Sujawal,20,32.6688,57.8216,0
Sukkur,20,38.0619,17.3693,0
Tando Allahyar,20,36.3721,30.4329,0
Tando Muhammad Khan,20,34.702,42.4613,0
Tharparkar,20,35.8353,33.8113,0
Thatta,20,32.2828,59.7781,0
Umerkot,20,36.6899,28.1236,0
Barkhan,20,31.5753,18.9168,0
Chagai,20,31.7935,18.0819,0
Dera Bugti,20,34.9481,16.8136,0
Gwadar,20,28.8881,86.0115,0
Hub,20,30.793,64.6783,0
JhalMagsi,20,37.2698,17.8591,0
Kachhi (Bolan),20,32.0381,17.5756,0.0143
Kalat,20,21.2527,33.9001,0.3571
Kharan,20,32.2842,20.5562,0
Khuzdar,20,28.3205,25.9835,0.1429
Killa Abdullah,20,27.0091,21.3865,0.0143
Killa Saifullah,20,25.0362,26.3091,0.7286
Kohlu,20,29.7562,21.1443,0.0429
Lasbella,20,29.5871,69.1382,0
Loralai,20,26.3323,23.4563,0.1
Mastung,20,23.6459,30.1618,0.4
MusaKhel,20,26.7498,24.5918,0.4
Naseerabad,20,38.1197,16.3747,0
Nushki,20,30.1556,21.3082,0
Panjgur,20,30.3618,27.2508,0
Pishin,20,24.1343,29.1731,0
Quetta,20,23.8391,31.3056,0.0857
Sibi,20,35.2727,21.0052,0
Sohbat pur,20,38.0015,16.4381,0
Surab,20,21.9866,32.8708,0.3286
Usta Muhammad,20,37.7067,16.4641,0
Washuk,20,26.3268,26.6616,0.1429
Zhob,20,26.5923,25.2394,0.2286
Abbottabad,20,23.9194,41.1947,0.1429
Bajaur,20,21.7652,45.1021,0.9143
Bannu,20,31.786,28.9765,0
Battagram,20,23.3632,45.4335,0.0429
Buner,20,26.9431,40.6755,0.0143
Charsadda,20,29.1317,42.6734,0
Chitral Lower,20,17.3318,46.7022,0.6143
Chitral Upper,20,17.3318,46.7022,0.6143
D.I. Khan,20,32.4079,35.4174,0.0143
Dir Lower,20,30.3461,36.4219,0
Dir Upper,20,20.0848,45.4721,0.2857
Hangu,20,26.3464,40.8912,0.1429
Haripur,20,26.5524,44.4371,0.0714
Karak,20,31.5956,25.7396,0
Khyber,20,28.7088,32.1954,0.2143
Kohat,20,31.2224,27.2775,0.0143
Kohistan Lower,20,-1.2935,82.993,0.0143
Kohistan Upper,20,-1.2935,82.993,0.0143
Kolai Palas,20,-1.2935,82.993,0.0143
L & C Kurram,20,14.6214,60.3261,0.8143
Lakki Marwat,20,31.0501,34.7502,0
Malakand,20,27.6796,36.455,0.0429
Mansehra,20,23.1853,46.3426,0.0143
Mardan,20,28.4228,44.2006,0.1857
Mohmand,20,27.6796,36.455,0.0429
North Waziristan,20,12.0336,60.8144,2.6143
Nowshera,20,30.4046,36.4376,0
Orakzai,20,24.3712,44.9851,0.3143
Peshawar,20,29.421,38.3232,0.0143
SD Tank,20,31.8226,31.5935,0
Shangla,20,18.4327,42.0176,0.4
South Waziristan (Lower),20,27.7834,30.988,0.1286
SWU,20,27.7834,30.988,0.1286
Swabi,20,27.1729,49.7983,0
Swat,20,23.7004,48.8263,0.2
Tank,20,31.8226,31.5935,0
Tor Ghar,20,27.4088,45.4852,0.3714
Upper Kurram,20,14.6214,60.3261,0.8143
