district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,34,30.4061,69.8959,2.6143
Dadu,34,30.0876,78.431,20.4143
Ghotki,34,30.5341,77.3068,4.5571
Hyderabad,34,30.1949,72.125,0.9
Jacobabad,34,30.5569,78.8426,3.8571
Jamshoro,34,29.8813,74.5142,1.3286
Kamber,34,30.2601,80.8281,10.7857
Karachi Central,34,29.477,73.345,0.4571
Karachi East,34,29.4495,74.1272,0.2143
Karachi Kemari,34,29.4183,74.4154,0.2857
Karachi Korangi,34,29.4502,74.3101,0.3143
Karachi Malir,34,29.5315,73.5638,0.6143
Karachi South,34,27.9289,82.2115,1.0571
Karachi West,34,29.5028,73.9315,0.3857
Kashmore,34,30.4825,77.4465,2.5857
Khairpur,34,30.179,80.0101,3.3429
Larkana,34,30.3024,80.2964,7.6857
Matiari,34,30.3475,71.4737,1.0429
Mirpurkhas,34,30.5586,70.5626,0.8571
Naushero Feroze,34,29.8423,81.1049,19.4571
Sanghar,34,29.9501,75.6616,1.4857
Shaheed Benazirabad,34,30.1602,77.3344,3.7286
Shikarpur,34,30.0989,80.8135,6.3571
Sujawal,34,29.9831,71.8795,0.8714
Sukkur,34,30.2521,79.3421,6.0286
Tando Allahyar,34,30.3271,71.066,0.7714
Tando Muhammad Khan,34,30.3835,70.4108,0.9429
Tharparkar,34,31.2647,64.8312,1.4857
Thatta,34,29.9182,72.2845,0.5429
Umerkot,34,30.5098,69.8112,1.4143
Barkhan,34,25.639,85.0234,2.6571
Chagai,34,32.3006,22.4561,0
Dera Bugti,34,27.5871,86.0101,3.0286
Gwadar,34,27.6366,85.1088,0.4429
Hub,34,28.8859,76.2687,0.8286
JhalMagsi,34,30.4139,81.6702,12.1714
Kachhi (Bolan),34,26.036,82.3512,1.9429
Kalat,34,21.764,51.8699,1.2714
Kharan,34,31.7788,35.0949,0.1857
Khuzdar,34,24.7487,78.7799,11.6
Killa Abdullah,34,29.7418,19.8352,0
Killa Saifullah,34,24.1097,72.7597,0.1
Kohlu,34,24.7172,83.4251,6.1429
Lasbella,34,27.2088,84.7048,1.3429
Loralai,34,23.2493,83.234,2.6286
Mastung,34,25.2518,49.5733,0.3429
MusaKhel,34,23.1612,83.3214,7.5286
Naseerabad,34,30.2852,80.6044,8.5286
Nushki,34,30.3818,31.3725,0.1571
Panjgur,34,26.9766,61.8139,1.6
Pishin,34,27.2105,34.5431,0
Quetta,34,25.6019,50.1636,0.1143
Sibi,34,29.7819,83.0782,5.3143
Sohbat pur,34,30.2714,80.4213,6.9571
Surab,34,20.8839,71.8938,5.4857
Usta Muhammad,34,30.4145,80.0164,7.3
Washuk,34,23.0116,62.0491,6.3429
Zhob,34,25.2429,69.6989,0.7143
Abbottabad,34,23.8438,81.954,2.5857
Bajaur,34,23.9256,63.1523,1.6
Bannu,34,28.7565,76.4792,4.9714
Battagram,34,24.5582,76.0813,4.6857
Buner,34,26.6458,77.5393,1.5286
Charsadda,34,28.1043,78.2965,7.3714
Chitral Lower,34,23.8919,61.03,0.7571
Chitral Upper,34,23.8919,61.03,0.7571
D.I. Khan,34,29.2814,81.7623,5.8286
Dir Lower,34,28.8179,76.6423,7.0857
Dir Upper,34,23.3678,63.7346,0.7714
Hangu,34,25.814,76.8634,3.0857
Haripur,34,27.1881,80.1872,4.1714
Karak,34,27.2708,80.6227,6.3857
Khyber,34,26.3249,75.2755,4.8286
Kohat,34,28.0153,74.5217,4.3286
Kohistan Lower,34,7.2615,81.6434,2.0429
Kohistan Upper,34,7.2615,81.6434,2.0429
Kolai Palas,34,7.2615,81.6434,2.0429
L & C Kurram,34,16.9018,82.906,0.9571
Lakki Marwat,34,28.9748,77.7514,6.6
Malakand,34,26.8218,72.5525,2.9857
Mansehra,34,24.3942,78.8197,2.6857
Mardan,34,28.1282,78.5072,3.5714
Mohmand,34,26.8218,72.5525,2.9857
North Waziristan,34,15.0815,78.8879,1.9429
Nowshera,34,28.8764,76.6507,7.0857
Orakzai,34,24.6067,77.6762,3.0571
Peshawar,34,28.2975,76.4224,4.6286
SD Tank,34,29.2297,76.8707,3.1
Shangla,34,18.9226,75.2485,4.9143
South Waziristan (Lower),34,26.2384,73.9405,1.7857
SWU,34,26.2384,73.9405,1.7857
Swabi,34,27.8822,79.3362,2.4286
Swat,34,24.962,76.982,7.4714
Tank,34,29.2297,76.8707,3.1
Tor Ghar,34,27.5385,79.19,3
Upper Kurram,34,16.9018,82.906,0.9571
