district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,42,30.3439,58.358,0.0571
Dadu,42,28.3539,56.7239,0
Ghotki,42,28.5064,53.4649,0
Hyderabad,42,32.3723,41.8828,0
Jacobabad,42,30.3741,38.8525,0
Jamshoro,42,32.6242,40.7981,0
Kamber,42,28.2783,53.9452,0
Karachi Central,42,30.8437,58.9706,0.0143
Karachi East,42,30.7396,60.2781,0
Karachi Kemari,42,30.4314,64.0735,0.0429
Karachi Korangi,42,30.649,61.8228,0.0571
Karachi Malir,42,31.0526,57.2671,0
Karachi South,42,30.9741,50.0012,0
Karachi West,42,30.7138,61.1748,0.2714
Kashmore,42,28.3623,53.2162,0
Khairpur,42,29.5947,45.1958,0
Larkana,42,29.2057,48.5274,0
Matiari,42,32.304,40.2287,0
Mirpurkhas,42,32.0494,42.9353,0
Naushero Feroze,42,28.8745,53.8362,0
Sanghar,42,31.579,44.9652,0
Shaheed Benazirabad,42,30.4269,45.4397,0
Shikarpur,42,28.9462,46.9204,0
Sujawal,42,31.0697,56.7823,0.0571
Sukkur,42,29.2419,46.7556,0
Tando Allahyar,42,32.2304,42.3237,0
Tando Muhammad Khan,42,31.6466,48.9487,0
Tharparkar,42,31.4299,53.5634,0.0571
Thatta,42,31.6209,53.1191,0
Umerkot,42,30.5928,53.0878,0
Barkhan,42,25.5479,33.7151,0
Chagai,42,26.0539,16.4662,0
Dera Bugti,42,28.2294,35.6675,0
Gwadar,42,27.611,80.2056,0.7
Hub,42,30.9799,53.424,0.0143
JhalMagsi,42,29.0886,39.8364,0
Kachhi (Bolan),42,26.4608,22.3341,0
Kalat,42,17.0393,23.3747,0
Kharan,42,26.8166,18.4406,0
Khuzdar,42,23.7725,22.405,0.0143
Killa Abdullah,42,22.3109,14.951,0
Killa Saifullah,42,20.9496,18.1387,0
Kohlu,42,24.0088,31.9931,0
Lasbella,42,30.1097,53.2915,0
Loralai,42,21.7374,20.1146,0
Mastung,42,19.1587,19.5185,0
MusaKhel,42,21.9597,24.5812,0
Naseerabad,42,29.5179,46.1759,0
Nushki,42,24.3964,15.2869,0
Panjgur,42,25.2888,27.7807,0.0571
Pishin,42,19.4215,19.5741,0
Quetta,42,19.981,19.2714,0
Sibi,42,28.512,36.7705,0
Sohbat pur,42,29.68,42.8143,0
Surab,42,18.1779,21.9481,0
Usta Muhammad,42,27.927,52.1897,0
Washuk,42,21.897,25.0011,0.3
Zhob,42,21.8411,24.2529,0
Abbottabad,42,20.545,49.9082,0
Bajaur,42,19.6363,39.2741,0.1429
Bannu,42,26.6743,39.8176,0
Battagram,42,19.9864,51.4933,0
Buner,42,22.9383,51.3618,0.0857
Charsadda,42,22.9114,66.5207,0.0286
Chitral Lower,42,17.4187,47.4794,0.0714
Chitral Upper,42,17.4187,47.4794,0.0714
D.I. Khan,42,26.5204,55.8162,0
Dir Lower,42,24.1911,63.2227,0
Dir Upper,42,16.672,48.1607,0
Hangu,42,23.2922,41.1636,0.0143
Haripur,42,21.9292,60.6994,0
Karak,42,26.6801,37.6803,0
Khyber,42,23.4388,42.464,0
Kohat,42,25.6754,44.0555,0
Kohistan Lower,42,-0.6549,72.9941,0
Kohistan Upper,42,-0.6549,72.9941,0
Kolai Palas,42,-0.6549,72.9941,0
L & C Kurram,42,11.4407,59.3059,0.1
Lakki Marwat,42,25.8552,47.824,0
Malakand,42,24.0436,42.1304,0.0714
Mansehra,42,19.7282,53.4558,0.0143
Mardan,42,22.5368,65.6165,0
Mohmand,42,24.0436,42.1304,0.0714
North Waziristan,42,9.6702,55.813,1.7286
Nowshera,42,24.2496,63.2351,0
Orakzai,42,21.8683,42.5263,0
Peshawar,42,24.4201,57.8721,0
SD Tank,42,27.1836,37.9048,0
Shangla,42,15.2661,47.5238,0.6
South Waziristan (Lower),42,23.02,36.6393,0
SWU,42,23.02,36.6393,0
Swabi,42,22.4786,67.1094,0
Swat,42,19.9727,53.4232,0.0143
Tank,42,27.1836,37.9048,0
Tor Ghar,42,22.4903,60.4931,0
Upper Kurram,42,11.4407,59.3059,0.1
