district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,33,29.8216,74.4498,2.2
Dadu,33,31.4084,72.5479,21.8857
Ghotki,33,31.8138,70.1378,25.9857
Hyderabad,33,30.5354,72.259,4.0143
Jacobabad,33,32.0548,70.0159,10.2857
Jamshoro,33,30.6287,71.9307,3.9857
Kamber,33,31.7059,71.2279,17.5143
Karachi Central,33,29.0764,78.475,0.7
Karachi East,33,29.0373,79.2177,0.4571
Karachi Kemari,33,29.1353,79.0283,0.7286
Karachi Korangi,33,29.0817,79.3528,0.6571
Karachi Malir,33,29.0226,79.3739,1.0429
Karachi South,33,27.7822,86.4653,2.3143
Karachi West,33,29.2397,78.2341,0.8286
Kashmore,33,31.6789,70.7378,17.7286
Khairpur,33,31.4807,70.8193,17.3429
Larkana,33,31.7259,70.6901,14.4286
Matiari,33,30.7755,71.1912,3.9429
Mirpurkhas,33,30.4179,72.9634,8.1857
Naushero Feroze,33,31.1456,74.4578,20.1714
Sanghar,33,30.3224,73.7577,5.8429
Shaheed Benazirabad,33,30.9814,74.2691,5.5714
Shikarpur,33,31.47,71.9574,17.2857
Sujawal,33,29.4881,76.2841,1.6857
Sukkur,33,31.4821,70.5402,21.7286
Tando Allahyar,33,30.2655,73.3799,3.5143
Tando Muhammad Khan,33,29.8651,74.9686,2.6
Tharparkar,33,29.3216,77.4912,1.3429
Thatta,33,29.5575,76.065,0.6571
Umerkot,33,30.1958,72.7774,2.3714
Barkhan,33,26.5348,83.267,6.9714
Chagai,33,35.3563,32.5707,0
Dera Bugti,33,28.5624,82.6169,12.3714
Gwadar,33,27.9491,83.8482,0.3429
Hub,33,28.4272,81.9643,1.0571
JhalMagsi,33,31.71,75.9703,15.7714
Kachhi (Bolan),33,27.3042,81.0945,5.0571
Kalat,33,24.3601,59.3651,1.4571
Kharan,33,34.9392,40.5652,0.2429
Khuzdar,33,25.8904,80.0267,13.0286
Killa Abdullah,33,33.1737,28.8273,0
Killa Saifullah,33,26.1412,68.9355,2.0714
Kohlu,33,25.533,83.5582,9.9857
Lasbella,33,27.3493,86.9398,2
Loralai,33,25.4049,75.0457,3.5
Mastung,33,26.6098,63.451,0.3286
MusaKhel,33,24.3814,81.5274,11.6571
Naseerabad,33,31.8539,71.0068,15.0857
Nushki,33,34.2232,37.4698,1.9429
Panjgur,33,28.1007,65.03,0.2286
Pishin,33,29.8051,42.852,0.0286
Quetta,33,27.2971,58.5239,0.5286
Sibi,33,31.5724,76.0028,9.5857
Sohbat pur,33,31.9309,70.4249,12.8571
Surab,33,22.1187,82.7508,6.2857
Usta Muhammad,33,32.0871,70.0478,12.5286
Washuk,33,25.9524,64.3668,0.8714
Zhob,33,27.4866,64.4391,1.9857
Abbottabad,33,24.0965,85.9488,7.4857
Bajaur,33,24.1185,76.3463,4.3429
Bannu,33,29.3865,77.7779,10.9286
Battagram,33,25.3225,84.5292,6.6429
Buner,33,26.5547,83.4458,11.5857
Charsadda,33,28.6049,80.9416,8.0286
Chitral Lower,33,27.0208,58.1321,0.0143
Chitral Upper,33,27.0208,58.1321,0.0143
D.I. Khan,33,29.8109,81.0073,8.8857
Dir Lower,33,29.1095,80.4401,7.1
Dir Upper,33,24.1937,75.6935,3.3286
Hangu,33,26.5527,81.6254,5.9857
Haripur,33,27.6616,82.7215,5.7714
Karak,33,27.9119,81.6876,5.5857
Khyber,33,26.6049,81.1384,6.9571
Kohat,33,28.245,78.7565,7.0571
Kohistan Lower,33,10.28,83.2808,4.8571
Kohistan Upper,33,10.28,83.2808,4.8571
Kolai Palas,33,10.28,83.2808,4.8571
L & C Kurram,33,18.7029,87.0658,4.1286
Lakki Marwat,33,29.5945,78.2267,4.0714
Malakand,33,26.8415,79.1088,6.7
Mansehra,33,24.9418,82.0583,10.2571
Mardan,33,28.4392,81.4223,7.6571
Mohmand,33,26.8415,79.1088,6.7
North Waziristan,33,17.0851,79.2594,3
Nowshera,33,29.168,80.4473,7.1
Orakzai,33,25.4945,82.7751,8.4286
Peshawar,33,28.5397,80.561,10.2571
SD Tank,33,29.8723,76.9844,8.5143
Shangla,33,19.5565,87.9347,7.6714
South Waziristan (Lower),33,26.9548,76.228,1.9571
SWU,33,26.9548,76.228,1.9571
Swabi,33,28.1723,81.477,11.7
Swat,33,25.7066,84.6658,6.8
Tank,33,29.8723,76.9844,8.5143
Tor Ghar,33,27.8516,82.2592,4.3143
Upper Kurram,33,18.7029,87.0658,4.1286
