district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,39,30.3544,68.591,0.0286
Dadu,39,32.4816,59.5207,0
Ghotki,39,33.5177,55.1598,0.0143
Hyderabad,39,31.4452,63.4509,0
Jacobabad,39,33.495,54.861,0.1
Jamshoro,39,31.7638,61.7988,0
Kamber,39,31.9732,61.8641,0.0714
Karachi Central,39,29.0868,73.3502,0
Karachi East,39,29.0194,74.269,0
Karachi Kemari,39,28.9963,74.2621,0
Karachi Korangi,39,29.0204,74.2915,0
Karachi Malir,39,29.2146,73.2661,0
Karachi South,39,28.4473,77.0734,0
Karachi West,39,29.0703,74.0391,0.0143
Kashmore,39,33.5167,54.8466,0.0143
Khairpur,39,33.8864,50.925,0.1
Larkana,39,32.8836,56.5222,0.0571
Matiari,39,32.0871,59.8298,0
Mirpurkhas,39,31.7164,62.3097,0
Naushero Feroze,39,32.3162,60.7775,0
Sanghar,39,32.3447,59.3159,0
Shaheed Benazirabad,39,32.8096,57.9212,0.0857
Shikarpur,39,32.9864,56.1981,0
Sujawal,39,29.5179,72.1973,0
Sukkur,39,33.1809,55.2708,0
Tando Allahyar,39,31.3593,63.5895,0
Tando Muhammad Khan,39,30.3073,69.3592,0
Tharparkar,39,31.3528,63.1361,0.4143
Thatta,39,29.6241,71.7022,0
Umerkot,39,31.0027,65.998,0.0143
Barkhan,39,29.5822,51.4597,0.7
Chagai,39,31.3988,15.7904,0
Dera Bugti,39,31.4722,53.7622,0.7143
Gwadar,39,27.6297,85.5231,0
Hub,39,28.9811,73.5485,0
JhalMagsi,39,32.813,58.8845,0
Kachhi (Bolan),39,29.8343,47.0256,0
Kalat,39,23.2045,22.0552,0
Kharan,39,31.5285,17.7172,0
Khuzdar,39,28.5413,40.8259,0
Killa Abdullah,39,28.0365,15.1924,0
Killa Saifullah,39,26.3621,35.9054,0
Kohlu,39,28.1836,53.3978,1.2714
Lasbella,39,27.4728,81.3978,0.1714
Loralai,39,26.16,48.97,0
Mastung,39,24.8494,26.786,0
MusaKhel,39,26.7754,49.0648,0.0286
Naseerabad,39,32.4956,59.3086,0.0286
Nushki,39,30.1208,15.8257,0
Panjgur,39,28.8385,37.9466,0
Pishin,39,26.0051,21.1735,0
Quetta,39,25.292,30.2853,0
Sibi,39,33.9858,49.5457,0.0286
Sohbat pur,39,32.8565,57.1664,0
Surab,39,23.2886,32.356,0
Usta Muhammad,39,31.7755,63.6906,0
Washuk,39,25.7515,35.2964,0
Zhob,39,27.3396,47.3949,0
Abbottabad,39,23.2851,74.9441,3.6143
Bajaur,39,23.3387,60.4368,1.0286
Bannu,39,29.9428,60.3322,1.6286
Battagram,39,23.9195,71.9155,5.1
Buner,39,26.013,69.8588,4.1
Charsadda,39,27.7448,71.6484,7.0857
Chitral Lower,39,23.1199,51.2938,3.4143
Chitral Upper,39,23.1199,51.2938,3.4143
D.I. Khan,39,30.8347,64.4227,0.9571
Dir Lower,39,28.0774,73.0767,13.3
Dir Upper,39,21.908,61.1777,5.3
Hangu,39,26.9661,60.9453,1.6714
Haripur,39,26.4821,74.5052,3.6429
Karak,39,29.2691,60.1774,2.4714
Khyber,39,26.9472,61.7565,0.6143
Kohat,39,28.4665,63.0571,3.4571
Kohistan Lower,39,6.4318,68.6352,0.6714
Kohistan Upper,39,6.4318,68.6352,0.6714
Kolai Palas,39,6.4318,68.6352,0.6714
L & C Kurram,39,16.3259,75.5305,0.6
Lakki Marwat,39,29.9971,63.4177,3.0286
Malakand,39,26.6254,62.8239,4.6286
Mansehra,39,23.9353,71.7159,4.9429
Mardan,39,27.4779,72.8084,6.6
Mohmand,39,26.6254,62.8239,4.6286
North Waziristan,39,14.9083,65.4575,0.7286
Nowshera,39,28.1359,73.0862,13.3
Orakzai,39,25.4876,62.986,1.4714
Peshawar,39,28.3076,68.4044,3.9714
SD Tank,39,30.5005,61.8538,0.9143
Shangla,39,18.183,72.3948,4.9714
South Waziristan (Lower),39,26.7471,63.5763,0.1714
SWU,39,26.7471,63.5763,0.1714
Swabi,39,27.0107,74.6644,7.2286
Swat,39,24.1733,71.9615,11.3
Tank,39,30.5005,61.8538,0.9143
Tor Ghar,39,27.0058,72.2162,4.3857
Upper Kurram,39,16.3259,75.5305,0.6
