district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,2024-05-06 to 2024-05-12,33.2496,53.3911,0
Dadu,2024-05-06 to 2024-05-12,36.7298,27.1805,0
Ghotki,2024-05-06 to 2024-05-12,36.5606,20.7875,0
Hyderabad,2024-05-06 to 2024-05-12,34.3717,43.9455,0
Jacobabad,2024-05-06 to 2024-05-12,36.7072,17.7343,0
Jamshoro,2024-05-06 to 2024-05-12,34.248,44.1431,0
Kamber,2024-05-06 to 2024-05-12,37.0866,21.1976,0
Karachi Central,2024-05-06 to 2024-05-12,30.0205,71.0175,0
Karachi East,2024-05-06 to 2024-05-12,29.7486,73.6659,0
Karachi Kemari,2024-05-06 to 2024-05-12,29.6147,74.5413,0
Karachi (General),2024-05-06 to 2024-05-12,29.6082,74.5403,0
Karachi Korangi,2024-05-06 to 2024-05-12,29.6826,74.2108,0
Karachi Malir,2024-05-06 to 2024-05-12,30.1666,70.6265,0
Karachi South,2024-05-06 to 2024-05-12,30.3328,66.7895,0
Karachi West,2024-05-06 to 2024-05-12,29.9647,72.0096,0
Kashmore,2024-05-06 to 2024-05-12,36.3152,21.1365,0
Khairpur,2024-05-06 to 2024-05-12,37.1653,21.7871,0
Larkana,2024-05-06 to 2024-05-12,37.1955,21.0229,0
Matiari,2024-05-06 to 2024-05-12,35.207,38.2232,0
Mirpurkhas,2024-05-06 to 2024-05-12,35.3741,38.7418,0
Naushero Feroze,2024-05-06 to 2024-05-12,37.048,25.5824,0
Sanghar,2024-05-06 to 2024-05-12,35.7486,34.6205,0
Shaheed Benazirabad,2024-05-06 to 2024-05-12,36.3299,29.8391,0
Shikarpur,2024-05-06 to 2024-05-12,37.0337,19.3347,0
Sujawal,2024-05-06 to 2024-05-12,31.9625,61.6514,0
Sukkur,2024-05-06 to 2024-05-12,36.9699,21.0279,0
Tando Allahyar,2024-05-06 to 2024-05-12,35.0066,41.1374,0
Tando Muhammad Khan,2024-05-06 to 2024-05-12,33.5627,51.8282,0
Tharparkar,2024-05-06 to 2024-05-12,33.9847,47.8494,0
Thatta,2024-05-06 to 2024-05-12,31.439,64.33,0
Umerkot,2024-05-06 to 2024-05-12,35.1732,38.8568,0
,,,,
Balochistan:,,,,
Barkhan,2024-05-06 to 2024-05-12,31.0354,18.9014,0.0429
Chagai,2024-05-06 to 2024-05-12,31.0009,16.095,0
Dera Bugti,2024-05-06 to 2024-05-12,34.2475,17.6827,0
