district,week,avg_temp_C,avg_humidity_%,avg_rainfall_mm
Badin,27,33.3975,62.9745,0.0714
Dadu,27,37.5084,49.6887,1.0429
Ghotki,27,37.2421,47.478,0.2286
Hyderabad,27,34.1777,60.8603,0.0857
Jacobabad,27,38.3524,44.4488,0.2571
Jamshoro,27,34.0906,61.3014,0.0857
Kamber,27,38.4693,45.8659,0.5714
Karachi Central,27,32.1827,69.9622,0.0714
Karachi East,27,31.8117,72.5722,0.0429
Karachi Kemari,27,32.0308,72.0532,0.2286
Karachi Korangi,27,31.9573,72.1803,0.1143
Karachi Malir,27,32.1729,70.2785,0.0286
Karachi South,27,31.8866,70.1725,0.2
Karachi West,27,32.3123,70.0964,0.0714
Kashmore,27,37.0628,47.9479,1.2143
Khairpur,27,37.1572,48.5973,0.0143
Larkana,27,38.0929,46.7789,1.6714
Matiari,27,34.2627,60.6977,0.4286
Mirpurkhas,27,34.7824,57.7324,0.0143
Naushero Feroze,27,37.1572,50.1431,0.4857
Sanghar,27,34.7703,57.197,0
Shaheed Benazirabad,27,36.154,53.8459,0.6
Shikarpur,27,37.5578,47.136,0.1143
Sujawal,27,32.8997,66.0932,0.0429
Sukkur,27,36.8994,48.9326,0.0857
Tando Allahyar,27,34.6179,58.4737,0
Tando Muhammad Khan,27,33.9874,61.2502,0.0429
Tharparkar,27,31.5457,72.7493,0.1571
Thatta,27,32.8744,66.2022,0.0571
Umerkot,27,33.5961,62.1786,0.0429
Barkhan,27,31.5128,59.8837,2.4429
Chagai,27,38.2188,11.5372,0
Dera Bugti,27,34.6157,52.3086,0
Gwadar,27,30.3396,86.8267,0
Hub,27,32.0627,69.3956,0.1143
JhalMagsi,27,39.5332,42.9426,0.0571
Kachhi (Bolan),27,33.642,49.595,0.6143
Kalat,27,28.1824,24.6253,0
Kharan,27,37.9446,18.2655,0
Khuzdar,27,33.1431,40.591,0.0286
Killa Abdullah,27,34.3031,13.4599,0
Killa Saifullah,27,29.8883,49.643,0.1143
Kohlu,27,30.1023,62.5634,3.3714
Lasbella,27,30.966,74.5075,0.1714
Loralai,27,29.2282,56.9139,0.2
Mastung,27,29.9054,35.8862,0
MusaKhel,27,28.5865,61.8756,3.1857
Naseerabad,27,38.5518,44.6065,0.0143
Nushki,27,36.2136,13.8825,0
Panjgur,27,34.5091,28.308,0
Pishin,27,31.1349,33.4168,0
Quetta,27,30.0519,41.0208,0
Sibi,27,38.5596,42.6806,0.4571
Sohbat pur,27,38.175,45.3053,0.0857
Surab,27,27.4383,40.6749,0.0857
Usta Muhammad,27,39.0293,43.7162,0.1429
Washuk,27,30.9319,27.4817,0
Zhob,27,30.7733,49.0261,1.3
Abbottabad,27,25.8801,73.8529,6.6571
Bajaur,27,26.4149,64.8143,3.4714
Bannu,27,34.1645,55.8597,3.7
Battagram,27,26.762,72.7589,5.3286
Buner,27,28.7755,69.2112,8.7714
Charsadda,27,31.9745,63.1638,5.7143
Chitral Lower,27,27.88,36.6894,0
Chitral Upper,27,27.88,36.6894,0
D.I. Khan,27,35.2972,56.6932,6.1714
Dir Lower,27,31.9423,66.3432,9.0143
Dir Upper,27,25.4711,61.6364,0.5571
Hangu,27,30.13,63.7407,3.1143
Haripur,27,29.9461,70.0484,6.2143
Karak,27,32.7634,57.6772,2.7
Khyber,27,30.6737,59.1052,1.1
Kohat,27,32.501,57.837,1.0714
Kohistan Lower,27,8.7053,82.4535,1.0429
Kohistan Upper,27,8.7053,82.4535,1.0429
Kolai Palas,27,8.7053,82.4535,1.0429
L & C Kurram,27,20.3387,73.5752,1.7429
Lakki Marwat,27,33.9474,58.8585,1.7429
Malakand,27,29.9332,63.0957,4.9857
Mansehra,27,26.6136,69.827,7.5857
Mardan,27,31.1933,67.151,5.7429
Mohmand,27,29.9332,63.0957,4.9857
North Waziristan,27,17.9116,57.2936,0.8857
Nowshera,27,32.0008,66.354,9.0143
Orakzai,27,28.6953,66.1055,3.4857
Peshawar,27,32.8186,58.0012,2.4429
SD Tank,27,34.7217,56.1689,2.3571
Shangla,27,20.4783,75.8922,6.1714
South Waziristan (Lower),27,30.8262,58.8176,0.2714
SWU,27,30.8262,58.8176,0.2714
Swabi,27,30.3628,69.9099,8.8143
Swat,27,27.9188,69.4633,8.6
Tank,27,34.7217,56.1689,2.3571
Tor Ghar,27,30.0796,69.0736,5.7857
Upper Kurram,27,20.3387,73.5752,1.7429
