Year,District,week_index,avg_rainfall,Avg_Temperature,Avg_Humidity,Population,People_Displaced,Fatalities,Days_Since_Flood_Start,Waterbody_Proximity,Malaria_cases,AD_cases,Typhoid_cases,avg_temp_C,avg_humidity_%,avg_rainfall_mm,Elevation_m,River_Status,Area_sq_km,Sanitation_Index
2026,Sherani,3,,,,191687.0,,,,,NR,NR,NR,,,,1500.0,0.0,2700.0,0.2
2026,Sibi,3,,,,224148.0,,,,,157,397,35,13.4827,62.4682,0.0,130.0,0.0,7121.0,0.2
2026,Sohbat pur,3,,,,240106.0,,,,,28,129,10,14.5667,68.5347,0.0,,,,
2026,Surab,3,,,,279038.0,,,,,0,8,0,7.0488,42.6564,0.0,,,,
2026,Usta Muhammad,3,,,,,,,,,67,354,2,14.0095,72.9422,0.0,,,,
2026,Washuk,3,,,,302623.0,,,,,NR,NR,NR,10.8589,46.8582,0.0,700.0,0.0,33093.0,0.2
2026,Zhob,3,,,,355692.0,,,,,0,37,0,9.3089,37.0159,0.0,1400.0,0.0,20297.0,0.2
2026,Ziarat,3,,,,189535.0,,,,,35,95,23,,,,2400.0,0.0,3301.0,0.2
2026,Abbottabad,3,,,,1419072.0,,,,,0,508,17,10.8307,39.2046,0.3714,1256.0,0.0,1967.0,0.75
2026,Bajaur,3,,,,,,,,,96,469,3,8.6381,31.7682,0.0714,900.0,0.0,1290.0,0.2
2026,Bannu,3,,,,1357890.0,,,,,1143,610,89,10.8994,63.9457,0.0,312.0,1.0,1227.0,0.2
2026,Battagram,3,,,,335984.0,,,,,7,208,1,5.1122,47.9629,0.5286,1036.0,0.0,1301.0,0.2
2026,Buner,3,,,,,,,,,96,183,5,10.1206,50.4129,0.2,700.0,0.0,1865.0,0.35
2026,Charsadda,3,,,,1835504.0,,,,,148,1249,73,8.7318,75.8732,0.3,300.0,2.0,996.0,0.2
2026,Chitral Lower,3,,,,,,,,,1,322,2,1.3091,38.6923,0.0,1500.0,1.0,6458.0,0.35
2026,Chitral Upper,3,,,,195528.0,,,,,1,74,8,1.3091,38.6923,0.0,2500.0,1.0,8392.0,0.2
2026,D.I. Khan,3,,,,1829811.0,,,,,93,1126,0,10.578,85.587,0.0,,,,
2026,Dir Lower,3,,,,,,,,,38,849,18,10.156,62.419,0.0143,800.0,1.0,1583.0,0.35
2026,Dir Upper,3,,,,,,,,,5,616,14,3.836,51.4648,0.5,1200.0,1.0,3699.0,0.35
2026,Hangu,3,,,,528902.0,,,,,65,237,0,9.4896,50.8675,0.0143,900.0,0.0,1097.0,0.2
2026,Haripur,3,,,,1174783.0,,,,,0,1053,35,9.3226,60.4577,0.6143,605.0,2.0,1725.0,0.65
2026,Karak,3,,,,815878.0,,,,,52,296,6,11.508,60.0411,0.0143,500.0,0.0,3372.0,0.2
2026,Khyber,3,,,,1146267.0,,,,,94,332,57,9.7866,51.5229,0.0286,1000.0,0.0,2576.0,0.2
2026,Kohat,3,,,,1234661.0,,,,,25,347,4,11.2295,57.8132,0.0,500.0,0.0,2545.0,0.65
2026,Kohistan Lower,3,,,,340017.0,,,,,0,63,0,-13.2322,74.8185,0.0,1500.0,2.0,1200.0,0.2
2026,Kohistan Upper,3,,,,422947.0,,,,,2,216,1,-13.2322,74.8185,0.0,2500.0,2.0,4000.0,0.2
2026,Kolai Palas,3,,,,280162.0,,,,,1,24,2,-13.2322,74.8185,0.0,,,,
2026,L & C Kurram,3,,,,,,,,,0,5,0,1.453,49.4326,0.1286,,,,
2026,Lakki Marwat,3,,,,1040856.0,,,,,123,227,9,9.6988,80.8391,0.0143,250.0,1.0,3164.0,0.2
2026,Malakand,3,,,,,,,,,19,422,0,11.1875,48.4102,0.0,700.0,1.0,952.0,0.2
2026,Mansehra,3,,,,1797177.0,,,,,NR,525,19,7.3458,49.4091,0.7857,1000.0,0.0,4579.0,0.2
2026,Mardan,3,,,,2744898.0,,,,,31,687,28,8.3848,76.9393,0.1429,300.0,0.0,1632.0,0.65
2026,Mohmand,3,,,,553933.0,,,,,53,27,3,11.1875,48.4102,0.0,600.0,0.0,2296.0,0.2
2026,North Waziristan,3,,,,693332.0,,,,,61,76,47,-1.7524,50.2291,0.0,1000.0,1.0,4707.0,0.2
2026,Nowshera,3,,,,1740705.0,,,,,51,984,7,8.6976,74.5918,0.0714,280.0,2.0,1748.0,0.65
2026,Orakzai,3,,,,387561.0,,,,,1,36,0,8.4202,50.4304,0.0143,1200.0,0.0,1538.0,0.2
2026,Peshawar,3,,,,4758762.0,,,,,10,2390,29,9.5107,73.2196,0.0143,330.0,0.0,1257.0,0.75
2026,Shangla,3,,,,,,,,,54,276,25,4.267,36.2755,0.1714,2000.0,2.0,1586.0,0.35
2026,South Waziristan (Lower),3,,,,,,,,,11,84,9,9.4196,43.4185,0.0,,,,
2026,SWU,3,,,,,,,,,2,48,0,9.4196,43.4185,0.0,,,,
2026,Swabi,3,,,,1894600.0,,,,,56,798,34,8.144,80.1358,0.2286,340.0,2.0,1543.0,0.65
2026,Swat,3,,,,,,,,,18,1462,7,9.3244,46.8133,0.0429,980.0,1.0,5337.0,0.35
2026,Tank,3,,,,470293.0,,,,,79,336,0,10.6545,70.0873,0.0,250.0,0.0,1679.0,0.2
2026,Tor Ghar,3,,,,200445.0,,,,,21,57,10,10.0766,60.6334,0.6143,,,,
2026,Upper Kurram,3,,,,785434.0,,,,,11,159,6,1.453,49.4326,0.1286,,,,
2026,Badin,4,,,,1947081.0,,,,,1941,2017,176,17.5946,48.6285,0.0571,9.0,1.0,6726.0,0.35
2026,Dadu,4,,,,1742320.0,,,,,3082,1941,338,13.9583,66.3817,1.1,40.0,2.0,19070.0,0.35
2026,Ghotki,4,,,,1772609.0,,,,,1215,609,70,13.7976,62.896,1.5571,72.0,1.0,6083.0,0.35
2026,Hyderabad,4,,,,2432540.0,,,,,443,2246,63,16.6262,54.2885,0.0286,20.0,2.0,993.0,0.75
2026,Jacobabad,4,,,,1174097.0,,,,,895,543,82,13.8967,57.9757,1.2429,55.0,0.0,2686.0,0.35
2026,Jamshoro,4,,,,1117308.0,,,,,1847,1393,63,16.294,52.8602,0.0,33.0,2.0,11204.0,0.35
2026,Kamber,4,,,,1514869.0,,,,,2425,1324,101,14.4479,58.6636,0.5857,50.0,0.0,5599.0,0.2
2026,Karachi Central,4,,,,3822325.0,,,,,13,1567,67,17.4247,51.74,1.5714,,,,
2026,Karachi East,4,,,,3950031.0,,,,,16,300,0,16.8557,54.1238,0.5571,,,,
2026,Karachi Keamari,4,,,,2068451.0,,,,,1,542,0,,,,,,,
2026,Karachi Korangi,4,,,,3128971.0,,,,,56,400,1,17.597,52.5227,0.7714,,,,
2026,Karachi Malir,4,,,,2403959.0,,,,,92,1142,10,16.8557,54.1238,0.5571,,,,
2026,Karachi South,4,,,,2329764.0,,,,,14,84,0,15.7994,53.4694,0.7,,,,
2026,Karachi West,4,,,,2679380.0,,,,,269,758,22,17.161,52.7784,1.4,,,,
2026,Kashmore,4,,,,1233957.0,,,,,1773,198,0,13.6253,61.8627,1.6143,60.0,2.0,2592.0,0.35
2026,Khairpur,4,,,,2597535.0,,,,,3573,2701,142,13.5515,65.6061,1.1429,53.0,2.0,15910.0,0.5
2026,Larkana,4,,,,1784453.0,,,,,3412,1305,3,14.3994,59.1277,0.5,48.0,2.0,1906.0,0.5
2026,Matiari,4,,,,849383.0,,,,,2003,967,1,16.1164,53.4721,0.0286,25.0,2.0,1417.0,0.2
2026,Mirpurkhas,4,,,,1681386.0,,,,,1410,2121,7,15.619,59.4721,0.1286,16.0,0.0,2925.0,0.5
2026,Naushero Feroze,4,,,,1777082.0,,,,,979,1178,36,13.5655,68.3475,1.4714,38.0,2.0,2945.0,0.2
2026,Sanghar,4,,,,2308465.0,,,,,3159,1528,21,15.486,61.1826,1.2714,16.0,1.0,10608.0,0.2
2026,Shaheed Benazirabad,4,,,,1845102.0,,,,,1966,1301,79,13.9402,67.2343,1.3,30.0,2.0,4502.0,0.5
2026,Shikarpur,4,,,,1386330.0,,,,,1625,867,6,14.5554,55.1962,1.3857,52.0,1.0,2512.0,0.35
2026,Sujawal,4,,,,839292.0,,,,,883,804,12,17.5438,52.4459,0.0286,,,,
2026,Sukkur,4,,,,1639897.0,,,,,1091,872,2,13.7009,64.8833,0.7429,65.0,2.0,5165.0,0.75
2026,Tando Allahyar,4,,,,922012.0,,,,,859,739,6,16.2679,53.8033,0.0857,18.0,0.0,2343.0,0.2
2026,Tando Muhammad Khan,4,,,,726119.0,,,,,534,762,0,16.8092,52.2033,0.0429,14.0,2.0,1733.0,0.2
2026,Tharparkar,4,,,,1778407.0,,,,,1448,1854,15,16.9327,48.797,0.2571,56.0,0.0,19638.0,0.35
2026,Thatta,4,,,,1083191.0,,,,,847,1035,10,17.2298,55.0859,0.0857,10.0,2.0,17355.0,0.35
2026,Umerkot,4,,,,1159831.0,,,,,1648,1316,27,16.6646,49.843,0.3,12.0,0.0,5608.0,0.35
2026,Awaran,4,,,,178958.0,,,,,NR,NR,NR,,,,500.0,0.0,29510.0,0.2
2026,Barkhan,4,,,,210249.0,,,,,25,59,25,8.4548,51.6691,0.7,1100.0,0.0,3514.0,0.2
2026,Chagai,4,,,,269192.0,,,,,23,68,1,8.4571,45.3691,1.9714,919.0,0.0,44748.0,0.2
2026,Chaman,4,,,,466218.0,,,,,NR,NR,NR,,,,1340.0,0.0,1341.0,0.2
2026,Dera Bugti,4,,,,355274.0,,,,,0,3,0,11.5576,55.5717,0.8857,250.0,0.0,10160.0,0.2
2026,Duki,4,,,,205044.0,,,,,NR,NR,NR,,,,1100.0,0.0,4233.0,0.2
2026,Gwadar,4,,,,305160.0,,,,,23,233,3,18.6746,46.458,0.2143,12.0,0.0,12637.0,0.35
2026,Harnai,4,,,,127571.0,,,,,37,138,0,,,,,,,
2026,Hub,4,,,,382885.0,,,,,37,142,1,15.872,55.3123,1.5857,,,,
2026,Jaffarabad,4,,,,594558.0,,,,,52,79,2,,,,55.0,1.0,1643.0,0.2
2026,Jhal Magsi,4,,,,203368.0,,,,,120,160,0,,,,60.0,0.0,3615.0,0.2
2026,Kachhi (Bolan),4,,,,,,,,,314,254,0,9.2368,38.042,2.2143,,,,
2026,Kalat,4,,,,271560.0,,,,,0,0,0,0.8289,44.6399,0.2286,2000.0,0.0,7654.0,0.2
2026,Kech (Turbat),4,,,,1060931.0,,,,,NR,NR,NR,,,,,,,
2026,Kharan,4,,,,260352.0,,,,,10,139,5,9.4589,47.2614,1.4286,700.0,0.0,14958.0,0.2
2026,Khuzdar,4,,,,997214.0,,,,,NR,NR,NR,7.252,39.2726,0.5,1237.0,0.0,35380.0,0.2
2026,Killa Abdullah,4,,,,361971.0,,,,,2,78,16,4.3429,47.0172,2.9,1500.0,0.0,3553.0,0.2
2026,Killa Saifullah,4,,,,380200.0,,,,,94,145,12,3.3688,46.7091,0.9286,1500.0,0.0,6831.0,0.2
2026,Kohlu,4,,,,260220.0,,,,,11,58,NR,7.7615,51.363,0.6571,1000.0,0.0,7610.0,0.2
2026,Lasbella,4,,,,680977.0,,,,,211,275,6,15.9753,53.8804,3.7143,,,,
2026,Loralai,4,,,,272432.0,,,,,9,152,20,3.7202,53.2762,1.2714,1400.0,0.0,3785.0,0.2
2026,Mastung,4,,,,313271.0,,,,,14,111,7,0.5021,54.1298,0.3714,1700.0,0.0,3308.0,0.2
2026,MusaKhel,4,,,,196756.0,,,,,NR,NR,NR,4.6074,52.0162,1.3714,,,,
2026,Naseerabad,4,,,,563315.0,,,,,93,266,26,14.147,57.3156,0.5571,,,,
2026,Nushki,4,,,,207834.0,,,,,2,28,0,6.6152,46.8467,1.2143,900.0,0.0,5797.0,0.2
2026,Panjgur,4,,,,509781.0,,,,,NR,NR,NR,8.6613,43.7639,1.0429,900.0,0.0,16891.0,0.2
2026,Pishin,4,,,,835482.0,,,,,NR,NR,NR,1.7185,52.7545,2.8714,1550.0,0.0,6218.0,0.2
2026,Quetta,4,,,,2595492.0,,,,,7,256,16,1.687,53.504,0.7286,1680.0,0.0,3447.0,0.75
2026,Sherani,4,,,,191687.0,,,,,NR,NR,NR,,,,1500.0,0.0,2700.0,0.2
2026,Sibi,4,,,,224148.0,,,,,124,426,46,12.1086,51.2615,0.8429,130.0,0.0,7121.0,0.2
2026,Sohbat pur,4,,,,240106.0,,,,,NR,NR,NR,14.1074,56.9353,0.4143,,,,
2026,Surab,4,,,,279038.0,,,,,0,6,0,2.189,46.0539,0.3857,,,,
2026,Usta Muhammad,4,,,,,,,,,35,211,0,13.4369,62.892,0.2571,,,,
2026,Washuk,4,,,,302623.0,,,,,NR,NR,NR,5.5137,46.3806,0.2857,700.0,0.0,33093.0,0.2
2026,Zhob,4,,,,355692.0,,,,,0,13,0,4.1679,49.0929,0.9714,1400.0,0.0,20297.0,0.2
2026,Ziarat,4,,,,189535.0,,,,,11,67,23,,,,2400.0,0.0,3301.0,0.2
2026,Abbottabad,4,,,,1419072.0,,,,,0,389,25,6.0592,64.0677,7.4429,1256.0,0.0,1967.0,0.75
2026,Bajaur,4,,,,,,,,,101,484,1,4.1631,66.349,4.7857,900.0,0.0,1290.0,0.2
2026,Bannu,4,,,,1357890.0,,,,,874,625,72,9.108,66.3499,6.0143,312.0,1.0,1227.0,0.2
2026,Battagram,4,,,,335984.0,,,,,8,177,NR,1.5759,72.5307,3.3714,1036.0,0.0,1301.0,0.2
2026,Buner,4,,,,,,,,,92,194,7,6.7435,68.4755,10.3286,700.0,0.0,1865.0,0.35
2026,Charsadda,4,,,,1835504.0,,,,,177,1402,78,9.4634,72.878,5.0429,300.0,2.0,996.0,0.2
2026,Chitral Lower,4,,,,,,,,,3,167,2,0.6573,61.5137,0.0,1500.0,1.0,6458.0,0.35
2026,Chitral Upper,4,,,,195528.0,,,,,1,53,7,0.6573,61.5137,0.0,2500.0,1.0,8392.0,0.2
2026,D.I. Khan,4,,,,1829811.0,,,,,89,1153,0,11.2411,70.5235,1.1,,,,
2026,Dir Lower,4,,,,,,,,,50,699,16,9.5521,70.187,4.3857,800.0,1.0,1583.0,0.35
2026,Dir Upper,4,,,,,,,,,8,467,3,1.0459,74.5851,0.1571,1200.0,1.0,3699.0,0.35
2026,Hangu,4,,,,528902.0,,,,,57,230,0,6.2494,68.6839,5.3714,900.0,0.0,1097.0,0.2
2026,Haripur,4,,,,1174783.0,,,,,0,748,0,7.9601,75.128,4.9429,605.0,2.0,1725.0,0.65
2026,Karak,4,,,,815878.0,,,,,52,285,3,9.4539,64.5957,4.6857,500.0,0.0,3372.0,0.2
2026,Khyber,4,,,,1146267.0,,,,,54,246,33,7.1429,66.2528,4.3857,1000.0,0.0,2576.0,0.2
2026,Kohat,4,,,,1234661.0,,,,,30,367,9,9.5205,65.4608,3.9143,500.0,0.0,2545.0,0.65
2026,Kohistan Lower,4,,,,340017.0,,,,,0,91,0,-15.6909,80.0071,0.0,1500.0,2.0,1200.0,0.2
2026,Kohistan Upper,4,,,,422947.0,,,,,3,186,1,-15.6909,80.0071,0.0,2500.0,2.0,4000.0,0.2
2026,Kolai Palas,4,,,,280162.0,,,,,0,41,1,-15.6909,80.0071,0.0,,,,
2026,L & C Kurram,4,,,,,,,,,3,10,2,-4.0339,76.3477,0.8571,,,,
2026,Lakki Marwat,4,,,,1040856.0,,,,,109,196,9,9.4446,70.3671,4.0714,250.0,1.0,3164.0,0.2
2026,Malakand,4,,,,,,,,,12,436,0,9.208,63.6719,6.1429,700.0,1.0,952.0,0.2
2026,Mansehra,4,,,,1797177.0,,,,,0,442,20,2.5845,73.4635,10.4714,1000.0,0.0,4579.0,0.2
2026,Mardan,4,,,,2744898.0,,,,,38,716,17,9.3009,73.6445,5.5714,300.0,0.0,1632.0,0.65
2026,Mohmand,4,,,,553933.0,,,,,44,32,0,9.208,63.6719,6.1429,600.0,0.0,2296.0,0.2
2026,North Waziristan,4,,,,693332.0,,,,,59,29,36,-6.6506,74.0046,0.1,1000.0,1.0,4707.0,0.2
2026,Nowshera,4,,,,1740705.0,,,,,66,987,11,9.3274,74.3878,6.3571,280.0,2.0,1748.0,0.65
2026,Orakzai,4,,,,387561.0,,,,,0,42,0,5.0946,69.0076,4.9714,1200.0,0.0,1538.0,0.2
2026,Peshawar,4,,,,4758762.0,,,,,7,2334,7,9.5426,74.113,4.0286,330.0,0.0,1257.0,0.75
2026,Shangla,4,,,,,,,,,32,324,3,-0.6896,63.846,0.0429,2000.0,2.0,1586.0,0.35
2026,South Waziristan (Lower),4,,,,,,,,,12,58,8,5.3789,53.9661,2.2857,,,,
2026,SWU,4,,,,,,,,,8,31,0,5.3789,53.9661,2.2857,,,,
2026,Swabi,4,,,,1894600.0,,,,,57,777,33,8.9536,78.7447,8.1,340.0,2.0,1543.0,0.65
2026,Swat,4,,,,,,,,,8,1300,25,4.8928,71.6197,6.0,980.0,1.0,5337.0,0.35
2026,Tank,4,,,,470293.0,,,,,78,365,0,10.1179,62.2963,1.8143,250.0,0.0,1679.0,0.2
2026,Tor Ghar,4,,,,200445.0,,,,,24,46,4,8.7141,75.2468,4.9429,,,,
2026,Upper Kurram,4,,,,785434.0,,,,,7,106,5,-4.0339,76.3477,0.8571,,,,
2026,Badin,5,,,,1947081.0,,,,,1969,1597,48,17.6833,47.3445,0.0,9.0,1.0,6726.0,0.35
2026,Dadu,5,,,,1742320.0,,,,,3075,1782,124,14.4494,68.246,0.1714,40.0,2.0,19070.0,0.35
2026,Ghotki,5,,,,1772609.0,,,,,1842,745,0,14.7116,63.3664,0.0714,72.0,1.0,6083.0,0.35
2026,Hyderabad,5,,,,2432540.0,,,,,662,1894,1,16.9673,52.402,0.0714,20.0,2.0,993.0,0.75
2026,Jacobabad,5,,,,1174097.0,,,,,967,522,10,14.7018,60.178,0.0857,55.0,0.0,2686.0,0.35
2026,Jamshoro,5,,,,1117308.0,,,,,1620,1197,27,16.8586,51.0381,0.0571,33.0,2.0,11204.0,0.35
2026,Kamber,5,,,,1514869.0,,,,,2286,1317,16,15.3789,58.6009,0.5714,50.0,0.0,5599.0,0.2
2026,Karachi Central,5,,,,3822325.0,,,,,17,1555,75,18.8033,45.7151,0.0,,,,
2026,Karachi East,5,,,,3950031.0,,,,,24,317,0,18.3167,46.7496,0.0286,,,,
2026,Karachi Keamari,5,,,,2068451.0,,,,,3,622,9,,,,,,,
2026,Karachi Korangi,5,,,,3128971.0,,,,,69,328,13,18.997,45.6031,0.0,,,,
2026,Karachi Malir,5,,,,2403959.0,,,,,116,1185,17,18.3167,46.7496,0.0286,,,,
2026,Karachi South,5,,,,2329764.0,,,,,9,84,0,16.986,47.9752,0.0,,,,
2026,Karachi West,5,,,,2679380.0,,,,,370,828,24,18.4732,48.1012,0.0,,,,
2026,Kashmore,5,,,,1233957.0,,,,,1591,201,0,14.3676,65.1198,0.1143,60.0,2.0,2592.0,0.35
2026,Khairpur,5,,,,2597535.0,,,,,4241,2659,131,14.5071,67.4767,0.0714,53.0,2.0,15910.0,0.5
2026,Larkana,5,,,,1784453.0,,,,,3089,1164,5,15.5199,57.0026,0.2714,48.0,2.0,1906.0,0.5
2026,Matiari,5,,,,849383.0,,,,,1848,984,1,16.3429,55.1883,0.4,25.0,2.0,1417.0,0.2
2026,Mirpurkhas,5,,,,1681386.0,,,,,1201,2245,45,15.6869,59.8939,0.0,16.0,0.0,2925.0,0.5
2026,Naushero Feroze,5,,,,1777082.0,,,,,1386,1400,35,14.428,67.7284,0.0143,38.0,2.0,2945.0,0.2
2026,Sanghar,5,,,,2308465.0,,,,,3239,1534,11,15.7577,58.9426,0.0,16.0,1.0,10608.0,0.2
2026,Shaheed Benazirabad,5,,,,1845102.0,,,,,1758,1310,100,14.469,68.8506,0.0,30.0,2.0,4502.0,0.5
2026,Shikarpur,5,,,,1386330.0,,,,,1642,836,4,15.6503,55.5438,0.6143,52.0,1.0,2512.0,0.35
2026,Sujawal,5,,,,839292.0,,,,,723,1225,15,17.953,46.5106,0.0,,,,
2026,Sukkur,5,,,,1639897.0,,,,,1327,857,5,14.5979,67.2189,0.1429,65.0,2.0,5165.0,0.75
2026,Tando Allahyar,5,,,,922012.0,,,,,802,756,4,16.5497,53.607,0.0,18.0,0.0,2343.0,0.2
2026,Tando Muhammad Khan,5,,,,726119.0,,,,,405,655,0,17.0801,50.3439,0.0,14.0,2.0,1733.0,0.2
2026,Tharparkar,5,,,,1778407.0,,,,,1412,1677,10,17.2798,48.2031,0.0,56.0,0.0,19638.0,0.35
2026,Thatta,5,,,,1083191.0,,,,,817,993,9,17.6503,49.3109,0.0,10.0,2.0,17355.0,0.35
2026,Umerkot,5,,,,1159831.0,,,,,1619,1225,24,16.817,50.7248,0.0,12.0,0.0,5608.0,0.35
2026,Awaran,5,,,,178958.0,,,,,NR,NR,NR,,,,500.0,0.0,29510.0,0.2
2026,Barkhan,5,,,,210249.0,,,,,9,17,18,9.558,55.1455,0.1571,1100.0,0.0,3514.0,0.2
2026,Chagai,5,,,,269192.0,,,,,NR,NR,NR,9.7905,73.552,1.4571,919.0,0.0,44748.0,0.2
2026,Chaman,5,,,,466218.0,,,,,NR,NR,NR,,,,1340.0,0.0,1341.0,0.2
2026,Dera Bugti,5,,,,355274.0,,,,,0,1,NR,12.6174,59.6598,0.1571,250.0,0.0,10160.0,0.2
2026,Duki,5,,,,205044.0,,,,,NR,NR,NR,,,,1100.0,0.0,4233.0,0.2
2026,Gwadar,5,,,,305160.0,,,,,35,90,4,17.9999,71.0094,4.9429,12.0,0.0,12637.0,0.35
2026,Harnai,5,,,,127571.0,,,,,36,136,0,,,,,,,
2026,Hub,5,,,,382885.0,,,,,25,112,1,17.1006,49.7134,0.0,,,,
2026,Jaffarabad,5,,,,594558.0,,,,,7,19,0,,,,55.0,1.0,1643.0,0.2
2026,Jhal Magsi,5,,,,203368.0,,,,,15,22,3,,,,60.0,0.0,3615.0,0.2
2026,Kachhi (Bolan),5,,,,,,,,,290,254,0,10.4213,54.6583,1.0857,,,,
2026,Kalat,5,,,,271560.0,,,,,0,0,0,3.3321,62.5658,0.1,2000.0,0.0,7654.0,0.2
2026,Kech (Turbat),5,,,,1060931.0,,,,,3,73,1,,,,,,,
2026,Kharan,5,,,,260352.0,,,,,3,105,6,10.5464,72.2217,0.8714,700.0,0.0,14958.0,0.2
2026,Khuzdar,5,,,,997214.0,,,,,2,20,NR,9.1511,57.1558,0.1714,1237.0,0.0,35380.0,0.2
2026,Killa Abdullah,5,,,,361971.0,,,,,0,12,0,5.5474,72.2753,4.8286,1500.0,0.0,3553.0,0.2
2026,Killa Saifullah,5,,,,380200.0,,,,,24,31,6,4.7346,65.4316,0.9571,1500.0,0.0,6831.0,0.2
2026,Kohlu,5,,,,260220.0,,,,,4,9,1,8.663,57.7058,0.6714,1000.0,0.0,7610.0,0.2
2026,Lasbella,5,,,,680977.0,,,,,155,268,6,16.9196,52.1852,0.1714,,,,
2026,Loralai,5,,,,272432.0,,,,,NR,NR,NR,4.3604,71.8446,0.1857,1400.0,0.0,3785.0,0.2
2026,Mastung,5,,,,313271.0,,,,,3,112,7,2.4854,78.6398,1.4857,1700.0,0.0,3308.0,0.2
2026,MusaKhel,5,,,,196756.0,,,,,92,74,10,5.5964,65.4226,1.0714,,,,
2026,Naseerabad,5,,,,563315.0,,,,,116,215,13,15.2592,56.5505,0.1571,,,,
2026,Nushki,5,,,,207834.0,,,,,NR,NR,NR,7.8982,73.9993,3.1143,900.0,0.0,5797.0,0.2
2026,Panjgur,5,,,,509781.0,,,,,NR,NR,NR,9.9943,70.3383,1.5429,900.0,0.0,16891.0,0.2
2026,Pishin,5,,,,835482.0,,,,,NR,NR,NR,3.4051,76.0543,3.2571,1550.0,0.0,6218.0,0.2
2026,Quetta,5,,,,2595492.0,,,,,3,171,1,3.2081,76.6201,1.2286,1680.0,0.0,3447.0,0.75
2026,Sherani,5,,,,191687.0,,,,,NR,NR,NR,,,,1500.0,0.0,2700.0,0.2
2026,Sibi,5,,,,224148.0,,,,,87,155,10,13.6461,55.9473,0.1429,130.0,0.0,7121.0,0.2
2026,Sohbat pur,5,,,,240106.0,,,,,NR,NR,NR,14.831,59.8174,0.1,,,,
2026,Surab,5,,,,279038.0,,,,,NR,NR,NR,3.8833,63.742,0.2,,,,
2026,Usta Muhammad,5,,,,,,,,,46,167,0,14.5539,61.8394,0.0429,,,,
2026,Washuk,5,,,,302623.0,,,,,NR,NR,NR,6.7795,72.4266,0.9857,700.0,0.0,33093.0,0.2
2026,Zhob,5,,,,355692.0,,,,,0,18,1,5.1387,60.2432,1.2143,1400.0,0.0,20297.0,0.2
2026,Ziarat,5,,,,189535.0,,,,,NR,NR,NR,,,,2400.0,0.0,3301.0,0.2
2026,Abbottabad,5,,,,1419072.0,,,,,0,369,18,7.3075,67.4199,3.8143,1256.0,0.0,1967.0,0.75
2026,Bajaur,5,,,,,,,,,104,418,3,5.8705,54.3923,1.9857,900.0,0.0,1290.0,0.2
2026,Bannu,5,,,,1357890.0,,,,,947,583,66,10.8548,58.42,0.0,312.0,1.0,1227.0,0.2
2026,Battagram,5,,,,335984.0,,,,,4,159,2,2.1943,71.4343,4.1714,1036.0,0.0,1301.0,0.2
2026,Buner,5,,,,,,,,,77,140,4,8.8226,64.1274,3.3857,700.0,0.0,1865.0,0.35
2026,Charsadda,5,,,,1835504.0,,,,,152,1433,184,10.1095,67.494,1.8286,300.0,2.0,996.0,0.2
2026,Chitral Lower,5,,,,,,,,,5,251,5,0.9692,57.327,0.0,1500.0,1.0,6458.0,0.35
2026,Chitral Upper,5,,,,195528.0,,,,,0,51,3,0.9692,57.327,0.0,2500.0,1.0,8392.0,0.2
2026,D.I. Khan,5,,,,1829811.0,,,,,91,1366,0,11.8622,66.9582,0.0429,,,,
2026,Dir Lower,5,,,,,,,,,49,835,19,10.5446,60.4659,1.8429,800.0,1.0,1583.0,0.35
2026,Dir Upper,5,,,,,,,,,5,630,8,1.0173,69.3123,0.3143,1200.0,1.0,3699.0,0.35
2026,Hangu,5,,,,528902.0,,,,,16,238,0,7.3039,58.8797,0.3429,900.0,0.0,1097.0,0.2
2026,Haripur,5,,,,1174783.0,,,,,0,750,0,8.7932,75.1866,1.9857,605.0,2.0,1725.0,0.65
2026,Karak,5,,,,815878.0,,,,,26,220,1,10.7949,54.3911,0.0429,500.0,0.0,3372.0,0.2
2026,Khyber,5,,,,1146267.0,,,,,33,180,11,8.4851,56.4649,0.8714,1000.0,0.0,2576.0,0.2
2026,Kohat,5,,,,1234661.0,,,,,18,421,6,10.4589,56.0394,0.1571,500.0,0.0,2545.0,0.65
2026,Kohistan Lower,5,,,,340017.0,,,,,0,121,0,-14.7495,77.9906,0.0,1500.0,2.0,1200.0,0.2
2026,Kohistan Upper,5,,,,422947.0,,,,,5,266,0,-14.7495,77.9906,0.0,2500.0,2.0,4000.0,0.2
2026,Kolai Palas,5,,,,280162.0,,,,,0,79,0,-14.7495,77.9906,0.0,,,,
2026,L & C Kurram,5,,,,,,,,,1,23,0,-4.6678,70.4518,0.0,,,,
2026,Lakki Marwat,5,,,,1040856.0,,,,,118,317,8,10.1068,67.368,0.0857,250.0,1.0,3164.0,0.2
2026,Malakand,5,,,,,,,,,11,426,0,9.9158,62.018,1.8286,700.0,1.0,952.0,0.2
2026,Mansehra,5,,,,1797177.0,,,,,0,493,25,5.3557,70.6478,5.7714,1000.0,0.0,4579.0,0.2
2026,Mardan,5,,,,2744898.0,,,,,12,745,7,9.7161,76.7176,1.7286,300.0,0.0,1632.0,0.65
2026,Mohmand,5,,,,553933.0,,,,,43,27,3,9.9158,62.018,1.8286,600.0,0.0,2296.0,0.2
2026,North Waziristan,5,,,,693332.0,,,,,65,41,24,-6.5003,69.166,0.0571,1000.0,1.0,4707.0,0.2
